,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
443,443,paraíso,paraíso##s,plur,2,artificial,0.0001121587411034,plural,plural,grandes,s,[MASK] paraíso##s [MASK],"[CLS] , [MASK] , paraíso , ##s , [MASK] , [SEP]",morphemic,9.095595358853991,-4.130559904030301,4.130559904029541
445,445,gala,gala,sing,1,default,1.3401781870925331e-06,plural,plural,grandes,s,[MASK] gala [MASK],"[CLS] , [MASK] , gala , [MASK] , [SEP]",morphemic,13.522707977399715,3.62063035887774,-3.6206303588777407
447,447,gala,galas,plur,2,default,5.894655987503938e-05,plural,plural,grandes,s,[MASK] galas [MASK],"[CLS] , [MASK] , gala , ##s , [MASK] , [SEP]",morphemic,9.738879289341227,-4.095248277142417,4.0952482771424155
449,449,gala,gala##s,plur,2,artificial,5.894655987503938e-05,plural,plural,grandes,s,[MASK] gala##s [MASK],"[CLS] , [MASK] , gala , ##s , [MASK] , [SEP]",morphemic,9.738879289341227,-4.095248277142417,4.0952482771424155
451,451,tele,tele,sing,1,default,1.5099712982191704e-06,plural,plural,grandes,s,[MASK] tele [MASK],"[CLS] , [MASK] , tele , [MASK] , [SEP]",morphemic,13.403419915119963,3.1059351057157425,-3.105935105715747
453,453,tele,teles,plur,2,default,9.829166810959578e-05,plural,plural,grandes,s,[MASK] teles [MASK],"[CLS] , [MASK] , tele , ##s , [MASK] , [SEP]",morphemic,9.22757129422447,-2.5800352555741757,2.5800352555741775
455,455,tele,tele##s,plur,2,artificial,9.829166810959578e-05,plural,plural,grandes,s,[MASK] tele##s [MASK],"[CLS] , [MASK] , tele , ##s , [MASK] , [SEP]",morphemic,9.22757129422447,-2.5800352555741757,2.5800352555741775
457,457,relevo,relevo,sing,1,default,6.652246611338342e-07,plural,plural,grandes,s,[MASK] relevo [MASK],"[CLS] , [MASK] , relevo , [MASK] , [SEP]",morphemic,14.223141017052908,2.667465121752377,-2.667465121752376
459,459,relevo,relevos,plur,2,default,4.858900138060562e-05,plural,plural,grandes,s,[MASK] relevos [MASK],"[CLS] , [MASK] , relevo , ##s , [MASK] , [SEP]",morphemic,9.932113361710618,-4.498027717038186,4.498027717038187
461,461,relevo,relevo##s,plur,2,artificial,4.858900138060562e-05,plural,plural,grandes,s,[MASK] relevo##s [MASK],"[CLS] , [MASK] , relevo , ##s , [MASK] , [SEP]",morphemic,9.932113361710618,-4.498027717038186,4.498027717038187
463,463,desgracia,desgracia,sing,1,default,1.3260051900942926e-06,plural,plural,grandes,s,[MASK] desgracia [MASK],"[CLS] , [MASK] , desgracia , [MASK] , [SEP]",morphemic,13.533339752110004,4.427890737712355,-4.427890737712204
465,465,desgracia,desgracias,plur,2,default,6.278839282458648e-05,plural,plural,grandes,s,[MASK] desgracias [MASK],"[CLS] , [MASK] , desgracia , ##s , [MASK] , [SEP]",morphemic,9.675740329206826,-3.5324744717917227,3.5324744717917227
467,467,desgracia,desgracia##s,plur,2,artificial,6.278839282458648e-05,plural,plural,grandes,s,[MASK] desgracia##s [MASK],"[CLS] , [MASK] , desgracia , ##s , [MASK] , [SEP]",morphemic,9.675740329206826,-3.5324744717917227,3.5324744717917227
469,469,octavo,octavo,sing,1,default,6.192722139530815e-07,plural,plural,grandes,s,[MASK] octavo [MASK],"[CLS] , [MASK] , octavo , [MASK] , [SEP]",morphemic,14.294720896869784,2.456236852570136,-2.4562368525701355
471,471,octavo,octavos,plur,2,default,4.747479397337884e-05,plural,plural,grandes,s,[MASK] octavos [MASK],"[CLS] , [MASK] , octavo , ##s , [MASK] , [SEP]",morphemic,9.955311640961938,-5.494528702362052,5.494528702362052
473,473,octavo,octavo##s,plur,2,artificial,4.747479397337884e-05,plural,plural,grandes,s,[MASK] octavo##s [MASK],"[CLS] , [MASK] , octavo , ##s , [MASK] , [SEP]",morphemic,9.955311640961938,-5.494528702362052,5.494528702362052
475,475,duelo,duelo,sing,1,default,7.085644426751969e-08,plural,plural,grandes,s,[MASK] duelo [MASK],"[CLS] , [MASK] , duelo , [MASK] , [SEP]",morphemic,16.462609918453143,5.597711520507424,-5.597711520507425
477,477,duelo,duelos,plur,2,default,4.876922685070895e-05,plural,plural,grandes,s,[MASK] duelos [MASK],"[CLS] , [MASK] , duelo , ##s , [MASK] , [SEP]",morphemic,9.928411041336828,-4.529431242932803,4.529431242932803
479,479,duelo,duelo##s,plur,2,artificial,4.876922685070895e-05,plural,plural,grandes,s,[MASK] duelo##s [MASK],"[CLS] , [MASK] , duelo , ##s , [MASK] , [SEP]",morphemic,9.928411041336828,-4.529431242932803,4.529431242932803
481,481,arca,arca,sing,1,default,9.156042892755069e-07,plural,plural,grandes,s,[MASK] arca [MASK],"[CLS] , [MASK] , arca , [MASK] , [SEP]",morphemic,13.903681564218086,6.163755848233352,-6.1637558482331825
483,483,arca,arcas,plur,2,default,0.0001647856697672,plural,plural,grandes,s,[MASK] arcas [MASK],"[CLS] , [MASK] , arca , ##s , [MASK] , [SEP]",morphemic,8.710864899565257,-4.384440468107176,4.384440468106582
485,485,arca,arca##s,plur,2,artificial,0.0001647856697672,plural,plural,grandes,s,[MASK] arca##s [MASK],"[CLS] , [MASK] , arca , ##s , [MASK] , [SEP]",morphemic,8.710864899565257,-4.384440468107176,4.384440468106582
487,487,entrenador,entrenador,sing,1,default,5.234551849753188e-07,plural,plural,grandes,es,[MASK] entrenador [MASK],"[CLS] , [MASK] , entrenador , [MASK] , [SEP]",morphemic,14.462814416842162,1.816841136196583,-1.8168411361965828
489,489,entrenador,entrenadores,plur,2,default,0.000277186743915,plural,plural,grandes,es,[MASK] entrenadores [MASK],"[CLS] , [MASK] , entrenador , ##es , [MASK] , [SEP]",morphemic,8.190819113166171,-7.191364322480226,7.191364322479932
491,491,entrenador,entrenador##es,plur,2,artificial,0.000277186743915,plural,plural,grandes,es,[MASK] entrenador##es [MASK],"[CLS] , [MASK] , entrenador , ##es , [MASK] , [SEP]",morphemic,8.190819113166171,-7.191364322480226,7.191364322479932
493,493,aro,aro,sing,1,default,5.545175554289017e-06,plural,plural,grandes,s,[MASK] aro [MASK],"[CLS] , [MASK] , aro , [MASK] , [SEP]",morphemic,12.102582277737229,3.7853646808857206,-3.78536468088534
495,495,aro,aros,plur,2,default,0.0001644437143113,plural,plural,grandes,s,[MASK] aros [MASK],"[CLS] , [MASK] , aro , ##s , [MASK] , [SEP]",morphemic,8.712942208550759,-2.8264960959051404,2.826496095904858
497,497,aro,aro##s,plur,2,artificial,0.0001644437143113,plural,plural,grandes,s,[MASK] aro##s [MASK],"[CLS] , [MASK] , aro , ##s , [MASK] , [SEP]",morphemic,8.712942208550759,-2.8264960959051404,2.826496095904858
499,499,triple,triple,sing,1,default,3.378710516699357e-06,plural,plural,grandes,s,[MASK] triple [MASK],"[CLS] , [MASK] , triple , [MASK] , [SEP]",morphemic,12.598016425195588,1.963788903979534,-1.9637889039795347
501,501,triple,triples,plur,2,default,0.0001605285215191,plural,plural,grandes,s,[MASK] triples [MASK],"[CLS] , [MASK] , triple , ##s , [MASK] , [SEP]",morphemic,8.737038927012533,-4.905770206530601,4.905770206530263
503,503,triple,triple##s,plur,2,artificial,0.0001605285215191,plural,plural,grandes,s,[MASK] triple##s [MASK],"[CLS] , [MASK] , triple , ##s , [MASK] , [SEP]",morphemic,8.737038927012533,-4.905770206530601,4.905770206530263
505,505,lujo,lujo,sing,1,default,2.3295299342862563e-06,plural,plural,grandes,s,[MASK] lujo [MASK],"[CLS] , [MASK] , lujo , [MASK] , [SEP]",morphemic,12.969844055681437,3.023786560022373,-3.0237865600223706
507,507,lujo,lujos,plur,2,default,0.0001470843562856,plural,plural,grandes,s,[MASK] lujos [MASK],"[CLS] , [MASK] , lujo , ##s , [MASK] , [SEP]",morphemic,8.824504283492587,-3.9276256075392073,3.927625607538993
509,509,lujo,lujo##s,plur,2,artificial,0.0001470843562856,plural,plural,grandes,s,[MASK] lujo##s [MASK],"[CLS] , [MASK] , lujo , ##s , [MASK] , [SEP]",morphemic,8.824504283492587,-3.9276256075392073,3.927625607538993
511,511,aplauso,aplauso,sing,1,default,9.343099236502894e-07,plural,plural,grandes,s,[MASK] aplauso [MASK],"[CLS] , [MASK] , aplauso , [MASK] , [SEP]",morphemic,13.883457629722276,4.933598526385893,-4.933598526385318
513,513,aplauso,aplausos,plur,2,default,9.65525468927808e-05,plural,plural,grandes,s,[MASK] aplausos [MASK],"[CLS] , [MASK] , aplauso , ##s , [MASK] , [SEP]",morphemic,9.245423170434243,-3.400005352894018,3.4000053528940177
515,515,aplauso,aplauso##s,plur,2,artificial,9.65525468927808e-05,plural,plural,grandes,s,[MASK] aplauso##s [MASK],"[CLS] , [MASK] , aplauso , ##s , [MASK] , [SEP]",morphemic,9.245423170434243,-3.400005352894018,3.4000053528940177
517,517,tirador,tirador,sing,1,default,1.6999135254991418e-07,plural,plural,grandes,es,[MASK] tirador [MASK],"[CLS] , [MASK] , tirador , [MASK] , [SEP]",morphemic,15.587518268543382,4.073961207674355,-4.073961207674355
519,519,tirador,tiradores,plur,2,default,8.237085421569645e-05,plural,plural,grandes,es,[MASK] tiradores [MASK],"[CLS] , [MASK] , tirador , ##es , [MASK] , [SEP]",morphemic,9.404278894593888,-4.726863759170664,4.726863759170666
521,521,tirador,tirador##es,plur,2,artificial,8.237085421569645e-05,plural,plural,grandes,es,[MASK] tirador##es [MASK],"[CLS] , [MASK] , tirador , ##es , [MASK] , [SEP]",morphemic,9.404278894593888,-4.726863759170664,4.726863759170666
523,523,triunfo,triunfo,sing,1,default,1.927885477925884e-06,plural,plural,grandes,s,[MASK] triunfo [MASK],"[CLS] , [MASK] , triunfo , [MASK] , [SEP]",morphemic,13.159086762956171,4.104527556959328,-4.1045275569585415
525,525,triunfo,triunfos,plur,2,default,0.0012359317624941,plural,plural,grandes,s,[MASK] triunfos [MASK],"[CLS] , [MASK] , triunfo , ##s , [MASK] , [SEP]",morphemic,6.695930129808743,-6.007511148082476,6.007511148082439
527,527,triunfo,triunfo##s,plur,2,artificial,0.0012359317624941,plural,plural,grandes,s,[MASK] triunfo##s [MASK],"[CLS] , [MASK] , triunfo , ##s , [MASK] , [SEP]",morphemic,6.695930129808743,-6.007511148082476,6.007511148082439
529,529,alegría,alegría,sing,1,default,1.490300974182901e-06,plural,plural,grandes,s,[MASK] alegría [MASK],"[CLS] , [MASK] , alegría , [MASK] , [SEP]",morphemic,13.416532462309464,4.3160276277627005,-4.3160276277621605
531,531,alegría,alegrías,plur,2,default,0.0001789778325473,plural,plural,grandes,s,[MASK] alegrías [MASK],"[CLS] , [MASK] , alegría , ##s , [MASK] , [SEP]",morphemic,8.62824860030977,-4.025607094340426,4.025607094339931
533,533,alegría,alegría##s,plur,2,artificial,0.0001789778325473,plural,plural,grandes,s,[MASK] alegría##s [MASK],"[CLS] , [MASK] , alegría , ##s , [MASK] , [SEP]",morphemic,8.62824860030977,-4.025607094340426,4.025607094339931
535,535,verbo,verbo,sing,1,default,2.2018672041212997e-07,plural,plural,grandes,s,[MASK] verbo [MASK],"[CLS] , [MASK] , verbo , [MASK] , [SEP]",morphemic,15.328789921414923,4.564931871602063,-4.564931871602066
537,537,verbo,verbos,plur,2,default,4.7427849494852126e-05,plural,plural,grandes,s,[MASK] verbos [MASK],"[CLS] , [MASK] , verbo , ##s , [MASK] , [SEP]",morphemic,9.956300959713028,-4.870151537812065,4.870151537812062
539,539,verbo,verbo##s,plur,2,artificial,4.7427849494852126e-05,plural,plural,grandes,s,[MASK] verbo##s [MASK],"[CLS] , [MASK] , verbo , ##s , [MASK] , [SEP]",morphemic,9.956300959713028,-4.870151537812065,4.870151537812062
541,541,esplendor,esplendor,sing,1,default,1.930383405124303e-06,plural,plural,grandes,es,[MASK] esplendor [MASK],"[CLS] , [MASK] , esplendor , [MASK] , [SEP]",morphemic,13.157791919272052,4.09610946029794,-4.096109460297162
543,543,esplendor,esplendores,plur,2,default,0.0001060033464455,plural,plural,grandes,es,[MASK] esplendores [MASK],"[CLS] , [MASK] , esplendor , ##es , [MASK] , [SEP]",morphemic,9.152039894109928,-3.947444999290733,3.94744499929069
545,545,esplendor,esplendor##es,plur,2,artificial,0.0001060033464455,plural,plural,grandes,es,[MASK] esplendor##es [MASK],"[CLS] , [MASK] , esplendor , ##es , [MASK] , [SEP]",morphemic,9.152039894109928,-3.947444999290733,3.94744499929069
547,547,fatiga,fatiga,sing,1,default,1.6933434210386625e-07,plural,plural,grandes,s,[MASK] fatiga [MASK],"[CLS] , [MASK] , fatiga , [MASK] , [SEP]",morphemic,15.591390720747489,4.696925062898082,-4.696925062898078
549,549,fatiga,fatigas,plur,2,default,2.047183443210088e-05,plural,plural,grandes,s,[MASK] fatigas [MASK],"[CLS] , [MASK] , fatiga , ##s , [MASK] , [SEP]",morphemic,10.796460546668756,-3.9841166067408462,3.984116606740846
551,551,fatiga,fatiga##s,plur,2,artificial,2.047183443210088e-05,plural,plural,grandes,s,[MASK] fatiga##s [MASK],"[CLS] , [MASK] , fatiga , ##s , [MASK] , [SEP]",morphemic,10.796460546668756,-3.9841166067408462,3.984116606740846
553,553,clima,clima,sing,1,default,4.235928088291985e-07,plural,plural,grandes,s,[MASK] clima [MASK],"[CLS] , [MASK] , clima , [MASK] , [SEP]",morphemic,14.674493199687154,4.168447468876337,-4.168447468876337
555,555,clima,climas,plur,2,default,0.0002276523300679,plural,plural,grandes,s,[MASK] climas [MASK],"[CLS] , [MASK] , clima , ##s , [MASK] , [SEP]",morphemic,8.38769096092754,-5.861384354248797,5.861384354248621
557,557,clima,clima##s,plur,2,artificial,0.0002276523300679,plural,plural,grandes,s,[MASK] clima##s [MASK],"[CLS] , [MASK] , clima , ##s , [MASK] , [SEP]",morphemic,8.38769096092754,-5.861384354248797,5.861384354248621
559,559,universo,universo,sing,1,default,7.90879596479499e-07,plural,plural,grandes,s,[MASK] universo [MASK],"[CLS] , [MASK] , universo , [MASK] , [SEP]",morphemic,14.050120097604994,4.399656217735487,-4.399656217735486
561,561,universo,universos,plur,2,default,0.0002980729041155,plural,plural,grandes,s,[MASK] universos [MASK],"[CLS] , [MASK] , universo , ##s , [MASK] , [SEP]",morphemic,8.11817245669647,-5.546168786147383,5.5461687861472395
563,563,universo,universo##s,plur,2,artificial,0.0002980729041155,plural,plural,grandes,s,[MASK] universo##s [MASK],"[CLS] , [MASK] , universo , ##s , [MASK] , [SEP]",morphemic,8.11817245669647,-5.546168786147383,5.5461687861472395
565,565,matemático,matemático,sing,1,default,3.545868594301283e-07,plural,plural,grandes,s,[MASK] matemático [MASK],"[CLS] , [MASK] , matemático , [MASK] , [SEP]",morphemic,14.852312501437597,2.4305906932168,-2.4305906932167973
567,567,matemático,matemáticos,plur,2,default,4.554168845061213e-05,plural,plural,grandes,s,[MASK] matemáticos [MASK],"[CLS] , [MASK] , matemático , ##s , [MASK] , [SEP]",morphemic,9.996882421805797,-6.337143941149954,6.3371439411499555
569,569,matemático,matemático##s,plur,2,artificial,4.554168845061213e-05,plural,plural,grandes,s,[MASK] matemático##s [MASK],"[CLS] , [MASK] , matemático , ##s , [MASK] , [SEP]",morphemic,9.996882421805797,-6.337143941149954,6.3371439411499555
571,571,plaga,plaga,sing,1,default,3.592374469008064e-07,plural,plural,grandes,s,[MASK] plaga [MASK],"[CLS] , [MASK] , plaga , [MASK] , [SEP]",morphemic,14.839282255114671,4.975812993010569,-4.975812993010571
573,573,plaga,plagas,plur,2,default,1.7360305719194002e-05,plural,plural,grandes,s,[MASK] plagas [MASK],"[CLS] , [MASK] , plaga , ##s , [MASK] , [SEP]",morphemic,10.961324238334484,-4.099530179391838,4.099530179391837
575,575,plaga,plaga##s,plur,2,artificial,1.7360305719194002e-05,plural,plural,grandes,s,[MASK] plaga##s [MASK],"[CLS] , [MASK] , plaga , ##s , [MASK] , [SEP]",morphemic,10.961324238334484,-4.099530179391838,4.099530179391837
577,577,tomo,tomo,sing,1,default,1.1343762480464648e-06,plural,plural,grandes,s,[MASK] tomo [MASK],"[CLS] , [MASK] , tomo , [MASK] , [SEP]",morphemic,13.689427619287551,3.5237016722704038,-3.5237016722704038
579,579,tomo,tomos,plur,2,default,2.9018463010288542e-06,plural,plural,grandes,s,[MASK] tomos [MASK],"[CLS] , [MASK] , tomo , ##s , [MASK] , [SEP]",morphemic,12.750163368023808,-4.065997182091115,4.065997182091117
581,581,tomo,tomo##s,plur,2,artificial,2.9018463010288542e-06,plural,plural,grandes,s,[MASK] tomo##s [MASK],"[CLS] , [MASK] , tomo , ##s , [MASK] , [SEP]",morphemic,12.750163368023808,-4.065997182091115,4.065997182091117
583,583,veneno,veneno,sing,1,default,1.2966646636414223e-06,plural,plural,grandes,s,[MASK] veneno [MASK],"[CLS] , [MASK] , veneno , [MASK] , [SEP]",morphemic,13.555715233752768,4.418751739103596,-4.418751739103458
585,585,veneno,venenos,plur,2,default,8.665448694955558e-05,plural,plural,grandes,s,[MASK] venenos [MASK],"[CLS] , [MASK] , veneno , ##s , [MASK] , [SEP]",morphemic,9.353581760690288,-4.453406306038309,4.453406306038306
587,587,veneno,veneno##s,plur,2,artificial,8.665448694955558e-05,plural,plural,grandes,s,[MASK] veneno##s [MASK],"[CLS] , [MASK] , veneno , ##s , [MASK] , [SEP]",morphemic,9.353581760690288,-4.453406306038309,4.453406306038306
589,589,anemia,anemia,sing,1,default,1.9872022960498725e-07,plural,plural,grandes,s,[MASK] anemia [MASK],"[CLS] , [MASK] , anemia , [MASK] , [SEP]",morphemic,15.431367882782345,3.2295513084097696,-3.2295513084097665
591,591,anemia,anemias,plur,2,default,9.369971849082503e-06,plural,plural,grandes,s,[MASK] anemias [MASK],"[CLS] , [MASK] , anemia , ##s , [MASK] , [SEP]",morphemic,11.57800046608532,-5.362814846283229,5.362814846283231
593,593,anemia,anemia##s,plur,2,artificial,9.369971849082503e-06,plural,plural,grandes,s,[MASK] anemia##s [MASK],"[CLS] , [MASK] , anemia , ##s , [MASK] , [SEP]",morphemic,11.57800046608532,-5.362814846283229,5.362814846283231
595,595,cáncer,cáncer,sing,1,default,3.548647384832293e-07,plural,plural,grandes,es,[MASK] cáncer [MASK],"[CLS] , [MASK] , cáncer , [MASK] , [SEP]",morphemic,14.851529138434032,2.0906867798079514,-2.0906867798079536
597,597,cáncer,cánceres,plur,2,default,1.3937084077042527e-05,plural,plural,grandes,es,[MASK] cánceres [MASK],"[CLS] , [MASK] , cáncer , ##es , [MASK] , [SEP]",morphemic,11.180957351195136,-5.970644899173628,5.970644899173631
599,599,cáncer,cáncer##es,plur,2,artificial,1.3937084077042527e-05,plural,plural,grandes,es,[MASK] cáncer##es [MASK],"[CLS] , [MASK] , cáncer , ##es , [MASK] , [SEP]",morphemic,11.180957351195136,-5.970644899173628,5.970644899173631
601,601,cabello,cabello,sing,1,default,1.2949606116308132e-06,plural,plural,grandes,s,[MASK] cabello [MASK],"[CLS] , [MASK] , cabello , [MASK] , [SEP]",morphemic,13.557030279004442,3.8642701207923835,-3.8642701207923835
603,603,cabello,cabellos,plur,2,default,9.743906412040816e-05,plural,plural,grandes,s,[MASK] cabellos [MASK],"[CLS] , [MASK] , cabello , ##s , [MASK] , [SEP]",morphemic,9.236283358724426,-3.386037796269493,3.3860377962694934
605,605,cabello,cabello##s,plur,2,artificial,9.743906412040816e-05,plural,plural,grandes,s,[MASK] cabello##s [MASK],"[CLS] , [MASK] , cabello , ##s , [MASK] , [SEP]",morphemic,9.236283358724426,-3.386037796269493,3.3860377962694934
607,607,telescopio,telescopio,sing,1,default,5.06102742292569e-06,plural,plural,grandes,s,[MASK] telescopio [MASK],"[CLS] , [MASK] , telescopio , [MASK] , [SEP]",morphemic,12.193941047267328,4.189397836286304,-4.189397836286196
609,609,telescopio,telescopios,plur,2,default,0.0005782576045021,plural,plural,grandes,s,[MASK] telescopios [MASK],"[CLS] , [MASK] , telescopio , ##s , [MASK] , [SEP]",morphemic,7.455491106049199,-4.508394221108767,4.508394221108694
611,611,telescopio,telescopio##s,plur,2,artificial,0.0005782576045021,plural,plural,grandes,s,[MASK] telescopio##s [MASK],"[CLS] , [MASK] , telescopio , ##s , [MASK] , [SEP]",morphemic,7.455491106049199,-4.508394221108767,4.508394221108694
613,613,apariencia,apariencia,sing,1,default,8.054406066548836e-07,plural,plural,grandes,s,[MASK] apariencia [MASK],"[CLS] , [MASK] , apariencia , [MASK] , [SEP]",morphemic,14.03187637180288,3.6967249031831404,-3.6967249031831373
615,615,apariencia,apariencias,plur,2,default,1.947588134498801e-05,plural,plural,grandes,s,[MASK] apariencias [MASK],"[CLS] , [MASK] , apariencia , ##s , [MASK] , [SEP]",morphemic,10.84633371203309,-3.7707652974672214,3.770765297467223
617,617,apariencia,apariencia##s,plur,2,artificial,1.947588134498801e-05,plural,plural,grandes,s,[MASK] apariencia##s [MASK],"[CLS] , [MASK] , apariencia , ##s , [MASK] , [SEP]",morphemic,10.84633371203309,-3.7707652974672214,3.770765297467223
619,619,sótano,sótano,sing,1,default,7.259292829076003e-07,plural,plural,grandes,s,[MASK] sótano [MASK],"[CLS] , [MASK] , sótano , [MASK] , [SEP]",morphemic,14.135813233329293,2.730093883845612,-2.730093883845613
621,621,sótano,sótanos,plur,2,default,2.4066843252512623e-05,plural,plural,grandes,s,[MASK] sótanos [MASK],"[CLS] , [MASK] , sótano , ##s , [MASK] , [SEP]",morphemic,10.6346754633985,-4.459641420846852,4.45964142084685
623,623,sótano,sótano##s,plur,2,artificial,2.4066843252512623e-05,plural,plural,grandes,s,[MASK] sótano##s [MASK],"[CLS] , [MASK] , sótano , ##s , [MASK] , [SEP]",morphemic,10.6346754633985,-4.459641420846852,4.45964142084685
625,625,congreso,congreso,sing,1,default,2.4768853563728044e-06,plural,plural,grandes,s,[MASK] congreso [MASK],"[CLS] , [MASK] , congreso , [MASK] , [SEP]",morphemic,12.908508691784997,4.22350641672168,-4.223506416721255
627,627,congreso,congresos,plur,2,default,6.011353616486304e-05,plural,plural,grandes,s,[MASK] congresos [MASK],"[CLS] , [MASK] , congreso , ##s , [MASK] , [SEP]",morphemic,9.71927551441422,-5.661691532591197,5.661691532591198
629,629,congreso,congreso##s,plur,2,artificial,6.011353616486304e-05,plural,plural,grandes,s,[MASK] congreso##s [MASK],"[CLS] , [MASK] , congreso , ##s , [MASK] , [SEP]",morphemic,9.71927551441422,-5.661691532591197,5.661691532591198
631,631,algoritmo,algoritmo,sing,1,default,9.397198823535292e-07,plural,plural,grandes,s,[MASK] algoritmo [MASK],"[CLS] , [MASK] , algoritmo , [MASK] , [SEP]",morphemic,13.877684003588683,3.482348392543651,-3.482348392543651
633,633,algoritmo,algoritmos,plur,2,default,3.617846596171148e-05,plural,plural,grandes,s,[MASK] algoritmos [MASK],"[CLS] , [MASK] , algoritmo , ##s , [MASK] , [SEP]",morphemic,10.22704647906985,-6.175373049971276,6.175373049971277
635,635,algoritmo,algoritmo##s,plur,2,artificial,3.617846596171148e-05,plural,plural,grandes,s,[MASK] algoritmo##s [MASK],"[CLS] , [MASK] , algoritmo , ##s , [MASK] , [SEP]",morphemic,10.22704647906985,-6.175373049971276,6.175373049971277
637,637,nido,nido,sing,1,default,9.160921194961702e-07,plural,plural,grandes,s,[MASK] nido [MASK],"[CLS] , [MASK] , nido , [MASK] , [SEP]",morphemic,13.90314891019326,4.748389209161024,-4.748389209160515
639,639,nido,nidos,plur,2,default,0.0001806414366001,plural,plural,grandes,s,[MASK] nidos [MASK],"[CLS] , [MASK] , nido , ##s , [MASK] , [SEP]",morphemic,8.61899650475948,-2.73379221566778,2.7337922156676355
641,641,nido,nido##s,plur,2,artificial,0.0001806414366001,plural,plural,grandes,s,[MASK] nido##s [MASK],"[CLS] , [MASK] , nido , ##s , [MASK] , [SEP]",morphemic,8.61899650475948,-2.73379221566778,2.7337922156676355
643,643,responsabilidad,responsabilidad,sing,1,default,4.368828854239837e-07,plural,plural,grandes,es,[MASK] responsabilidad [MASK],"[CLS] , [MASK] , responsabilidad , [MASK] , [SEP]",morphemic,14.643600674509822,3.319507551417317,-3.3195075514173156
645,645,responsabilidad,responsabilidades,plur,2,default,9.526316716801377e-06,plural,plural,grandes,es,[MASK] responsabilidades [MASK],"[CLS] , [MASK] , responsabilidad , ##es , [MASK] , [SEP]",morphemic,11.561452408521102,-5.373195706390085,5.373195706390083
647,647,responsabilidad,responsabilidad##es,plur,2,artificial,9.526316716801377e-06,plural,plural,grandes,es,[MASK] responsabilidad##es [MASK],"[CLS] , [MASK] , responsabilidad , ##es , [MASK] , [SEP]",morphemic,11.561452408521102,-5.373195706390085,5.373195706390083
649,649,latitud,latitud,sing,1,default,1.6676040104357528e-07,plural,plural,grandes,es,[MASK] latitud [MASK],"[CLS] , [MASK] , latitud , [MASK] , [SEP]",morphemic,15.606707779022008,4.648197181373089,-4.648197181373088
651,651,latitud,latitudes,plur,2,default,9.312226029578596e-05,plural,plural,grandes,es,[MASK] latitudes [MASK],"[CLS] , [MASK] , latitud , ##es , [MASK] , [SEP]",morphemic,9.281597301339884,-5.0463436848757475,5.046343684875749
653,653,latitud,latitud##es,plur,2,artificial,9.312226029578596e-05,plural,plural,grandes,es,[MASK] latitud##es [MASK],"[CLS] , [MASK] , latitud , ##es , [MASK] , [SEP]",morphemic,9.281597301339884,-5.0463436848757475,5.046343684875749
655,655,cría,cría,sing,1,default,6.5014669416996185e-06,plural,plural,grandes,s,[MASK] cría [MASK],"[CLS] , [MASK] , cría , [MASK] , [SEP]",morphemic,11.943482723186934,3.1034420907618507,-3.1034420907616282
657,657,cría,crías,plur,2,default,0.0001182447012979,plural,plural,grandes,s,[MASK] crías [MASK],"[CLS] , [MASK] , cría , ##s , [MASK] , [SEP]",morphemic,9.04275434091583,-2.2888011643901596,2.288801164389704
659,659,cría,cría##s,plur,2,artificial,0.0001182447012979,plural,plural,grandes,s,[MASK] cría##s [MASK],"[CLS] , [MASK] , cría , ##s , [MASK] , [SEP]",morphemic,9.04275434091583,-2.2888011643901596,2.288801164389704
661,661,nieve,nieve,sing,1,default,1.4430962664846447e-06,plural,plural,grandes,s,[MASK] nieve [MASK],"[CLS] , [MASK] , nieve , [MASK] , [SEP]",morphemic,13.448719567657164,3.96916865440782,-3.96916865440782
663,663,nieve,nieves,plur,2,default,0.0001102629466913,plural,plural,grandes,s,[MASK] nieves [MASK],"[CLS] , [MASK] , nieve , ##s , [MASK] , [SEP]",morphemic,9.11264262022456,-3.745124857179775,3.745124857179195
665,665,nieve,nieve##s,plur,2,artificial,0.0001102629466913,plural,plural,grandes,s,[MASK] nieve##s [MASK],"[CLS] , [MASK] , nieve , ##s , [MASK] , [SEP]",morphemic,9.11264262022456,-3.745124857179775,3.745124857179195
667,667,vencedor,vencedor,sing,1,default,2.0141776246873638e-07,plural,plural,grandes,es,[MASK] vencedor [MASK],"[CLS] , [MASK] , vencedor , [MASK] , [SEP]",morphemic,15.417884665572068,2.6027317217559123,-2.6027317217559105
669,669,vencedor,vencedores,plur,2,default,6.693366231047548e-06,plural,plural,grandes,es,[MASK] vencedores [MASK],"[CLS] , [MASK] , vencedor , ##es , [MASK] , [SEP]",morphemic,11.91439363682379,-5.513069134311076,5.513069134311078
671,671,vencedor,vencedor##es,plur,2,artificial,6.693366231047548e-06,plural,plural,grandes,es,[MASK] vencedor##es [MASK],"[CLS] , [MASK] , vencedor , ##es , [MASK] , [SEP]",morphemic,11.91439363682379,-5.513069134311076,5.513069134311078
673,673,resistencia,resistencia,sing,1,default,1.8077761865242794e-07,plural,plural,grandes,s,[MASK] resistencia [MASK],"[CLS] , [MASK] , resistencia , [MASK] , [SEP]",morphemic,15.525998187290254,2.638567921318529,-2.6385679213185305
