,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
655,655,mendigo,mendigo,sing,2,default,9.879012168312329e-07,plural,plural,grandes,s,[MASK] mendigo [MASK],"[CLS] , [MASK] , mendi , ##go , [MASK] , [SEP]",non_morphemic,13.827683127161512,3.9635095303490395,-3.9635095303490404
657,657,mendigo,mendigos,plur,2,default,5.6781060266075656e-05,plural,plural,grandes,s,[MASK] mendigos [MASK],"[CLS] , [MASK] , mendi , ##gos , [MASK] , [SEP]",non_morphemic,9.77630773386245,-2.8722648846379126,2.8722648846379135
659,659,mendigo,mendigo##s,plur,3,artificial,7.067208207445219e-05,plural,plural,grandes,s,[MASK] mendigo##s [MASK],"[CLS] , [MASK] , mendi , ##go , ##s , [MASK] , [SEP]",non_morphemic,9.5574599417675,-3.037122685633344,3.0371226856333458
661,661,pleito,pleito,sing,2,default,2.20880451706762e-07,plural,plural,grandes,s,[MASK] pleito [MASK],"[CLS] , [MASK] , ple , ##ito , [MASK] , [SEP]",non_morphemic,15.325644224294178,3.9409026797956273,-3.9409026797956277
663,663,pleito,pleitos,plur,2,default,3.2086412829812616e-05,plural,plural,grandes,s,[MASK] pleitos [MASK],"[CLS] , [MASK] , ple , ##itos , [MASK] , [SEP]",non_morphemic,10.34707789376484,-3.4999236995141576,3.4999236995141563
665,665,pleito,pleito##s,plur,3,artificial,2.5080747946049087e-05,plural,plural,grandes,s,[MASK] pleito##s [MASK],"[CLS] , [MASK] , ple , ##ito , ##s , [MASK] , [SEP]",non_morphemic,10.593410020233982,-3.6575535720639625,3.6575535720639594
667,667,agobio,agobio,sing,2,default,3.03362668319096e-07,plural,plural,grandes,s,[MASK] agobio [MASK],"[CLS] , [MASK] , ago , ##bio , [MASK] , [SEP]",non_morphemic,15.00833682203534,4.074384629413251,-4.074384629413255
669,669,agobio,agobios,plur,2,default,2.1239753550617024e-05,plural,plural,grandes,s,[MASK] agobios [MASK],"[CLS] , [MASK] , ago , ##bios , [MASK] , [SEP]",non_morphemic,10.759635964736146,-3.823592237258472,3.8235922372584716
671,671,agobio,agobio##s,plur,3,artificial,2.809530451486353e-05,plural,plural,grandes,s,[MASK] agobio##s [MASK],"[CLS] , [MASK] , ago , ##bio , ##s , [MASK] , [SEP]",non_morphemic,10.479908094702363,-4.156360622041094,4.156360622041092
673,673,atacante,atacante,sing,2,default,8.893650260688447e-08,plural,plural,grandes,s,[MASK] atacante [MASK],"[CLS] , [MASK] , atacan , ##te , [MASK] , [SEP]",non_morphemic,16.235343175698823,4.204517358758423,-4.204517358758421
675,675,atacante,atacantes,plur,2,default,2.7856234737555496e-05,plural,plural,grandes,s,[MASK] atacantes [MASK],"[CLS] , [MASK] , atacan , ##tes , [MASK] , [SEP]",non_morphemic,10.48845374815188,-4.313891302276431,4.313891302276433
677,677,atacante,atacante##s,plur,3,artificial,4.908331902697682e-05,plural,plural,grandes,s,[MASK] atacante##s [MASK],"[CLS] , [MASK] , atacan , ##te , ##s , [MASK] , [SEP]",non_morphemic,9.921991315571493,-4.516097013550249,4.516097013550252
679,679,ligamento,ligamento,sing,2,default,3.488553090846836e-07,plural,plural,grandes,s,[MASK] ligamento [MASK],"[CLS] , [MASK] , liga , ##mento , [MASK] , [SEP]",non_morphemic,14.8686085878589,3.36194225594363,-3.3619422559436316
681,681,ligamento,ligamentos,plur,2,default,1.592886110302061e-05,plural,plural,grandes,s,[MASK] ligamentos [MASK],"[CLS] , [MASK] , liga , ##mentos , [MASK] , [SEP]",non_morphemic,11.047377930444917,-4.988264081332812,4.988264081332813
683,683,ligamento,ligamento##s,plur,3,artificial,1.1770703167712782e-05,plural,plural,grandes,s,[MASK] ligamento##s [MASK],"[CLS] , [MASK] , liga , ##mento , ##s , [MASK] , [SEP]",non_morphemic,11.349896896105074,-5.2531575223411995,5.2531575223411995
685,685,grada,grada,sing,2,default,4.880119377048686e-06,plural,plural,grandes,s,[MASK] grada [MASK],"[CLS] , [MASK] , grad , ##a , [MASK] , [SEP]",non_morphemic,12.230340875888444,3.7813472580054164,-3.781347258005193
687,687,grada,gradas,plur,2,default,0.0002355414326302,plural,plural,grandes,s,[MASK] gradas [MASK],"[CLS] , [MASK] , grad , ##as , [MASK] , [SEP]",non_morphemic,8.353623725246745,-3.8374929287716366,3.8374929287713364
689,689,grada,grada##s,plur,3,artificial,6.610035052290186e-05,plural,plural,grandes,s,[MASK] grada##s [MASK],"[CLS] , [MASK] , grad , ##a , ##s , [MASK] , [SEP]",non_morphemic,9.62433650820236,-2.635581996930121,2.6355819969301177
691,691,rizo,rizo,sing,2,default,1.5194518709904514e-06,plural,plural,grandes,s,[MASK] rizo [MASK],"[CLS] , [MASK] , ri , ##zo , [MASK] , [SEP]",non_morphemic,13.397160899332432,5.078732961738677,-5.078732961738347
693,693,rizo,rizos,plur,2,default,0.0001757044810801,plural,plural,grandes,s,[MASK] rizos [MASK],"[CLS] , [MASK] , ri , ##zos , [MASK] , [SEP]",non_morphemic,8.646707058940645,-3.2314113946309266,3.231411394630503
695,695,rizo,rizo##s,plur,3,artificial,0.0001032422223943,plural,plural,grandes,s,[MASK] rizo##s [MASK],"[CLS] , [MASK] , ri , ##zo , ##s , [MASK] , [SEP]",non_morphemic,9.178432656860386,-2.953241240644747,2.95324124064447
697,697,mercader,mercader,sing,2,default,6.709061608489719e-07,plural,plural,grandes,es,[MASK] mercader [MASK],"[CLS] , [MASK] , merca , ##der , [MASK] , [SEP]",non_morphemic,14.21463655945808,4.9774990378218344,-4.977499037821834
699,699,mercader,mercaderes,plur,2,default,0.0001032889340422,plural,plural,grandes,es,[MASK] mercaderes [MASK],"[CLS] , [MASK] , merca , ##deres , [MASK] , [SEP]",non_morphemic,9.177980312047278,-2.881895052288625,2.881895052288513
701,701,mercader,mercader##es,plur,3,artificial,6.877093255752698e-05,plural,plural,grandes,es,[MASK] mercader##es [MASK],"[CLS] , [MASK] , merca , ##der , ##es , [MASK] , [SEP]",non_morphemic,9.584729394196234,-3.0414963135647213,3.041496313564722
703,703,portería,portería,sing,2,default,1.5355507230196963e-06,plural,plural,grandes,s,[MASK] portería [MASK],"[CLS] , [MASK] , porte , ##ría , [MASK] , [SEP]",non_morphemic,13.38662146405874,2.7523022247312117,-2.7523022247312103
705,705,portería,porterías,plur,2,default,6.705819396302104e-05,plural,plural,grandes,s,[MASK] porterías [MASK],"[CLS] , [MASK] , porte , ##rías , [MASK] , [SEP]",non_morphemic,9.609949748946756,-2.861666772611377,2.8616667726113736
707,707,portería,portería##s,plur,3,artificial,5.374447937356308e-05,plural,plural,grandes,s,[MASK] portería##s [MASK],"[CLS] , [MASK] , porte , ##ría , ##s , [MASK] , [SEP]",non_morphemic,9.831269605560523,-3.7531480177335492,3.7531480177335466
709,709,despojo,despojo,sing,2,default,2.436502484215453e-07,plural,plural,grandes,s,[MASK] despojo [MASK],"[CLS] , [MASK] , despo , ##jo , [MASK] , [SEP]",non_morphemic,15.227532048073812,4.750123036300984,-4.750123036300983
711,711,despojo,despojos,plur,2,default,2.4639835828565992e-05,plural,plural,grandes,s,[MASK] despojos [MASK],"[CLS] , [MASK] , despo , ##jos , [MASK] , [SEP]",non_morphemic,10.611146082122856,-3.9748334434371078,3.974833443437109
713,713,despojo,despojo##s,plur,3,artificial,4.062504740431905e-05,plural,plural,grandes,s,[MASK] despojo##s [MASK],"[CLS] , [MASK] , despo , ##jo , ##s , [MASK] , [SEP]",non_morphemic,10.111125750439507,-3.631724306372039,3.6317243063720395
715,715,gallego,gallego,sing,2,default,6.19977697624563e-07,plural,plural,grandes,s,[MASK] gallego [MASK],"[CLS] , [MASK] , galle , ##go , [MASK] , [SEP]",non_morphemic,14.293582331127553,3.2955341571500654,-3.2955341571500654
717,717,gallego,gallegos,plur,2,default,4.270163844921626e-05,plural,plural,grandes,s,[MASK] gallegos [MASK],"[CLS] , [MASK] , galle , ##gos , [MASK] , [SEP]",non_morphemic,10.061273267289826,-4.592548315190896,4.592548315190897
719,719,gallego,gallego##s,plur,3,artificial,3.8686317566316575e-05,plural,plural,grandes,s,[MASK] gallego##s [MASK],"[CLS] , [MASK] , galle , ##go , ##s , [MASK] , [SEP]",non_morphemic,10.160024571700488,-4.156862277994156,4.156862277994155
721,721,entrometido,entrometido,sing,2,default,3.888055459810858e-07,plural,plural,grandes,s,[MASK] entrometido [MASK],"[CLS] , [MASK] , entrome , ##tido , [MASK] , [SEP]",non_morphemic,14.760186500107215,4.298373256809793,-4.298373256809795
723,723,entrometido,entrometidos,plur,2,default,3.488843503873795e-05,plural,plural,grandes,s,[MASK] entrometidos [MASK],"[CLS] , [MASK] , entrome , ##tidos , [MASK] , [SEP]",non_morphemic,10.263355157920667,-3.476557683926501,3.4765576839264987
725,725,entrometido,entrometido##s,plur,3,artificial,6.736917566740885e-05,plural,plural,grandes,s,[MASK] entrometido##s [MASK],"[CLS] , [MASK] , entrome , ##tido , ##s , [MASK] , [SEP]",non_morphemic,9.605322978966688,-3.548978772580842,3.5489787725808446
727,727,riña,riña,sing,2,default,2.521524891108129e-07,plural,plural,grandes,s,[MASK] riña [MASK],"[CLS] , [MASK] , ri , ##ña , [MASK] , [SEP]",non_morphemic,15.19323181692446,5.579743309748764,-5.579743309748765
729,729,riña,riñas,plur,2,default,2.661968392203562e-05,plural,plural,grandes,s,[MASK] riñas [MASK],"[CLS] , [MASK] , ri , ##ñas , [MASK] , [SEP]",non_morphemic,10.533859618770446,-3.2641600376387387,3.2641600376387383
731,731,riña,riña##s,plur,3,artificial,2.402289828751236e-05,plural,plural,grandes,s,[MASK] riña##s [MASK],"[CLS] , [MASK] , ri , ##ña , ##s , [MASK] , [SEP]",non_morphemic,10.63650308716295,-3.249750090015956,3.2497500900159553
733,733,madrileño,madrileño,sing,2,default,5.114195005262445e-07,plural,plural,grandes,s,[MASK] madrileño [MASK],"[CLS] , [MASK] , madri , ##leño , [MASK] , [SEP]",non_morphemic,14.486075643165467,3.116311033549959,-3.1163110335499624
735,735,madrileño,madrileños,plur,2,default,2.3310152755584568e-05,plural,plural,grandes,s,[MASK] madrileños [MASK],"[CLS] , [MASK] , madri , ##leños , [MASK] , [SEP]",non_morphemic,10.666621551716949,-3.8453893137205952,3.8453893137205943
737,737,madrileño,madrileño##s,plur,3,artificial,2.8373968234518543e-05,plural,plural,grandes,s,[MASK] madrileño##s [MASK],"[CLS] , [MASK] , madri , ##leño , ##s , [MASK] , [SEP]",non_morphemic,10.470038444602896,-4.134433787467476,4.134433787467477
739,739,escapada,escapada,sing,2,default,4.711539531854214e-07,plural,plural,grandes,s,[MASK] escapada [MASK],"[CLS] , [MASK] , escapa , ##da , [MASK] , [SEP]",non_morphemic,14.568080931825987,4.025398156074083,-4.025398156074083
741,741,escapada,escapadas,plur,2,default,4.032686774735339e-05,plural,plural,grandes,s,[MASK] escapadas [MASK],"[CLS] , [MASK] , escapa , ##das , [MASK] , [SEP]",non_morphemic,10.118492617670295,-3.7275971979174845,3.727597197917487
743,743,escapada,escapada##s,plur,3,artificial,4.889362026005984e-05,plural,plural,grandes,s,[MASK] escapada##s [MASK],"[CLS] , [MASK] , escapa , ##da , ##s , [MASK] , [SEP]",non_morphemic,9.925863635024202,-3.5067682683143246,3.5067682683143255
745,745,derroche,derroche,sing,2,default,1.0592365242700907e-06,plural,plural,grandes,s,[MASK] derroche [MASK],"[CLS] , [MASK] , derro , ##che , [MASK] , [SEP]",non_morphemic,13.757962169474794,3.9554309850058598,-3.95543098500586
747,747,derroche,derroches,plur,2,default,6.3167346525006e-05,plural,plural,grandes,s,[MASK] derroches [MASK],"[CLS] , [MASK] , derro , ##ches , [MASK] , [SEP]",non_morphemic,9.669723059238969,-3.4939747809709605,3.4939747809709614
749,749,derroche,derroche##s,plur,3,artificial,5.480766776599921e-05,plural,plural,grandes,s,[MASK] derroche##s [MASK],"[CLS] , [MASK] , derro , ##che , ##s , [MASK] , [SEP]",non_morphemic,9.811680451061363,-4.197548716050521,4.197548716050517
751,751,encarcelamiento,encarcelamiento,sing,2,default,1.3104246932016397e-07,plural,plural,grandes,s,[MASK] encarcelamiento [MASK],"[CLS] , [MASK] , encarcel , ##amiento , [MASK] , [SEP]",non_morphemic,15.847744373000854,2.7695206761237703,-2.769520676123767
753,753,encarcelamiento,encarcelamientos,plur,2,default,9.471191333432216e-06,plural,plural,grandes,s,[MASK] encarcelamientos [MASK],"[CLS] , [MASK] , encarcel , ##amientos , [MASK] , [SEP]",non_morphemic,11.567255857893723,-4.161501914138936,4.161501914138935
755,755,encarcelamiento,encarcelamiento##s,plur,3,artificial,1.050671562552452e-05,plural,plural,grandes,s,[MASK] encarcelamiento##s [MASK],"[CLS] , [MASK] , encarcel , ##amiento , ##s , [MASK] , [SEP]",non_morphemic,11.463495921863792,-4.610220874626599,4.610220874626598
757,757,vestidura,vestidura,sing,2,default,1.690510487151187e-07,plural,plural,grandes,s,[MASK] vestidura [MASK],"[CLS] , [MASK] , vesti , ##dura , [MASK] , [SEP]",non_morphemic,15.593065104232233,5.2265748380901975,-5.2265748380901975
759,759,vestidura,vestiduras,plur,2,default,1.5688185158069246e-05,plural,plural,grandes,s,[MASK] vestiduras [MASK],"[CLS] , [MASK] , vesti , ##duras , [MASK] , [SEP]",non_morphemic,11.062602666611244,-3.857785181600539,3.8577851816005433
761,761,vestidura,vestidura##s,plur,3,artificial,1.5276453268597834e-05,plural,plural,grandes,s,[MASK] vestidura##s [MASK],"[CLS] , [MASK] , vesti , ##dura , ##s , [MASK] , [SEP]",non_morphemic,11.089197917098431,-4.339422182178049,4.339422182178046
763,763,neurona,neurona,sing,2,default,4.986650878890941e-07,plural,plural,grandes,s,[MASK] neurona [MASK],"[CLS] , [MASK] , neuro , ##na , [MASK] , [SEP]",non_morphemic,14.511331133082916,3.1860160585664747,-3.186016058566476
765,765,neurona,neuronas,plur,2,default,3.312597254989669e-05,plural,plural,grandes,s,[MASK] neuronas [MASK],"[CLS] , [MASK] , neuro , ##nas , [MASK] , [SEP]",non_morphemic,10.315192914092004,-4.204666252030503,4.204666252030504
767,767,neurona,neurona##s,plur,3,artificial,3.631973231676966e-05,plural,plural,grandes,s,[MASK] neurona##s [MASK],"[CLS] , [MASK] , neuro , ##na , ##s , [MASK] , [SEP]",non_morphemic,10.223149374391337,-4.359292086563672,4.359292086563674
769,769,tara,tara,sing,2,default,6.649428883065411e-07,plural,plural,grandes,s,[MASK] tara [MASK],"[CLS] , [MASK] , tar , ##a , [MASK] , [SEP]",non_morphemic,14.22356468222445,3.580869625754186,-3.5808696257541888
771,771,tara,taras,plur,2,default,2.424992635496892e-05,plural,plural,grandes,s,[MASK] taras [MASK],"[CLS] , [MASK] , tar , ##as , [MASK] , [SEP]",non_morphemic,10.627096977493892,-3.234103287844718,3.234103287844718
773,773,tara,tara##s,plur,3,artificial,1.6953541489783674e-05,plural,plural,grandes,s,[MASK] tara##s [MASK],"[CLS] , [MASK] , tar , ##a , ##s , [MASK] , [SEP]",non_morphemic,10.98503380851184,-2.8356904694697302,2.83569046946973
775,775,depredador,depredador,sing,2,default,2.622918486849813e-07,plural,plural,grandes,es,[MASK] depredador [MASK],"[CLS] , [MASK] , depre , ##dador , [MASK] , [SEP]",non_morphemic,15.15380802686229,4.0481290305861535,-4.048129030586153
777,777,depredador,depredadores,plur,2,default,3.84990889870096e-05,plural,plural,grandes,es,[MASK] depredadores [MASK],"[CLS] , [MASK] , depre , ##dadores , [MASK] , [SEP]",non_morphemic,10.164875979625576,-4.056254371877515,4.056254371877514
779,779,depredador,depredador##es,plur,3,artificial,3.1377239793073386e-05,plural,plural,grandes,es,[MASK] depredador##es [MASK],"[CLS] , [MASK] , depre , ##dador , ##es , [MASK] , [SEP]",non_morphemic,10.369427775233277,-3.745366066190412,3.745366066190412
781,781,impulsor,impulsor,sing,2,default,4.854241524299141e-07,plural,plural,grandes,es,[MASK] impulsor [MASK],"[CLS] , [MASK] , impulso , ##r , [MASK] , [SEP]",non_morphemic,14.538242787104572,3.0322847086847435,-3.032284708684746
783,783,impulsor,impulsores,plur,2,default,3.0020182748558e-05,plural,plural,grandes,es,[MASK] impulsores [MASK],"[CLS] , [MASK] , impulso , ##res , [MASK] , [SEP]",non_morphemic,10.41364064421726,-4.200830529716857,4.200830529716855
785,785,impulsor,impulsor##es,plur,3,artificial,3.10973082378041e-05,plural,plural,grandes,es,[MASK] impulsor##es [MASK],"[CLS] , [MASK] , impulso , ##r , ##es , [MASK] , [SEP]",non_morphemic,10.378389294364007,-4.448119130205363,4.448119130205361
787,787,genetista,genetista,sing,2,default,1.201163684072526e-07,plural,plural,grandes,s,[MASK] genetista [MASK],"[CLS] , [MASK] , gene , ##tista , [MASK] , [SEP]",non_morphemic,15.934804827328165,3.0379162019185895,-3.037916201918589
789,789,genetista,genetistas,plur,2,default,2.7473895897855986e-05,plural,plural,grandes,s,[MASK] genetistas [MASK],"[CLS] , [MASK] , gene , ##tistas , [MASK] , [SEP]",non_morphemic,10.502274244183385,-6.212190581549605,6.212190581549604
791,791,genetista,genetista##s,plur,3,artificial,1.0552398634899872e-05,plural,plural,grandes,s,[MASK] genetista##s [MASK],"[CLS] , [MASK] , gene , ##tista , ##s , [MASK] , [SEP]",non_morphemic,11.459157365126002,-4.02364355976089,4.023643559760889
793,793,biólogo,biólogo,sing,2,default,4.9099551091558176e-08,plural,plural,grandes,s,[MASK] biólogo [MASK],"[CLS] , [MASK] , bi , ##ólogo , [MASK] , [SEP]",non_morphemic,16.829415944925856,3.4956340350725874,-3.495634035072588
795,795,biólogo,biólogos,plur,2,default,1.961651287274435e-05,plural,plural,grandes,s,[MASK] biólogos [MASK],"[CLS] , [MASK] , bi , ##ólogos , [MASK] , [SEP]",non_morphemic,10.839138852918886,-6.2653865350579565,6.2653865350579565
797,797,biólogo,biólogo##s,plur,3,artificial,1.897361653391272e-05,plural,plural,grandes,s,[MASK] biólogo##s [MASK],"[CLS] , [MASK] , bi , ##ólogo , ##s , [MASK] , [SEP]",non_morphemic,10.872461147279363,-6.002926890905378,6.00292689090538
799,799,ranura,ranura,sing,2,default,1.482286052123527e-06,plural,plural,grandes,s,[MASK] ranura [MASK],"[CLS] , [MASK] , ran , ##ura , [MASK] , [SEP]",non_morphemic,13.421925032088671,4.256471661196747,-4.256471661196083
801,801,ranura,ranuras,plur,2,default,0.0001488598645664,plural,plural,grandes,s,[MASK] ranuras [MASK],"[CLS] , [MASK] , ran , ##uras , [MASK] , [SEP]",non_morphemic,8.812505200837604,-3.7674102257839266,3.767410225783421
803,803,ranura,ranura##s,plur,3,artificial,7.741033914498985e-05,plural,plural,grandes,s,[MASK] ranura##s [MASK],"[CLS] , [MASK] , ran , ##ura , ##s , [MASK] , [SEP]",non_morphemic,9.466390205605077,-4.184550323303162,4.1845503233031645
805,805,varilla,varilla,sing,2,default,3.245489097025711e-06,plural,plural,grandes,s,[MASK] varilla [MASK],"[CLS] , [MASK] , vari , ##lla , [MASK] , [SEP]",non_morphemic,12.638244495891344,3.962936426117354,-3.9629364261171327
807,807,varilla,varillas,plur,2,default,7.493322482332587e-05,plural,plural,grandes,s,[MASK] varillas [MASK],"[CLS] , [MASK] , vari , ##llas , [MASK] , [SEP]",non_morphemic,9.498913176701183,-3.526002856857673,3.5260028568576725
809,809,varilla,varilla##s,plur,3,artificial,9.006557957036421e-05,plural,plural,grandes,s,[MASK] varilla##s [MASK],"[CLS] , [MASK] , vari , ##lla , ##s , [MASK] , [SEP]",non_morphemic,9.31497249108626,-3.4633645231916628,3.463364523191663
811,811,lámina,lámina,sing,2,default,8.34249306080892e-07,plural,plural,grandes,s,[MASK] lámina [MASK],"[CLS] , [MASK] , lá , ##mina , [MASK] , [SEP]",non_morphemic,13.996733551103237,4.506918037579137,-4.506918037579137
813,813,lámina,láminas,plur,2,default,0.0001047419427777,plural,plural,grandes,s,[MASK] láminas [MASK],"[CLS] , [MASK] , lá , ##minas , [MASK] , [SEP]",non_morphemic,9.164010920709778,-3.729206038080971,3.729206038080359
815,815,lámina,lámina##s,plur,3,artificial,7.30119863874279e-05,plural,plural,grandes,s,[MASK] lámina##s [MASK],"[CLS] , [MASK] , lá , ##mina , ##s , [MASK] , [SEP]",non_morphemic,9.524886933206696,-3.6854916343771684,3.6854916343771693
817,817,trazador,trazador,sing,2,default,7.849120606806537e-07,plural,plural,grandes,es,[MASK] trazador [MASK],"[CLS] , [MASK] , trazado , ##r , [MASK] , [SEP]",non_morphemic,14.05769415004986,2.7596892591193107,-2.75968925911931
819,819,trazador,trazadores,plur,2,default,1.846175655373372e-05,plural,plural,grandes,es,[MASK] trazadores [MASK],"[CLS] , [MASK] , trazado , ##res , [MASK] , [SEP]",non_morphemic,10.899809178826352,-4.167176241389694,4.167176241389693
821,821,trazador,trazador##es,plur,3,artificial,2.706414852582384e-05,plural,plural,grandes,es,[MASK] trazador##es [MASK],"[CLS] , [MASK] , trazado , ##r , ##es , [MASK] , [SEP]",non_morphemic,10.517300638552957,-4.064627640850619,4.064627640850619
823,823,arsenal,arsenal,sing,2,default,2.8535639557958348e-06,plural,plural,grandes,es,[MASK] arsenal [MASK],"[CLS] , [MASK] , arsen , ##al , [MASK] , [SEP]",non_morphemic,12.766941834115569,3.6843900194983163,-3.6843900194981702
825,825,arsenal,arsenales,plur,2,default,0.0003371102793607,plural,plural,grandes,es,[MASK] arsenales [MASK],"[CLS] , [MASK] , arsen , ##ales , [MASK] , [SEP]",non_morphemic,7.995100442683433,-4.387499768127166,4.387499768126911
827,827,arsenal,arsenal##es,plur,3,artificial,0.0002254306018585,plural,plural,grandes,es,[MASK] arsenal##es [MASK],"[CLS] , [MASK] , arsen , ##al , ##es , [MASK] , [SEP]",non_morphemic,8.39749819867731,-4.50227022843413,4.502270228433979
829,829,feto,feto,sing,2,default,5.257288648863323e-07,plural,plural,grandes,s,[MASK] feto [MASK],"[CLS] , [MASK] , fe , ##to , [MASK] , [SEP]",non_morphemic,14.458480223102535,2.9074811874666757,-2.907481187466674
831,831,feto,fetos,plur,2,default,2.799190770019777e-05,plural,plural,grandes,s,[MASK] fetos [MASK],"[CLS] , [MASK] , fe , ##tos , [MASK] , [SEP]",non_morphemic,10.483595100267936,-4.181979163757923,4.181979163757922
833,833,feto,feto##s,plur,3,artificial,3.29388931277208e-05,plural,plural,grandes,s,[MASK] feto##s [MASK],"[CLS] , [MASK] , fe , ##to , ##s , [MASK] , [SEP]",non_morphemic,10.320856436459362,-4.147893975061773,4.147893975061773
835,835,reptil,reptil,sing,2,default,2.556554591137683e-06,plural,plural,grandes,es,[MASK] reptil [MASK],"[CLS] , [MASK] , repti , ##l , [MASK] , [SEP]",non_morphemic,12.876850068796465,3.9205054998704814,-3.92050549986985
837,837,reptil,reptiles,plur,2,default,0.0002718368195928,plural,plural,grandes,es,[MASK] reptiles [MASK],"[CLS] , [MASK] , repti , ##les , [MASK] , [SEP]",non_morphemic,8.210308599664481,-5.218379455959376,5.218379455959143
839,839,reptil,reptil##es,plur,3,artificial,0.000279605621472,plural,plural,grandes,es,[MASK] reptil##es [MASK],"[CLS] , [MASK] , repti , ##l , ##es , [MASK] , [SEP]",non_morphemic,8.182130442399,-4.565069553188206,4.5650695531882
841,841,anfibio,anfibio,sing,2,default,7.371956485258124e-07,plural,plural,grandes,s,[MASK] anfibio [MASK],"[CLS] , [MASK] , anfi , ##bio , [MASK] , [SEP]",non_morphemic,14.120412513873248,4.016184785141489,-4.016184785141487
843,843,anfibio,anfibios,plur,2,default,3.4062162740156054e-05,plural,plural,grandes,s,[MASK] anfibios [MASK],"[CLS] , [MASK] , anfi , ##bios , [MASK] , [SEP]",non_morphemic,10.287323386796256,-4.853639600813269,4.853639600813267
845,845,anfibio,anfibio##s,plur,3,artificial,9.479009167989716e-05,plural,plural,grandes,s,[MASK] anfibio##s [MASK],"[CLS] , [MASK] , anfi , ##bio , ##s , [MASK] , [SEP]",non_morphemic,9.263845672310245,-4.576723136159764,4.576723136159761
847,847,cerda,cerda,sing,2,default,2.047534508164972e-06,plural,plural,grandes,s,[MASK] cerda [MASK],"[CLS] , [MASK] , cer , ##da , [MASK] , [SEP]",non_morphemic,13.098874167556584,4.9191313772108,-4.919131377210548
849,849,cerda,cerdas,plur,2,default,0.000145798374433,plural,plural,grandes,s,[MASK] cerdas [MASK],"[CLS] , [MASK] , cer , ##das , [MASK] , [SEP]",non_morphemic,8.83328588774494,-3.2749910361423904,3.274991036141908
851,851,cerda,cerda##s,plur,3,artificial,6.388757901731879e-05,plural,plural,grandes,s,[MASK] cerda##s [MASK],"[CLS] , [MASK] , cer , ##da , ##s , [MASK] , [SEP]",non_morphemic,9.658385597050938,-2.50497533516395,2.5049753351639494
853,853,escama,escama,sing,2,default,2.174500650653499e-06,plural,plural,grandes,s,[MASK] escama [MASK],"[CLS] , [MASK] , esca , ##ma , [MASK] , [SEP]",non_morphemic,13.038711505688942,5.437238146389134,-5.437238146389001
855,855,escama,escamas,plur,2,default,0.0004416327283252,plural,plural,grandes,s,[MASK] escamas [MASK],"[CLS] , [MASK] , esca , ##mas , [MASK] , [SEP]",non_morphemic,7.7250319526923645,-3.0566177770772507,3.0566177770772454
857,857,escama,escama##s,plur,3,artificial,0.0002830728190019,plural,plural,grandes,s,[MASK] escama##s [MASK],"[CLS] , [MASK] , esca , ##ma , ##s , [MASK] , [SEP]",non_morphemic,8.16980638245879,-3.2224959775253907,3.2224959775251336
859,859,simio,simio,sing,2,default,1.717479904073116e-06,plural,plural,grandes,s,[MASK] simio [MASK],"[CLS] , [MASK] , simi , ##o , [MASK] , [SEP]",non_morphemic,13.274652513603591,4.282813982849152,-4.2828139828483724
861,861,simio,simios,plur,2,default,9.939468873199075e-05,plural,plural,grandes,s,[MASK] simios [MASK],"[CLS] , [MASK] , simi , ##os , [MASK] , [SEP]",non_morphemic,9.216411879009126,-3.8792143201053246,3.879214320105326
863,863,simio,simio##s,plur,3,artificial,5.884745041839778e-05,plural,plural,grandes,s,[MASK] simio##s [MASK],"[CLS] , [MASK] , simi , ##o , ##s , [MASK] , [SEP]",non_morphemic,9.740562048588185,-3.4322071075338645,3.432207107533864
865,865,biela,biela,sing,2,default,9.306939432462968e-07,plural,plural,grandes,s,[MASK] biela [MASK],"[CLS] , [MASK] , bi , ##ela , [MASK] , [SEP]",non_morphemic,13.887335353516011,4.415153441859745,-4.415153441859748
867,867,biela,bielas,plur,2,default,6.43826206214726e-05,plural,plural,grandes,s,[MASK] bielas [MASK],"[CLS] , [MASK] , bi , ##elas , [MASK] , [SEP]",non_morphemic,9.650666827400585,-2.576676355129539,2.5766763551295395
869,869,biela,biela##s,plur,3,artificial,6.762803241144866e-05,plural,plural,grandes,s,[MASK] biela##s [MASK],"[CLS] , [MASK] , bi , ##ela , ##s , [MASK] , [SEP]",non_morphemic,9.60148798022888,-2.7514744380779117,2.751474438077914
871,871,invasor,invasor,sing,2,default,1.3984382007947718e-07,plural,plural,grandes,es,[MASK] invasor [MASK],"[CLS] , [MASK] , invas , ##or , [MASK] , [SEP]",non_morphemic,15.78273960791032,4.079593625688329,-4.079593625688327
873,873,invasor,invasores,plur,2,default,2.195132583437953e-05,plural,plural,grandes,es,[MASK] invasores [MASK],"[CLS] , [MASK] , invas , ##ores , [MASK] , [SEP]",non_morphemic,10.726683017789822,-4.171693799208901,4.171693799208901
875,875,invasor,invasor##es,plur,3,artificial,2.229914753115736e-05,plural,plural,grandes,es,[MASK] invasor##es [MASK],"[CLS] , [MASK] , invas , ##or , ##es , [MASK] , [SEP]",non_morphemic,10.710962107531245,-3.991774522533831,3.991774522533832
