,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
1679,1679,tanque,tanque##s,plur,2,artificial,0.0003759768733289,plural,plural,grandes,s,[MASK] tanque##s [MASK],"[CLS] , [MASK] , tanque , ##s , [MASK] , [SEP]",single-token,7.885982923569983,-4.192924975935037,4.192924975935011
1681,1681,pregunta,pregunta,sing,1,default,5.857156679667241e-07,plural,plural,grandes,s,[MASK] pregunta [MASK],"[CLS] , [MASK] , pregunta , [MASK] , [SEP]",single-token,14.350431373368922,5.007082058252566,-5.007082058252566
1683,1683,pregunta,preguntas,plur,1,default,1.6577523638261482e-05,plural,plural,grandes,s,[MASK] preguntas [MASK],"[CLS] , [MASK] , preguntas , [MASK] , [SEP]",single-token,11.00746277778002,-3.973510766168591,3.973510766168592
1685,1685,pregunta,pregunta##s,plur,2,artificial,5.000356395612471e-05,plural,plural,grandes,s,[MASK] pregunta##s [MASK],"[CLS] , [MASK] , pregunta , ##s , [MASK] , [SEP]",single-token,9.90341627595387,-3.4881162987103362,3.4881162987103362
1687,1687,actor,actor,sing,1,default,4.634705987882626e-07,plural,plural,grandes,es,[MASK] actor [MASK],"[CLS] , [MASK] , actor , [MASK] , [SEP]",single-token,14.584522886987491,2.5976200491807635,-2.5976200491807653
1689,1689,actor,actores,plur,1,default,7.731886580586433e-05,plural,plural,grandes,es,[MASK] actores [MASK],"[CLS] , [MASK] , actores , [MASK] , [SEP]",single-token,9.46757257256432,-5.377752328817344,5.377752328817344
1691,1691,actor,actor##es,plur,2,artificial,0.0001369551609968,plural,plural,grandes,es,[MASK] actor##es [MASK],"[CLS] , [MASK] , actor , ##es , [MASK] , [SEP]",single-token,8.895856977701465,-6.288210848860816,6.288210848860255
1693,1693,esfuerzo,esfuerzo,sing,1,default,3.229898197787407e-07,plural,plural,grandes,s,[MASK] esfuerzo [MASK],"[CLS] , [MASK] , esfuerzo , [MASK] , [SEP]",single-token,14.945645031933326,4.016476677067677,-4.016476677067678
1695,1695,esfuerzo,esfuerzos,plur,1,default,1.293600053031696e-05,plural,plural,grandes,s,[MASK] esfuerzos [MASK],"[CLS] , [MASK] , esfuerzos , [MASK] , [SEP]",single-token,11.255496394694031,-4.707494771024454,4.707494771024453
1697,1697,esfuerzo,esfuerzo##s,plur,2,artificial,1.802356018743012e-05,plural,plural,grandes,s,[MASK] esfuerzo##s [MASK],"[CLS] , [MASK] , esfuerzo , ##s , [MASK] , [SEP]",single-token,10.923830756628384,-6.046240785035685,6.046240785035685
1699,1699,incentivo,incentivo,sing,1,default,1.992349467627719e-07,plural,plural,grandes,s,[MASK] incentivo [MASK],"[CLS] , [MASK] , incentivo , [MASK] , [SEP]",single-token,15.428781071626847,3.3694105296671957,-3.369410529667195
1701,1701,incentivo,incentivos,plur,1,default,3.4507479540479835e-06,plural,plural,grandes,s,[MASK] incentivos [MASK],"[CLS] , [MASK] , incentivos , [MASK] , [SEP]",single-token,12.576919552143575,-3.9484138642890727,3.94841386428907
1703,1703,incentivo,incentivo##s,plur,2,artificial,7.569471563328989e-06,plural,plural,grandes,s,[MASK] incentivo##s [MASK],"[CLS] , [MASK] , incentivo , ##s , [MASK] , [SEP]",single-token,11.791387299645178,-4.442844379779144,4.442844379779145
1705,1705,círculo,círculo,sing,1,default,1.4835896990916808e-06,plural,plural,grandes,s,[MASK] círculo [MASK],"[CLS] , [MASK] , círculo , [MASK] , [SEP]",single-token,13.42104593453944,5.987341378693004,-5.987341378692872
1707,1707,círculo,círculos,plur,1,default,0.0002672679838724,plural,plural,grandes,s,[MASK] círculos [MASK],"[CLS] , [MASK] , círculos , [MASK] , [SEP]",single-token,8.227258718003432,-3.790962615067196,3.7909626150670332
1709,1709,círculo,círculo##s,plur,2,artificial,0.000291771342745,plural,plural,grandes,s,[MASK] círculo##s [MASK],"[CLS] , [MASK] , círculo , ##s , [MASK] , [SEP]",single-token,8.139540135248566,-3.3746914233994296,3.374691423399255
1711,1711,campo,campo,sing,1,default,1.472119947720785e-06,plural,plural,grandes,s,[MASK] campo [MASK],"[CLS] , [MASK] , campo , [MASK] , [SEP]",single-token,13.428807054754053,5.231293642960853,-5.231293642960714
1713,1713,campo,campos,plur,1,default,0.0001164325731224,plural,plural,grandes,s,[MASK] campos [MASK],"[CLS] , [MASK] , campos , [MASK] , [SEP]",single-token,9.058198223992605,-2.913913657141581,2.9139136571412543
1715,1715,campo,campo##s,plur,2,artificial,0.0002375715703237,plural,plural,grandes,s,[MASK] campo##s [MASK],"[CLS] , [MASK] , campo , ##s , [MASK] , [SEP]",single-token,8.345041631154281,-3.1453503559146547,3.1453503559143163
1717,1717,elemento,elemento,sing,1,default,1.997584035962064e-07,plural,plural,grandes,s,[MASK] elemento [MASK],"[CLS] , [MASK] , elemento , [MASK] , [SEP]",single-token,15.426157182615723,6.393189378863415,-6.393189378862596
1719,1719,elemento,elementos,plur,1,default,8.361717482330278e-05,plural,plural,grandes,s,[MASK] elementos [MASK],"[CLS] , [MASK] , elementos , [MASK] , [SEP]",single-token,9.389261618503491,-5.502245844402037,5.502245844402035
1721,1721,elemento,elemento##s,plur,2,artificial,6.868270429549739e-05,plural,plural,grandes,s,[MASK] elemento##s [MASK],"[CLS] , [MASK] , elemento , ##s , [MASK] , [SEP]",single-token,9.58601314741174,-3.8198757350120243,3.819875735012027
1723,1723,amigo,amigo,sing,1,default,3.226574278869521e-07,plural,plural,grandes,s,[MASK] amigo [MASK],"[CLS] , [MASK] , amigo , [MASK] , [SEP]",single-token,14.946674671329625,4.597423631791111,-4.597423631791111
1725,1725,amigo,amigos,plur,1,default,9.399182454217224e-05,plural,plural,grandes,s,[MASK] amigos [MASK],"[CLS] , [MASK] , amigos , [MASK] , [SEP]",single-token,9.272302752432251,-3.509670242962029,3.509670242962029
1727,1727,amigo,amigo##s,plur,2,artificial,9.378687536809592e-05,plural,plural,grandes,s,[MASK] amigo##s [MASK],"[CLS] , [MASK] , amigo , ##s , [MASK] , [SEP]",single-token,9.274485633190883,-4.321770675648393,4.321770675648391
1729,1729,cargo,cargo,sing,1,default,3.575578944037261e-07,plural,plural,grandes,s,[MASK] cargo [MASK],"[CLS] , [MASK] , cargo , [MASK] , [SEP]",single-token,14.843968545535557,1.8855629317073124,-1.885562931707312
1731,1731,cargo,cargos,plur,1,default,4.283568705432117e-05,plural,plural,grandes,s,[MASK] cargos [MASK],"[CLS] , [MASK] , cargos , [MASK] , [SEP]",single-token,10.058138993122302,-5.271682745367121,5.271682745367122
1733,1733,cargo,cargo##s,plur,2,artificial,0.0001067736811819,plural,plural,grandes,s,[MASK] cargo##s [MASK],"[CLS] , [MASK] , cargo , ##s , [MASK] , [SEP]",single-token,9.144799092687888,-5.009943003895049,5.009943003894594
1735,1735,delito,delito,sing,1,default,1.9262776618234057e-07,plural,plural,grandes,s,[MASK] delito [MASK],"[CLS] , [MASK] , delito , [MASK] , [SEP]",single-token,15.46250618295582,5.497301998220117,-5.497301998220114
1737,1737,delito,delitos,plur,1,default,3.1329407647717744e-05,plural,plural,grandes,s,[MASK] delitos [MASK],"[CLS] , [MASK] , delitos , [MASK] , [SEP]",single-token,10.370953360050352,-4.480447720003619,4.480447720003621
1739,1739,delito,delito##s,plur,2,artificial,3.181982538080774e-05,plural,plural,grandes,s,[MASK] delito##s [MASK],"[CLS] , [MASK] , delito , ##s , [MASK] , [SEP]",single-token,10.355421022787864,-3.7990427677642025,3.7990427677642025
1741,1741,hoja,hoja,sing,1,default,2.6011912268586457e-06,plural,plural,grandes,s,[MASK] hoja [MASK],"[CLS] , [MASK] , hoja , [MASK] , [SEP]",single-token,12.859541053685597,4.9022559405928225,-4.90225594059264
1743,1743,hoja,hojas,plur,1,default,0.0001248929766006,plural,plural,grandes,s,[MASK] hojas [MASK],"[CLS] , [MASK] , hojas , [MASK] , [SEP]",single-token,8.98805337459416,-3.173685941033048,3.1736859410324327
1745,1745,hoja,hoja##s,plur,2,artificial,0.000164299563039,plural,plural,grandes,s,[MASK] hoja##s [MASK],"[CLS] , [MASK] , hoja , ##s , [MASK] , [SEP]",single-token,8.71381919245536,-3.7219799491797545,3.72197994917918
1747,1747,rayo,rayo,sing,1,default,8.669195494803716e-07,plural,plural,grandes,s,[MASK] rayo [MASK],"[CLS] , [MASK] , rayo , [MASK] , [SEP]",single-token,13.95831965630478,4.33077428928112,-4.33077428928112
1749,1749,rayo,rayos,plur,1,default,0.0002282128698425,plural,plural,grandes,s,[MASK] rayos [MASK],"[CLS] , [MASK] , rayos , [MASK] , [SEP]",single-token,8.385231724920002,-4.58494756237701,4.584947562376849
1751,1751,rayo,rayo##s,plur,2,artificial,0.0001175031793536,plural,plural,grandes,s,[MASK] rayo##s [MASK],"[CLS] , [MASK] , rayo , ##s , [MASK] , [SEP]",single-token,9.049045166417091,-4.064346285188561,4.064346285188032
1753,1753,historia,historia,sing,1,default,3.010289617577655e-07,plural,plural,grandes,s,[MASK] historia [MASK],"[CLS] , [MASK] , historia , [MASK] , [SEP]",single-token,15.016059358361897,4.552124978614749,-4.552124978614749
1755,1755,historia,historias,plur,1,default,0.0004244343144819,plural,plural,grandes,s,[MASK] historias [MASK],"[CLS] , [MASK] , historias , [MASK] , [SEP]",single-token,7.764753300388548,-4.844160507563804,4.844160507563774
1757,1757,historia,historia##s,plur,2,artificial,0.0001125055350712,plural,plural,grandes,s,[MASK] historia##s [MASK],"[CLS] , [MASK] , historia , ##s , [MASK] , [SEP]",single-token,9.092508136896775,-5.062808050914425,5.062808050913977
1759,1759,vuelta,vuelta,sing,1,default,1.778269052010728e-06,plural,plural,grandes,s,[MASK] vuelta [MASK],"[CLS] , [MASK] , vuelta , [MASK] , [SEP]",single-token,13.239870109480028,3.000869708133161,-3.000869708133161
1761,1761,vuelta,vueltas,plur,1,default,6.600515189347789e-05,plural,plural,grandes,s,[MASK] vueltas [MASK],"[CLS] , [MASK] , vueltas , [MASK] , [SEP]",single-token,9.625777759992204,-2.9881954029540037,2.988195402954006
1763,1763,vuelta,vuelta##s,plur,2,artificial,8.855234045768157e-05,plural,plural,grandes,s,[MASK] vuelta##s [MASK],"[CLS] , [MASK] , vuelta , ##s , [MASK] , [SEP]",single-token,9.331916763167934,-3.4632539684539925,3.463253968453992
1765,1765,figura,figura,sing,1,default,9.980382174035185e-07,plural,plural,grandes,s,[MASK] figura [MASK],"[CLS] , [MASK] , figura , [MASK] , [SEP]",single-token,13.817474267376642,4.483970695999599,-4.483970695999599
1767,1767,figura,figuras,plur,1,default,0.0009575330186635,plural,plural,grandes,s,[MASK] figuras [MASK],"[CLS] , [MASK] , figuras , [MASK] , [SEP]",single-token,6.95115035326015,-5.238111612781333,5.238111612781307
1769,1769,figura,figura##s,plur,2,artificial,0.0001813199924072,plural,plural,grandes,s,[MASK] figura##s [MASK],"[CLS] , [MASK] , figura , ##s , [MASK] , [SEP]",single-token,8.615247173766626,-5.93686577750438,5.9368657775042415
1771,1771,grabado,grabado,sing,1,default,1.202496605401393e-06,plural,plural,grandes,s,[MASK] grabado [MASK],"[CLS] , [MASK] , grabado , [MASK] , [SEP]",single-token,13.631110657921504,2.636568148914847,-2.636568148914848
1773,1773,grabado,grabados,plur,1,default,2.3197017071652223e-05,plural,plural,grandes,s,[MASK] grabados [MASK],"[CLS] , [MASK] , grabados , [MASK] , [SEP]",single-token,10.671486862056168,-4.008007062737855,4.008007062737856
1775,1775,grabado,grabado##s,plur,2,artificial,2.6781990527524613e-05,plural,plural,grandes,s,[MASK] grabado##s [MASK],"[CLS] , [MASK] , grabado , ##s , [MASK] , [SEP]",single-token,10.527780891579088,-4.6025686060268765,4.602568606026876
1777,1777,página,página,sing,1,default,8.535867124237485e-08,plural,plural,grandes,s,[MASK] página [MASK],"[CLS] , [MASK] , página , [MASK] , [SEP]",single-token,16.276403796587957,3.8529157558725,-3.852915755872501
1779,1779,página,páginas,plur,1,default,3.750303585547954e-05,plural,plural,grandes,s,[MASK] páginas [MASK],"[CLS] , [MASK] , páginas , [MASK] , [SEP]",single-token,10.19108867211856,-4.630056344386311,4.630056344386312
1781,1781,página,página##s,plur,2,artificial,0.0001917551708174,plural,plural,grandes,s,[MASK] página##s [MASK],"[CLS] , [MASK] , página , ##s , [MASK] , [SEP]",single-token,8.55929115162685,-3.9747094886767744,3.9747094886763223
1783,1783,reino,reino,sing,1,default,1.3420077493719873e-06,plural,plural,grandes,s,[MASK] reino [MASK],"[CLS] , [MASK] , reino , [MASK] , [SEP]",single-token,13.52134374493668,4.611352907809536,-4.611352907809258
1785,1785,reino,reinos,plur,1,default,0.0006190692074596,plural,plural,grandes,s,[MASK] reinos [MASK],"[CLS] , [MASK] , reinos , [MASK] , [SEP]",single-token,7.387293486263366,-4.180071272730022,4.18007127272988
1787,1787,reino,reino##s,plur,2,artificial,0.0003135390870738,plural,plural,grandes,s,[MASK] reino##s [MASK],"[CLS] , [MASK] , reino , ##s , [MASK] , [SEP]",single-token,8.067586526001671,-3.828184562121754,3.8281845621215056
1789,1789,poeta,poeta,sing,1,default,5.30786792296567e-07,plural,plural,grandes,s,[MASK] poeta [MASK],"[CLS] , [MASK] , poeta , [MASK] , [SEP]",single-token,14.448905417434396,3.322822392144662,-3.3228223921446616
1791,1791,poeta,poetas,plur,1,default,0.0001247316395165,plural,plural,grandes,s,[MASK] poetas [MASK],"[CLS] , [MASK] , poetas , [MASK] , [SEP]",single-token,8.989346012388554,-5.169737874898784,5.169737874898465
1793,1793,poeta,poeta##s,plur,2,artificial,0.0001864987134467,plural,plural,grandes,s,[MASK] poeta##s [MASK],"[CLS] , [MASK] , poeta , ##s , [MASK] , [SEP]",single-token,8.587086217312878,-5.965275279366118,5.965275279365683
1795,1795,músico,músico,sing,1,default,9.432196748093702e-07,plural,plural,grandes,s,[MASK] músico [MASK],"[CLS] , [MASK] , músico , [MASK] , [SEP]",single-token,13.873966628304071,2.9436053720240114,-2.943605372024013
1797,1797,músico,músicos,plur,1,default,0.0003486439818516,plural,plural,grandes,s,[MASK] músicos [MASK],"[CLS] , [MASK] , músicos , [MASK] , [SEP]",single-token,7.961459265735097,-6.766036452888872,6.766036452888763
1799,1799,músico,músico##s,plur,2,artificial,0.0001443793007638,plural,plural,grandes,s,[MASK] músico##s [MASK],"[CLS] , [MASK] , músico , ##s , [MASK] , [SEP]",single-token,8.84306668829151,-4.861580880078318,4.8615808800781055
1801,1801,esclavo,esclavo,sing,1,default,2.2665417986900138e-07,plural,plural,grandes,s,[MASK] esclavo [MASK],"[CLS] , [MASK] , esclavo , [MASK] , [SEP]",single-token,15.299840417775044,4.681866655962656,-4.6818666559626525
1803,1803,esclavo,esclavos,plur,1,default,2.144938844139688e-05,plural,plural,grandes,s,[MASK] esclavos [MASK],"[CLS] , [MASK] , esclavos , [MASK] , [SEP]",single-token,10.74981442388728,-3.413525545334325,3.4135255453343243
1805,1805,esclavo,esclavo##s,plur,2,artificial,5.762571163359098e-05,plural,plural,grandes,s,[MASK] esclavo##s [MASK],"[CLS] , [MASK] , esclavo , ##s , [MASK] , [SEP]",single-token,9.76154170733385,-3.333450343126575,3.3334503431265734
1807,1807,vida,vida,sing,1,default,2.1271922889809505e-07,plural,plural,grandes,s,[MASK] vida [MASK],"[CLS] , [MASK] , vida , [MASK] , [SEP]",single-token,15.363292714980162,4.721222900855464,-4.721222900855464
1809,1809,vida,vidas,plur,1,default,3.405870302231051e-05,plural,plural,grandes,s,[MASK] vidas [MASK],"[CLS] , [MASK] , vidas , [MASK] , [SEP]",single-token,10.2874249626588,-3.8776578396911283,3.8776578396911296
1811,1811,vida,vida##s,plur,2,artificial,6.728898006258532e-05,plural,plural,grandes,s,[MASK] vida##s [MASK],"[CLS] , [MASK] , vida , ##s , [MASK] , [SEP]",single-token,9.60651407821901,-3.092741963516481,3.0927419635164815
1813,1813,realidad,realidad,sing,1,default,1.304221996178967e-06,plural,plural,grandes,es,[MASK] realidad [MASK],"[CLS] , [MASK] , realidad , [MASK] , [SEP]",single-token,13.549903866480884,2.7338723772288276,-2.73387237722883
1815,1815,realidad,realidades,plur,1,default,2.0221928934915923e-05,plural,plural,grandes,es,[MASK] realidades [MASK],"[CLS] , [MASK] , realidades , [MASK] , [SEP]",single-token,10.808742951547314,-5.167816109327376,5.167816109327376
1817,1817,realidad,realidad##es,plur,2,artificial,5.5069183872547e-05,plural,plural,grandes,es,[MASK] realidad##es [MASK],"[CLS] , [MASK] , realidad , ##es , [MASK] , [SEP]",single-token,9.806920274619074,-4.484308309217958,4.484308309217957
1819,1819,altura,altura,sing,1,default,1.6814765047001856e-07,plural,plural,grandes,s,[MASK] altura [MASK],"[CLS] , [MASK] , altura , [MASK] , [SEP]",single-token,15.598423371679528,4.363936391914844,-4.363936391914844
1821,1821,altura,alturas,plur,1,default,1.26184286273201e-05,plural,plural,grandes,s,[MASK] alturas [MASK],"[CLS] , [MASK] , alturas , [MASK] , [SEP]",single-token,11.280352223079204,-4.291781503132665,4.291781503132663
1823,1823,altura,altura##s,plur,2,artificial,3.6269640986574814e-05,plural,plural,grandes,s,[MASK] altura##s [MASK],"[CLS] , [MASK] , altura , ##s , [MASK] , [SEP]",single-token,10.224529503075916,-4.327162854881664,4.327162854881666
1825,1825,rey,rey,sing,1,default,1.5912841035969905e-06,plural,plural,grandes,es,[MASK] rey [MASK],"[CLS] , [MASK] , rey , [MASK] , [SEP]",single-token,13.350969255350336,3.699114766260106,-3.699114766260108
1827,1827,rey,reyes,plur,1,default,0.000329777423758,plural,plural,grandes,es,[MASK] reyes [MASK],"[CLS] , [MASK] , reyes , [MASK] , [SEP]",single-token,8.017092604523725,-4.122290551835034,4.122290551834855
1829,1829,rey,rey##es,plur,2,artificial,0.0004681633436121,plural,plural,grandes,es,[MASK] rey##es [MASK],"[CLS] , [MASK] , rey , ##es , [MASK] , [SEP]",single-token,7.666693298129429,-4.141108536905358,4.141108536905349
1831,1831,brazo,brazo,sing,1,default,1.487359782004205e-06,plural,plural,grandes,s,[MASK] brazo [MASK],"[CLS] , [MASK] , brazo , [MASK] , [SEP]",single-token,13.41850796816863,4.652152033137952,-4.652152033137562
1833,1833,brazo,brazos,plur,1,default,0.0001518633362138,plural,plural,grandes,s,[MASK] brazos [MASK],"[CLS] , [MASK] , brazos , [MASK] , [SEP]",single-token,8.792529545410463,-3.7769489350431,3.776948935042676
1835,1835,brazo,brazo##s,plur,2,artificial,0.0001332200481556,plural,plural,grandes,s,[MASK] brazo##s [MASK],"[CLS] , [MASK] , brazo , ##s , [MASK] , [SEP]",single-token,8.923508299504785,-3.492700573168289,3.4927005731680207
1837,1837,gente,gente,sing,1,default,1.8516318959882483e-05,plural,plural,grandes,s,[MASK] gente [MASK],"[CLS] , [MASK] , gente , [MASK] , [SEP]",single-token,10.896858108767203,3.829516357378801,-3.829516357378712
1839,1839,gente,gentes,plur,1,default,0.0002987602201756,plural,plural,grandes,s,[MASK] gentes [MASK],"[CLS] , [MASK] , gentes , [MASK] , [SEP]",single-token,8.115869245510861,-3.8338770740883383,3.833877074088308
1841,1841,gente,gente##s,plur,2,artificial,0.0002370206348132,plural,plural,grandes,s,[MASK] gente##s [MASK],"[CLS] , [MASK] , gente , ##s , [MASK] , [SEP]",single-token,8.347363353896723,-3.3228759126479126,3.3228759126477683
1843,1843,idea,idea,sing,1,default,5.317892259881773e-07,plural,plural,grandes,s,[MASK] idea [MASK],"[CLS] , [MASK] , idea , [MASK] , [SEP]",single-token,14.447018617861,5.144884135998515,-5.144884135998516
1845,1845,idea,ideas,plur,1,default,5.185440386412665e-05,plural,plural,grandes,s,[MASK] ideas [MASK],"[CLS] , [MASK] , ideas , [MASK] , [SEP]",single-token,9.867070692196805,-4.920192639378113,4.920192639378114
1847,1847,idea,idea##s,plur,2,artificial,0.000121402721561,plural,plural,grandes,s,[MASK] idea##s [MASK],"[CLS] , [MASK] , idea , ##s , [MASK] , [SEP]",single-token,9.016397261459796,-4.117538497336421,4.117538497336205
1849,1849,aguja,aguja,sing,1,default,8.177458994396147e-07,plural,plural,grandes,s,[MASK] aguja [MASK],"[CLS] , [MASK] , aguja , [MASK] , [SEP]",single-token,14.016714184983028,4.403047523160135,-4.403047523160134
1851,1851,aguja,agujas,plur,1,default,5.077301830169745e-05,plural,plural,grandes,s,[MASK] agujas [MASK],"[CLS] , [MASK] , agujas , [MASK] , [SEP]",single-token,9.888145480275776,-3.9221353149635085,3.9221353149635063
1853,1853,aguja,aguja##s,plur,2,artificial,9.665187099017204e-05,plural,plural,grandes,s,[MASK] aguja##s [MASK],"[CLS] , [MASK] , aguja , ##s , [MASK] , [SEP]",single-token,9.244394994088903,-3.3838558272607653,3.3838558272607626
1855,1855,criatura,criatura,sing,1,default,4.499727594975411e-07,plural,plural,grandes,s,[MASK] criatura [MASK],"[CLS] , [MASK] , criatura , [MASK] , [SEP]",single-token,14.614078790464236,6.3688145113791474,-6.3688145113787735
1857,1857,criatura,criaturas,plur,1,default,0.0004944223328493,plural,plural,grandes,s,[MASK] criaturas [MASK],"[CLS] , [MASK] , criaturas , [MASK] , [SEP]",single-token,7.612120481220139,-4.663617104597399,4.663617104597291
1859,1859,criatura,criatura##s,plur,2,artificial,0.0001080567672033,plural,plural,grandes,s,[MASK] criatura##s [MASK],"[CLS] , [MASK] , criatura , ##s , [MASK] , [SEP]",single-token,9.13285384667753,-3.0640372811290355,3.0640372811283005
1861,1861,papel,papel,sing,1,default,3.328107425204508e-07,plural,plural,grandes,es,[MASK] papel [MASK],"[CLS] , [MASK] , papel , [MASK] , [SEP]",single-token,14.915691849312235,3.6325788128191387,-3.6325788128191374
1863,1863,papel,papeles,plur,1,default,3.459033541730605e-05,plural,plural,grandes,es,[MASK] papeles [MASK],"[CLS] , [MASK] , papeles , [MASK] , [SEP]",single-token,10.271936238117831,-4.227856730859489,4.227856730859486
1865,1865,papel,papel##es,plur,2,artificial,4.884997179033235e-05,plural,plural,grandes,es,[MASK] papel##es [MASK],"[CLS] , [MASK] , papel , ##es , [MASK] , [SEP]",single-token,9.926756756950931,-4.791988283016808,4.791988283016808
1867,1867,impuesto,impuesto,sing,1,default,1.091871908442954e-07,plural,plural,grandes,s,[MASK] impuesto [MASK],"[CLS] , [MASK] , impuesto , [MASK] , [SEP]",single-token,16.03020208047645,5.273441307618356,-5.273441307618356
1869,1869,impuesto,impuestos,plur,1,default,1.9136909031658437e-05,plural,plural,grandes,s,[MASK] impuestos [MASK],"[CLS] , [MASK] , impuestos , [MASK] , [SEP]",single-token,10.863891677579629,-3.766900016518683,3.7669000165186843
1871,1871,impuesto,impuesto##s,plur,2,artificial,1.3801415661873762e-05,plural,plural,grandes,s,[MASK] impuesto##s [MASK],"[CLS] , [MASK] , impuesto , ##s , [MASK] , [SEP]",single-token,11.190739386868763,-4.7572612404828565,4.7572612404828565
1873,1873,ejercicio,ejercicio,sing,1,default,2.670978460628249e-07,plural,plural,grandes,s,[MASK] ejercicio [MASK],"[CLS] , [MASK] , ejercicio , [MASK] , [SEP]",single-token,15.135650781023156,3.044080822477719,-3.044080822477721
1875,1875,ejercicio,ejercicios,plur,1,default,2.0297005903557878e-05,plural,plural,grandes,s,[MASK] ejercicios [MASK],"[CLS] , [MASK] , ejercicios , [MASK] , [SEP]",single-token,10.805037175230185,-5.882103980343233,5.882103980343235
1877,1877,ejercicio,ejercicio##s,plur,2,artificial,1.2168692592240404e-05,plural,plural,grandes,s,[MASK] ejercicio##s [MASK],"[CLS] , [MASK] , ejercicio , ##s , [MASK] , [SEP]",single-token,11.31664408547521,-4.902437139005736,4.902437139005735
1879,1879,pago,pago,sing,1,default,2.731495385432936e-07,plural,plural,grandes,s,[MASK] pago [MASK],"[CLS] , [MASK] , pago , [MASK] , [SEP]",single-token,15.11324643149548,1.8816690698422658,-1.8816690698422676
1881,1881,pago,pagos,plur,1,default,2.5009881937876344e-05,plural,plural,grandes,s,[MASK] pagos [MASK],"[CLS] , [MASK] , pagos , [MASK] , [SEP]",single-token,10.596239533682596,-5.741122220469169,5.741122220469167
1883,1883,pago,pago##s,plur,2,artificial,1.6871361367520876e-05,plural,plural,grandes,s,[MASK] pago##s [MASK],"[CLS] , [MASK] , pago , ##s , [MASK] , [SEP]",single-token,10.98989296712102,-5.3134069448893815,5.3134069448893815
1885,1885,recuerdo,recuerdo,sing,1,default,1.968190872503328e-06,plural,plural,grandes,s,[MASK] recuerdo [MASK],"[CLS] , [MASK] , recuerdo , [MASK] , [SEP]",single-token,13.138395775976615,2.63548175870938,-2.6354817587093784
1887,1887,recuerdo,recuerdos,plur,1,default,7.539147918578237e-05,plural,plural,grandes,s,[MASK] recuerdos [MASK],"[CLS] , [MASK] , recuerdos , [MASK] , [SEP]",single-token,9.492816297482388,-4.476190510312719,4.476190510312719
1889,1889,recuerdo,recuerdo##s,plur,2,artificial,6.13376178080216e-05,plural,plural,grandes,s,[MASK] recuerdo##s [MASK],"[CLS] , [MASK] , recuerdo , ##s , [MASK] , [SEP]",single-token,9.699117235897615,-5.039170189123011,5.039170189123011
1891,1891,libro,libro,sing,1,default,1.939644334925106e-06,plural,plural,grandes,s,[MASK] libro [MASK],"[CLS] , [MASK] , libro , [MASK] , [SEP]",single-token,13.153005934209329,4.389146897534502,-4.3891468975344585
1893,1893,libro,libros,plur,1,default,0.0002205938362749,plural,plural,grandes,s,[MASK] libros [MASK],"[CLS] , [MASK] , libros , [MASK] , [SEP]",single-token,8.41918739226537,-5.62756635278193,5.6275663527817965
1895,1895,libro,libro##s,plur,2,artificial,0.0005327041144482,plural,plural,grandes,s,[MASK] libro##s [MASK],"[CLS] , [MASK] , libro , ##s , [MASK] , [SEP]",single-token,7.537544420308658,-5.189228053735349,5.1892280537352
1897,1897,conducta,conducta,sing,1,default,3.7591188828400846e-08,plural,plural,grandes,s,[MASK] conducta [MASK],"[CLS] , [MASK] , conducta , [MASK] , [SEP]",single-token,17.096496153682583,3.439194685911529,-3.439194685911528
1899,1899,conducta,conductas,plur,1,default,5.693967978004366e-06,plural,plural,grandes,s,[MASK] conductas [MASK],"[CLS] , [MASK] , conductas , [MASK] , [SEP]",single-token,12.076103192938016,-6.35234259538821,6.352342595388208
1901,1901,conducta,conducta##s,plur,2,artificial,5.951510047452757e-06,plural,plural,grandes,s,[MASK] conducta##s [MASK],"[CLS] , [MASK] , conducta , ##s , [MASK] , [SEP]",single-token,12.031865581117982,-5.342556041568171,5.342556041568172
1903,1903,tarea,tarea,sing,1,default,3.561050903044816e-07,plural,plural,grandes,s,[MASK] tarea [MASK],"[CLS] , [MASK] , tarea , [MASK] , [SEP]",single-token,14.848039952172089,4.761226595139037,-4.761226595139035
1905,1905,tarea,tareas,plur,1,default,6.15200333413668e-05,plural,plural,grandes,s,[MASK] tareas [MASK],"[CLS] , [MASK] , tareas , [MASK] , [SEP]",single-token,9.696147690807232,-4.697047260996705,4.697047260996703
1907,1907,tarea,tarea##s,plur,2,artificial,5.971201608190313e-05,plural,plural,grandes,s,[MASK] tarea##s [MASK],"[CLS] , [MASK] , tarea , ##s , [MASK] , [SEP]",single-token,9.725977283414956,-4.550081193867845,4.550081193867843
1909,1909,viaje,viaje,sing,1,default,3.994522046468774e-07,plural,plural,grandes,s,[MASK] viaje [MASK],"[CLS] , [MASK] , viaje , [MASK] , [SEP]",single-token,14.733171716827488,4.569240620560141,-4.569240620560142
1911,1911,viaje,viajes,plur,1,default,0.0001654879306443,plural,plural,grandes,s,[MASK] viajes [MASK],"[CLS] , [MASK] , viajes , [MASK] , [SEP]",single-token,8.706612292426954,-4.082909542895862,4.082909542895841
