,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
793,793,guarda,guarda,sing,1,default,3.1443863690583385e-07,plural,plural,grandes,s,El guarda [MASK],"[CLS] , El , guarda , [MASK] , [SEP]",morphemic,14.972476893019968,5.627610244874356,-5.6276102448743535
795,795,guarda,guardas,plur,2,default,1.2633645383175462e-05,plural,plural,grandes,s,Los guardas [MASK],"[CLS] , Los , guarda , ##s , [MASK] , [SEP]",morphemic,11.279147034333848,-4.782781553906927,4.7827815539069265
797,797,guarda,guarda##s,plur,2,artificial,1.2633645383175462e-05,plural,plural,grandes,s,Los guarda##s [MASK],"[CLS] , Los , guarda , ##s , [MASK] , [SEP]",morphemic,11.279147034333848,-4.782781553906927,4.7827815539069265
799,799,filósofo,filósofo,sing,1,default,5.994132123987583e-08,plural,plural,grandes,s,El filósofo [MASK],"[CLS] , El , filósofo , [MASK] , [SEP]",morphemic,16.629899732593525,4.72743980804227,-4.72743980804227
801,801,filósofo,filósofos,plur,2,default,0.0001280795258935,plural,plural,grandes,s,Los filósofos [MASK],"[CLS] , Los , filósofo , ##s , [MASK] , [SEP]",morphemic,8.962859190925748,-8.333024993564969,8.333024993564548
803,803,filósofo,filósofo##s,plur,2,artificial,0.0001280795258935,plural,plural,grandes,s,Los filósofo##s [MASK],"[CLS] , Los , filósofo , ##s , [MASK] , [SEP]",morphemic,8.962859190925748,-8.333024993564969,8.333024993564548
805,805,estadio,estadio,sing,1,default,5.078289291304827e-07,plural,plural,grandes,s,El estadio [MASK],"[CLS] , El , estadio , [MASK] , [SEP]",morphemic,14.493121199762337,3.439713467739411,-3.4397134677394092
807,807,estadio,estadios,plur,2,default,0.0006666139815934,plural,plural,grandes,s,Los estadios [MASK],"[CLS] , Los , estadio , ##s , [MASK] , [SEP]",morphemic,7.313299417823047,-6.722664350256465,6.722664350256465
809,809,estadio,estadio##s,plur,2,artificial,0.0006666139815934,plural,plural,grandes,s,Los estadio##s [MASK],"[CLS] , Los , estadio , ##s , [MASK] , [SEP]",morphemic,7.313299417823047,-6.722664350256465,6.722664350256465
811,811,imperio,imperio,sing,1,default,2.9314806582192432e-08,plural,plural,grandes,s,El imperio [MASK],"[CLS] , El , imperio , [MASK] , [SEP]",morphemic,17.34517310446459,6.029485688639008,-6.029485688639011
813,813,imperio,imperios,plur,2,default,0.0002844232658389,plural,plural,grandes,s,Los imperios [MASK],"[CLS] , Los , imperio , ##s , [MASK] , [SEP]",morphemic,8.165047056633655,-6.92832941197668,6.928329411976344
815,815,imperio,imperio##s,plur,2,artificial,0.0002844232658389,plural,plural,grandes,s,Los imperio##s [MASK],"[CLS] , Los , imperio , ##s , [MASK] , [SEP]",morphemic,8.165047056633655,-6.92832941197668,6.928329411976344
817,817,astro,astro,sing,1,default,6.743400149389345e-07,plural,plural,grandes,s,El astro [MASK],"[CLS] , El , astro , [MASK] , [SEP]",morphemic,14.209531380034765,6.146185315496078,-6.146185315495803
819,819,astro,astros,plur,2,default,6.718325312249362e-05,plural,plural,grandes,s,Los astros [MASK],"[CLS] , Los , astro , ##s , [MASK] , [SEP]",morphemic,9.608086550979715,-6.015643058981446,6.0156430589814445
821,821,astro,astro##s,plur,2,artificial,6.718325312249362e-05,plural,plural,grandes,s,Los astro##s [MASK],"[CLS] , Los , astro , ##s , [MASK] , [SEP]",morphemic,9.608086550979715,-6.015643058981446,6.0156430589814445
823,823,sonrisa,sonrisa,sing,1,default,7.514423145948967e-07,plural,plural,grandes,s,La sonrisa [MASK],"[CLS] , La , sonrisa , [MASK] , [SEP]",morphemic,14.101271391052371,5.178283665789738,-5.178283665789522
825,825,sonrisa,sonrisas,plur,2,default,5.86658097745385e-05,plural,plural,grandes,s,Las sonrisas [MASK],"[CLS] , Las , sonrisa , ##s , [MASK] , [SEP]",morphemic,9.743653457816723,-4.684423343292593,4.6844233432925915
827,827,sonrisa,sonrisa##s,plur,2,artificial,5.86658097745385e-05,plural,plural,grandes,s,Las sonrisa##s [MASK],"[CLS] , Las , sonrisa , ##s , [MASK] , [SEP]",morphemic,9.743653457816723,-4.684423343292593,4.6844233432925915
829,829,recomendado,recomendado,sing,1,default,6.357762316611115e-08,plural,plural,grandes,s,El recomendado [MASK],"[CLS] , El , recomendado , [MASK] , [SEP]",morphemic,16.57100426552033,3.302234614683398,-3.3022346146833947
831,831,recomendado,recomendados,plur,2,default,4.3082386582682375e-06,plural,plural,grandes,s,Los recomendados [MASK],"[CLS] , Los , recomendado , ##s , [MASK] , [SEP]",morphemic,12.354981401349384,-5.347141383279823,5.347141383279822
833,833,recomendado,recomendado##s,plur,2,artificial,4.3082386582682375e-06,plural,plural,grandes,s,Los recomendado##s [MASK],"[CLS] , Los , recomendado , ##s , [MASK] , [SEP]",morphemic,12.354981401349384,-5.347141383279823,5.347141383279822
835,835,afortunado,afortunado,sing,1,default,1.990473492696765e-07,plural,plural,grandes,s,El afortunado [MASK],"[CLS] , El , afortunado , [MASK] , [SEP]",morphemic,15.42972310449568,4.678799595479669,-4.678799595479669
837,837,afortunado,afortunados,plur,2,default,2.852344732673373e-05,plural,plural,grandes,s,Los afortunados [MASK],"[CLS] , Los , afortunado , ##s , [MASK] , [SEP]",morphemic,10.464784095713958,-4.937289182479384,4.937289182479385
839,839,afortunado,afortunado##s,plur,2,artificial,2.852344732673373e-05,plural,plural,grandes,s,Los afortunado##s [MASK],"[CLS] , Los , afortunado , ##s , [MASK] , [SEP]",morphemic,10.464784095713958,-4.937289182479384,4.937289182479385
841,841,tic,tic,sing,1,default,3.5383457941406966e-08,plural,plural,grandes,s,El tic [MASK],"[CLS] , El , tic , [MASK] , [SEP]",morphemic,17.157021415811347,5.834560429242531,-5.834560429242527
843,843,tic,tics,plur,2,default,4.007752522738883e-06,plural,plural,grandes,s,Los tics [MASK],"[CLS] , Los , tic , ##s , [MASK] , [SEP]",morphemic,12.427279941911694,-6.5340651627486945,6.534065162748694
845,845,tic,tic##s,plur,2,artificial,4.007752522738883e-06,plural,plural,grandes,s,Los tic##s [MASK],"[CLS] , Los , tic , ##s , [MASK] , [SEP]",morphemic,12.427279941911694,-6.5340651627486945,6.534065162748694
847,847,fusil,fusil,sing,1,default,1.3078692973067518e-07,plural,plural,grandes,es,El fusil [MASK],"[CLS] , El , fusil , [MASK] , [SEP]",morphemic,15.849696328522668,4.456013698943368,-4.456013698943368
849,849,fusil,fusiles,plur,2,default,5.484914436237887e-05,plural,plural,grandes,es,Los fusiles [MASK],"[CLS] , Los , fusil , ##es , [MASK] , [SEP]",morphemic,9.810923970956708,-5.631526000384532,5.631526000384532
851,851,fusil,fusil##es,plur,2,artificial,5.484914436237887e-05,plural,plural,grandes,es,Los fusil##es [MASK],"[CLS] , Los , fusil , ##es , [MASK] , [SEP]",morphemic,9.810923970956708,-5.631526000384532,5.631526000384532
853,853,casco,casco,sing,1,default,3.780486963478325e-07,plural,plural,grandes,s,El casco [MASK],"[CLS] , El , casco , [MASK] , [SEP]",morphemic,14.788242823307204,6.056989634977592,-6.056989634977454
855,855,casco,cascos,plur,2,default,3.3788179280236363e-05,plural,plural,grandes,s,Los cascos [MASK],"[CLS] , Los , casco , ##s , [MASK] , [SEP]",morphemic,10.295399542080297,-4.5850220689337835,4.585022068933782
857,857,casco,casco##s,plur,2,artificial,3.3788179280236363e-05,plural,plural,grandes,s,Los casco##s [MASK],"[CLS] , Los , casco , ##s , [MASK] , [SEP]",morphemic,10.295399542080297,-4.5850220689337835,4.585022068933782
859,859,ídolo,ídolo,sing,1,default,7.041983280942077e-07,plural,plural,grandes,s,El ídolo [MASK],"[CLS] , El , ídolo , [MASK] , [SEP]",morphemic,14.166205804419974,6.386719225065873,-6.38671922506566
861,861,ídolo,ídolos,plur,2,default,0.000110176479211,plural,plural,grandes,s,Los ídolos [MASK],"[CLS] , Los , ídolo , ##s , [MASK] , [SEP]",morphemic,9.11342712131249,-5.655090330315021,5.655090330314321
863,863,ídolo,ídolo##s,plur,2,artificial,0.000110176479211,plural,plural,grandes,s,Los ídolo##s [MASK],"[CLS] , Los , ídolo , ##s , [MASK] , [SEP]",morphemic,9.11342712131249,-5.655090330315021,5.655090330314321
865,865,huelga,huelga,sing,1,default,2.102180332030912e-07,plural,plural,grandes,s,La huelga [MASK],"[CLS] , La , huelga , [MASK] , [SEP]",morphemic,15.375120591493118,6.120159142197151,-6.120159142197149
867,867,huelga,huelgas,plur,2,default,1.253315986105008e-05,plural,plural,grandes,s,Las huelgas [MASK],"[CLS] , Las , huelga , ##s , [MASK] , [SEP]",morphemic,11.287132637205984,-5.176277127078974,5.176277127078972
869,869,huelga,huelga##s,plur,2,artificial,1.253315986105008e-05,plural,plural,grandes,s,Las huelga##s [MASK],"[CLS] , Las , huelga , ##s , [MASK] , [SEP]",morphemic,11.287132637205984,-5.176277127078974,5.176277127078972
871,871,pionero,pionero,sing,1,default,9.442460680020305e-08,plural,plural,grandes,s,El pionero [MASK],"[CLS] , El , pionero , [MASK] , [SEP]",morphemic,16.175464132505855,4.776083884058179,-4.776083884058178
873,873,pionero,pioneros,plur,2,default,3.254574767197482e-05,plural,plural,grandes,s,Los pioneros [MASK],"[CLS] , Los , pionero , ##s , [MASK] , [SEP]",morphemic,10.332863837721714,-5.629181747801843,5.629181747801842
875,875,pionero,pionero##s,plur,2,artificial,3.254574767197482e-05,plural,plural,grandes,s,Los pionero##s [MASK],"[CLS] , Los , pionero , ##s , [MASK] , [SEP]",morphemic,10.332863837721714,-5.629181747801843,5.629181747801842
877,877,estanque,estanque,sing,1,default,6.304607040874544e-07,plural,plural,grandes,s,El estanque [MASK],"[CLS] , El , estanque , [MASK] , [SEP]",morphemic,14.276815008483792,7.2642112929472535,-7.264211292947165
879,879,estanque,estanques,plur,2,default,4.745609476231039e-05,plural,plural,grandes,s,Los estanques [MASK],"[CLS] , Los , estanque , ##s , [MASK] , [SEP]",morphemic,9.955705595165028,-5.263410584107968,5.263410584107967
881,881,estanque,estanque##s,plur,2,artificial,4.745609476231039e-05,plural,plural,grandes,s,Los estanque##s [MASK],"[CLS] , Los , estanque , ##s , [MASK] , [SEP]",morphemic,9.955705595165028,-5.263410584107968,5.263410584107967
883,883,rana,rana,sing,1,default,7.010086164882523e-07,plural,plural,grandes,s,La rana [MASK],"[CLS] , La , rana , [MASK] , [SEP]",morphemic,14.170745658278015,6.820447897199193,-6.820447897199162
885,885,rana,ranas,plur,2,default,4.961440936313011e-05,plural,plural,grandes,s,Las ranas [MASK],"[CLS] , Las , rana , ##s , [MASK] , [SEP]",morphemic,9.911229255070214,-4.893165604058977,4.893165604058977
887,887,rana,rana##s,plur,2,artificial,4.961440936313011e-05,plural,plural,grandes,s,Las rana##s [MASK],"[CLS] , Las , rana , ##s , [MASK] , [SEP]",morphemic,9.911229255070214,-4.893165604058977,4.893165604058977
889,889,despido,despido,sing,1,default,3.633094536326098e-08,plural,plural,grandes,s,El despido [MASK],"[CLS] , El , despido , [MASK] , [SEP]",morphemic,17.130595969492237,5.1528282410348805,-5.1528282410348805
891,891,despido,despidos,plur,2,default,1.788770191524236e-06,plural,plural,grandes,s,Los despidos [MASK],"[CLS] , Los , despido , ##s , [MASK] , [SEP]",morphemic,13.233982218075596,-4.772874842537888,4.772874842537887
893,893,despido,despido##s,plur,2,artificial,1.788770191524236e-06,plural,plural,grandes,s,Los despido##s [MASK],"[CLS] , Los , despido , ##s , [MASK] , [SEP]",morphemic,13.233982218075596,-4.772874842537888,4.772874842537887
895,895,encargo,encargo,sing,1,default,1.1564678992215251e-08,plural,plural,grandes,s,El encargo [MASK],"[CLS] , El , encargo , [MASK] , [SEP]",morphemic,18.2753102984822,5.619645060209766,-5.619645060209763
897,897,encargo,encargos,plur,2,default,3.0515836897393456e-06,plural,plural,grandes,s,Los encargos [MASK],"[CLS] , Los , encargo , ##s , [MASK] , [SEP]",morphemic,12.699849859567223,-5.902444801728365,5.902444801728364
899,899,encargo,encargo##s,plur,2,artificial,3.0515836897393456e-06,plural,plural,grandes,s,Los encargo##s [MASK],"[CLS] , Los , encargo , ##s , [MASK] , [SEP]",morphemic,12.699849859567223,-5.902444801728365,5.902444801728364
901,901,pasillo,pasillo,sing,1,default,4.1954359630835835e-07,plural,plural,grandes,s,El pasillo [MASK],"[CLS] , El , pasillo , [MASK] , [SEP]",morphemic,14.684098391985149,6.5704284105720365,-6.57042841057183
903,903,pasillo,pasillos,plur,2,default,1.887728285510093e-05,plural,plural,grandes,s,Los pasillos [MASK],"[CLS] , Los , pasillo , ##s , [MASK] , [SEP]",morphemic,10.877551324176949,-5.1986465266927055,5.198646526692708
905,905,pasillo,pasillo##s,plur,2,artificial,1.887728285510093e-05,plural,plural,grandes,s,Los pasillo##s [MASK],"[CLS] , Los , pasillo , ##s , [MASK] , [SEP]",morphemic,10.877551324176949,-5.1986465266927055,5.198646526692708
907,907,respeto,respeto,sing,1,default,2.9738153273228818e-08,plural,plural,grandes,s,El respeto [MASK],"[CLS] , El , respeto , [MASK] , [SEP]",morphemic,17.330834993564384,3.629394532338017,-3.629394532338016
909,909,respeto,respetos,plur,2,default,3.525575493767974e-06,plural,plural,grandes,s,Los respetos [MASK],"[CLS] , Los , respeto , ##s , [MASK] , [SEP]",morphemic,12.555466874382214,-5.779911043724754,5.779911043724753
911,911,respeto,respeto##s,plur,2,artificial,3.525575493767974e-06,plural,plural,grandes,s,Los respeto##s [MASK],"[CLS] , Los , respeto , ##s , [MASK] , [SEP]",morphemic,12.555466874382214,-5.779911043724754,5.779911043724753
913,913,vaquero,vaquero,sing,1,default,4.048509936183109e-07,plural,plural,grandes,s,El vaquero [MASK],"[CLS] , El , vaquero , [MASK] , [SEP]",morphemic,14.719746754529758,5.618951776910432,-5.618951776909742
915,915,vaquero,vaqueros,plur,2,default,6.880106229800731e-05,plural,plural,grandes,s,Los vaqueros [MASK],"[CLS] , Los , vaquero , ##s , [MASK] , [SEP]",morphemic,9.584291372766163,-4.81194872536113,4.8119487253611295
917,917,vaquero,vaquero##s,plur,2,artificial,6.880106229800731e-05,plural,plural,grandes,s,Los vaquero##s [MASK],"[CLS] , Los , vaquero , ##s , [MASK] , [SEP]",morphemic,9.584291372766163,-4.81194872536113,4.8119487253611295
919,919,reflejo,reflejo,sing,1,default,8.341002200040749e-08,plural,plural,grandes,s,El reflejo [MASK],"[CLS] , El , reflejo , [MASK] , [SEP]",morphemic,16.299497366930698,5.395746228550578,-5.3957462285505775
921,921,reflejo,reflejos,plur,2,default,1.3945984392194076e-05,plural,plural,grandes,s,Los reflejos [MASK],"[CLS] , Los , reflejo , ##s , [MASK] , [SEP]",morphemic,11.18031894832612,-5.77669150225284,5.776691502252838
923,923,reflejo,reflejo##s,plur,2,artificial,1.3945984392194076e-05,plural,plural,grandes,s,Los reflejo##s [MASK],"[CLS] , Los , reflejo , ##s , [MASK] , [SEP]",morphemic,11.18031894832612,-5.77669150225284,5.776691502252838
925,925,señoría,señoría,sing,1,default,1.6114408696310532e-09,plural,plural,grandes,s,La señoría [MASK],"[CLS] , La , señoría , [MASK] , [SEP]",morphemic,20.24613710809769,5.435987461420384,-5.435987461420383
927,927,señoría,señorías,plur,2,default,5.827932341162523e-07,plural,plural,grandes,s,Las señorías [MASK],"[CLS] , Las , señoría , ##s , [MASK] , [SEP]",morphemic,14.355433371964796,-5.923409419452955,5.923409419452956
929,929,señoría,señoría##s,plur,2,artificial,5.827932341162523e-07,plural,plural,grandes,s,Las señoría##s [MASK],"[CLS] , Las , señoría , ##s , [MASK] , [SEP]",morphemic,14.355433371964796,-5.923409419452955,5.923409419452956
931,931,secuestro,secuestro,sing,1,default,5.513068046525405e-08,plural,plural,grandes,s,El secuestro [MASK],"[CLS] , El , secuestro , [MASK] , [SEP]",morphemic,16.713559461499642,3.5837268844561656,-3.5837268844561647
933,933,secuestro,secuestros,plur,2,default,1.09472603071481e-05,plural,plural,grandes,s,Los secuestros [MASK],"[CLS] , Los , secuestro , ##s , [MASK] , [SEP]",morphemic,11.422421333267518,-5.546432485392806,5.546432485392805
935,935,secuestro,secuestro##s,plur,2,artificial,1.09472603071481e-05,plural,plural,grandes,s,Los secuestro##s [MASK],"[CLS] , Los , secuestro , ##s , [MASK] , [SEP]",morphemic,11.422421333267518,-5.546432485392806,5.546432485392805
937,937,pronóstico,pronóstico,sing,1,default,7.827914316749229e-08,plural,plural,grandes,s,El pronóstico [MASK],"[CLS] , El , pronóstico , [MASK] , [SEP]",morphemic,16.36298464021819,4.735796974836635,-4.735796974836636
939,939,pronóstico,pronósticos,plur,2,default,3.028581522812601e-05,plural,plural,grandes,s,Los pronósticos [MASK],"[CLS] , Los , pronóstico , ##s , [MASK] , [SEP]",morphemic,10.404831099348968,-5.704116845693715,5.704116845693712
941,941,pronóstico,pronóstico##s,plur,2,artificial,3.028581522812601e-05,plural,plural,grandes,s,Los pronóstico##s [MASK],"[CLS] , Los , pronóstico , ##s , [MASK] , [SEP]",morphemic,10.404831099348968,-5.704116845693715,5.704116845693712
943,943,lavandería,lavandería,sing,1,default,8.417195829224512e-08,plural,plural,grandes,s,La lavandería [MASK],"[CLS] , La , lavandería , [MASK] , [SEP]",morphemic,16.29040400807644,4.452787363587019,-4.452787363587021
945,945,lavandería,lavanderías,plur,2,default,4.285851900931448e-06,plural,plural,grandes,s,Las lavanderías [MASK],"[CLS] , Las , lavandería , ##s , [MASK] , [SEP]",morphemic,12.360191215655616,-4.887537041862091,4.8875370418620925
947,947,lavandería,lavandería##s,plur,2,artificial,4.285851900931448e-06,plural,plural,grandes,s,Las lavandería##s [MASK],"[CLS] , Las , lavandería , ##s , [MASK] , [SEP]",morphemic,12.360191215655616,-4.887537041862091,4.8875370418620925
949,949,cuello,cuello,sing,1,default,1.3560776324084145e-06,plural,plural,grandes,s,El cuello [MASK],"[CLS] , El , cuello , [MASK] , [SEP]",morphemic,13.510914119046197,4.135824172650473,-4.135824172650471
951,951,cuello,cuellos,plur,2,default,0.0001126365896197,plural,plural,grandes,s,Los cuellos [MASK],"[CLS] , Los , cuello , ##s , [MASK] , [SEP]",morphemic,9.09134394282578,-4.051867483650588,4.051867483649731
953,953,cuello,cuello##s,plur,2,artificial,0.0001126365896197,plural,plural,grandes,s,Los cuello##s [MASK],"[CLS] , Los , cuello , ##s , [MASK] , [SEP]",morphemic,9.09134394282578,-4.051867483650588,4.051867483649731
955,955,puño,puño,sing,1,default,1.0684187827791902e-06,plural,plural,grandes,s,El puño [MASK],"[CLS] , El , puño , [MASK] , [SEP]",morphemic,13.749330775577612,4.52159891007142,-4.521598910071421
957,957,puño,puños,plur,2,default,8.278974564746022e-05,plural,plural,grandes,s,Los puños [MASK],"[CLS] , Los , puño , ##s , [MASK] , [SEP]",morphemic,9.399206349079902,-4.387020148522042,4.3870201485220415
959,959,puño,puño##s,plur,2,artificial,8.278974564746022e-05,plural,plural,grandes,s,Los puño##s [MASK],"[CLS] , Los , puño , ##s , [MASK] , [SEP]",morphemic,9.399206349079902,-4.387020148522042,4.3870201485220415
961,961,burla,burla,sing,1,default,4.191386722141033e-07,plural,plural,grandes,s,La burla [MASK],"[CLS] , La , burla , [MASK] , [SEP]",morphemic,14.68506401184124,6.0951452337013805,-6.095145233701179
963,963,burla,burlas,plur,2,default,4.991085370420478e-05,plural,plural,grandes,s,Las burlas [MASK],"[CLS] , Las , burla , ##s , [MASK] , [SEP]",morphemic,9.905272069756176,-3.5236502137432844,3.5236502137432817
965,965,burla,burla##s,plur,2,artificial,4.991085370420478e-05,plural,plural,grandes,s,Las burla##s [MASK],"[CLS] , Las , burla , ##s , [MASK] , [SEP]",morphemic,9.905272069756176,-3.5236502137432844,3.5236502137432817
967,967,portal,portal,sing,1,default,1.6546800907235593e-07,plural,plural,grandes,es,El portal [MASK],"[CLS] , El , portal , [MASK] , [SEP]",morphemic,15.614487959470347,5.669068324119799,-5.6690683241198
969,969,portal,portales,plur,2,default,2.193836735386867e-05,plural,plural,grandes,es,Los portales [MASK],"[CLS] , Los , portal , ##es , [MASK] , [SEP]",morphemic,10.72727352002149,-5.690855084454009,5.690855084454009
971,971,portal,portal##es,plur,2,artificial,2.193836735386867e-05,plural,plural,grandes,es,Los portal##es [MASK],"[CLS] , Los , portal , ##es , [MASK] , [SEP]",morphemic,10.72727352002149,-5.690855084454009,5.690855084454009
973,973,almohada,almohada,sing,1,default,2.698245396004495e-07,plural,plural,grandes,s,La almohada [MASK],"[CLS] , La , almohada , [MASK] , [SEP]",morphemic,15.125493942525903,5.282454469069538,-5.282454469069541
975,975,almohada,almohadas,plur,2,default,2.3574495571665462e-05,plural,plural,grandes,s,Las almohadas [MASK],"[CLS] , Las , almohada , ##s , [MASK] , [SEP]",morphemic,10.655345126421684,-4.859101228915188,4.859101228915186
977,977,almohada,almohada##s,plur,2,artificial,2.3574495571665462e-05,plural,plural,grandes,s,Las almohada##s [MASK],"[CLS] , Las , almohada , ##s , [MASK] , [SEP]",morphemic,10.655345126421684,-4.859101228915188,4.859101228915186
979,979,amanecer,amanecer,sing,1,default,1.1484674899975289e-07,plural,plural,grandes,es,El amanecer [MASK],"[CLS] , El , amanecer , [MASK] , [SEP]",morphemic,15.979667214700813,4.737778587928689,-4.7377785879286884
981,981,amanecer,amaneceres,plur,2,default,6.134566501714289e-05,plural,plural,grandes,es,Los amaneceres [MASK],"[CLS] , Los , amanecer , ##es , [MASK] , [SEP]",morphemic,9.69898604917115,-5.329737672279148,5.329737672279147
983,983,amanecer,amanecer##es,plur,2,artificial,6.134566501714289e-05,plural,plural,grandes,es,Los amanecer##es [MASK],"[CLS] , Los , amanecer , ##es , [MASK] , [SEP]",morphemic,9.69898604917115,-5.329737672279148,5.329737672279147
985,985,viuda,viuda,sing,1,default,5.422382969300088e-07,plural,plural,grandes,s,La viuda [MASK],"[CLS] , La , viuda , [MASK] , [SEP]",morphemic,14.427560269897397,4.819856703264776,-4.819856703264776
987,987,viuda,viudas,plur,2,default,1.5929355868138373e-05,plural,plural,grandes,s,Las viudas [MASK],"[CLS] , Las , viuda , ##s , [MASK] , [SEP]",morphemic,11.04734687000495,-4.277793848584821,4.277793848584821
989,989,viuda,viuda##s,plur,2,artificial,1.5929355868138373e-05,plural,plural,grandes,s,Las viuda##s [MASK],"[CLS] , Las , viuda , ##s , [MASK] , [SEP]",morphemic,11.04734687000495,-4.277793848584821,4.277793848584821
991,991,casada,casada,sing,1,default,1.5802834241185337e-07,plural,plural,grandes,s,La casada [MASK],"[CLS] , La , casada , [MASK] , [SEP]",morphemic,15.660491437653032,4.0384502205370065,-4.0384502205370065
993,993,casada,casadas,plur,2,default,3.8750476960558444e-06,plural,plural,grandes,s,Las casadas [MASK],"[CLS] , Las , casada , ##s , [MASK] , [SEP]",morphemic,12.46095258657514,-4.089175210599393,4.089175210599391
995,995,casada,casada##s,plur,2,artificial,3.8750476960558444e-06,plural,plural,grandes,s,Las casada##s [MASK],"[CLS] , Las , casada , ##s , [MASK] , [SEP]",morphemic,12.46095258657514,-4.089175210599393,4.089175210599391
997,997,marido,marido,sing,1,default,1.0358335345017623e-07,plural,plural,grandes,s,El marido [MASK],"[CLS] , El , marido , [MASK] , [SEP]",morphemic,16.082889201014456,3.936642553673968,-3.9366425536739675
999,999,marido,maridos,plur,2,default,3.10496507154312e-05,plural,plural,grandes,s,Los maridos [MASK],"[CLS] , Los , marido , ##s , [MASK] , [SEP]",morphemic,10.379922998748505,-4.734662956304984,4.734662956304985
1001,1001,marido,marido##s,plur,2,artificial,3.10496507154312e-05,plural,plural,grandes,s,Los marido##s [MASK],"[CLS] , Los , marido , ##s , [MASK] , [SEP]",morphemic,10.379922998748505,-4.734662956304984,4.734662956304985
1003,1003,fantasía,fantasía,sing,1,default,1.0619876178452615e-07,plural,plural,grandes,s,La fantasía [MASK],"[CLS] , La , fantasía , [MASK] , [SEP]",morphemic,16.05795338748596,5.76018801193627,-5.760188011936268
1005,1005,fantasía,fantasías,plur,2,default,3.635284519987181e-05,plural,plural,grandes,s,Las fantasías [MASK],"[CLS] , Las , fantasía , ##s , [MASK] , [SEP]",morphemic,10.22223808469926,-5.516552956611632,5.516552956611632
1007,1007,fantasía,fantasía##s,plur,2,artificial,3.635284519987181e-05,plural,plural,grandes,s,Las fantasía##s [MASK],"[CLS] , Las , fantasía , ##s , [MASK] , [SEP]",morphemic,10.22223808469926,-5.516552956611632,5.516552956611632
1009,1009,desventaja,desventaja,sing,1,default,2.0006464751531894e-07,plural,plural,grandes,s,La desventaja [MASK],"[CLS] , La , desventaja , [MASK] , [SEP]",morphemic,15.42462528505179,5.1837577759685605,-5.18375777596856
1011,1011,desventaja,desventajas,plur,2,default,1.0753692549769768e-05,plural,plural,grandes,s,Las desventajas [MASK],"[CLS] , Las , desventaja , ##s , [MASK] , [SEP]",morphemic,11.44026136936898,-5.708644910649401,5.7086449106494035
1013,1013,desventaja,desventaja##s,plur,2,artificial,1.0753692549769768e-05,plural,plural,grandes,s,Las desventaja##s [MASK],"[CLS] , Las , desventaja , ##s , [MASK] , [SEP]",morphemic,11.44026136936898,-5.708644910649401,5.7086449106494035
1015,1015,codo,codo,sing,1,default,4.106719586616237e-07,plural,plural,grandes,s,El codo [MASK],"[CLS] , El , codo , [MASK] , [SEP]",morphemic,14.705471095252728,4.994936919257851,-4.994936919257853
1017,1017,codo,codos,plur,2,default,9.594005678081884e-05,plural,plural,grandes,s,Los codos [MASK],"[CLS] , Los , codo , ##s , [MASK] , [SEP]",morphemic,9.25178697005377,-4.034758629508838,4.034758629508838
1019,1019,codo,codo##s,plur,2,artificial,9.594005678081884e-05,plural,plural,grandes,s,Los codo##s [MASK],"[CLS] , Los , codo , ##s , [MASK] , [SEP]",morphemic,9.25178697005377,-4.034758629508838,4.034758629508838
1021,1021,ensalada,ensalada,sing,1,default,5.694578817383444e-07,plural,plural,grandes,s,La ensalada [MASK],"[CLS] , La , ensalada , [MASK] , [SEP]",morphemic,14.378581013355388,5.284929274594173,-5.284929274593862
1023,1023,ensalada,ensaladas,plur,2,default,8.939451618061867e-06,plural,plural,grandes,s,Las ensaladas [MASK],"[CLS] , Las , ensalada , ##s , [MASK] , [SEP]",morphemic,11.62503631092178,-6.509965882435269,6.509965882435267
1025,1025,ensalada,ensalada##s,plur,2,artificial,8.939451618061867e-06,plural,plural,grandes,s,Las ensalada##s [MASK],"[CLS] , Las , ensalada , ##s , [MASK] , [SEP]",morphemic,11.62503631092178,-6.509965882435269,6.509965882435267
1027,1027,camarero,camarero,sing,1,default,3.7744765535308034e-08,plural,plural,grandes,s,El camarero [MASK],"[CLS] , El , camarero , [MASK] , [SEP]",morphemic,17.09241903218209,5.942639350627969,-5.942639350627972
1029,1029,camarero,camareros,plur,2,default,5.623175525215629e-07,plural,plural,grandes,s,Los camareros [MASK],"[CLS] , Los , camarero , ##s , [MASK] , [SEP]",morphemic,14.3911991065538,-4.743177348126464,4.7431773481264665
1031,1031,camarero,camarero##s,plur,2,artificial,5.623175525215629e-07,plural,plural,grandes,s,Los camarero##s [MASK],"[CLS] , Los , camarero , ##s , [MASK] , [SEP]",morphemic,14.3911991065538,-4.743177348126464,4.7431773481264665
1033,1033,prospecto,prospecto,sing,1,default,1.654220316282817e-09,plural,plural,grandes,s,El prospecto [MASK],"[CLS] , El , prospecto , [MASK] , [SEP]",morphemic,20.21993604710983,6.203240352234351,-6.203240352234353
1035,1035,prospecto,prospectos,plur,2,default,7.300292281797738e-07,plural,plural,grandes,s,Los prospectos [MASK],"[CLS] , Los , prospecto , ##s , [MASK] , [SEP]",morphemic,14.130181265003069,-6.645905565019801,6.6459055650198025
