,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
582,admiradora,admiradora,sing,2,default,1.9837229046970606e-05,singular,singular,grande,s,La admiradora [MASK],"[CLS] , La , admira , ##dora , [MASK] , [SEP]",non_morphemic,10.827950130832848
583,admiradora,admiradora,sing,2,default,1.4145828686196182e-07,plural,plural,grandes,s,La admiradora [MASK],"[CLS] , La , admira , ##dora , [MASK] , [SEP]",non_morphemic,15.771260955817937
584,admiradora,admiradoras,plur,2,default,8.742951962403822e-08,singular,singular,grande,s,Las admiradoras [MASK],"[CLS] , Las , admira , ##doras , [MASK] , [SEP]",non_morphemic,16.252432858175222
585,admiradora,admiradoras,plur,2,default,2.5836268832790665e-05,plural,plural,grandes,s,Las admiradoras [MASK],"[CLS] , Las , admira , ##doras , [MASK] , [SEP]",non_morphemic,10.563731284491679
586,admiradora,admiradora##s,plur,3,artificial,6.071533675822138e-08,singular,singular,grande,s,Las admiradora##s [MASK],"[CLS] , Las , admira , ##dora , ##s , [MASK] , [SEP]",non_morphemic,16.617069505915264
587,admiradora,admiradora##s,plur,3,artificial,9.03997897694353e-06,plural,plural,grandes,s,Las admiradora##s [MASK],"[CLS] , Las , admira , ##dora , ##s , [MASK] , [SEP]",non_morphemic,11.613853709122237
588,tejano,tejano,sing,2,default,6.402200233424082e-05,singular,singular,grande,s,El tejano [MASK],"[CLS] , El , tej , ##ano , [MASK] , [SEP]",non_morphemic,9.656283747213118
589,tejano,tejano,sing,2,default,4.639992710053775e-07,plural,plural,grandes,s,El tejano [MASK],"[CLS] , El , tej , ##ano , [MASK] , [SEP]",non_morphemic,14.58338285583049
590,tejano,tejanos,plur,2,default,1.0471956102264812e-06,singular,singular,grande,s,Los tejanos [MASK],"[CLS] , Los , tej , ##anos , [MASK] , [SEP]",non_morphemic,13.769394814274632
591,tejano,tejanos,plur,2,default,5.944838994764723e-05,plural,plural,grandes,s,Los tejanos [MASK],"[CLS] , Los , tej , ##anos , [MASK] , [SEP]",non_morphemic,9.730402017655999
592,tejano,tejano##s,plur,3,artificial,2.1608667566397344e-07,singular,singular,grande,s,Los tejano##s [MASK],"[CLS] , Los , tej , ##ano , ##s , [MASK] , [SEP]",non_morphemic,15.347586233529919
593,tejano,tejano##s,plur,3,artificial,1.21167759061791e-05,plural,plural,grandes,s,Los tejano##s [MASK],"[CLS] , Los , tej , ##ano , ##s , [MASK] , [SEP]",non_morphemic,11.320919627052856
594,tirria,tirria,sing,2,default,1.0366728020017035e-05,singular,singular,grande,s,La tirria [MASK],"[CLS] , La , tir , ##ria , [MASK] , [SEP]",non_morphemic,11.476909109135091
595,tirria,tirria,sing,2,default,4.743903048165521e-08,plural,plural,grandes,s,La tirria [MASK],"[CLS] , La , tir , ##ria , [MASK] , [SEP]",non_morphemic,16.86382051919311
596,tirria,tirrias,plur,2,default,4.335299408353421e-08,singular,singular,grande,s,Las tirrias [MASK],"[CLS] , Las , tir , ##rias , [MASK] , [SEP]",non_morphemic,16.953890068434006
597,tirria,tirrias,plur,2,default,2.3689783574809553e-06,plural,plural,grandes,s,Las tirrias [MASK],"[CLS] , Las , tir , ##rias , [MASK] , [SEP]",non_morphemic,12.953051768548667
598,tirria,tirria##s,plur,3,artificial,3.1797313226888946e-08,singular,singular,grande,s,Las tirria##s [MASK],"[CLS] , Las , tir , ##ria , ##s , [MASK] , [SEP]",non_morphemic,17.26388404045021
599,tirria,tirria##s,plur,3,artificial,1.8642009536051773e-06,plural,plural,grandes,s,Las tirria##s [MASK],"[CLS] , Las , tir , ##ria , ##s , [MASK] , [SEP]",non_morphemic,13.19267803978361
600,patita,patita,sing,2,default,0.0004311043303459883,singular,singular,grande,s,La patita [MASK],"[CLS] , La , pa , ##tita , [MASK] , [SEP]",non_morphemic,7.7491604313857625
601,patita,patita,sing,2,default,7.745969128336583e-07,plural,plural,grandes,s,La patita [MASK],"[CLS] , La , pa , ##tita , [MASK] , [SEP]",non_morphemic,14.070923055371173
602,patita,patitas,plur,2,default,1.7328130752503057e-06,singular,singular,grande,s,Las patitas [MASK],"[CLS] , Las , pa , ##titas , [MASK] , [SEP]",non_morphemic,13.265764414992752
603,patita,patitas,plur,2,default,0.00011005789565388113,plural,plural,grandes,s,Las patitas [MASK],"[CLS] , Las , pa , ##titas , [MASK] , [SEP]",non_morphemic,9.114504006505628
604,patita,patita##s,plur,3,artificial,4.366757977436464e-08,singular,singular,grande,s,Las patita##s [MASK],"[CLS] , Las , pa , ##tita , ##s , [MASK] , [SEP]",non_morphemic,16.946659891768686
605,patita,patita##s,plur,3,artificial,5.268597305985168e-06,plural,plural,grandes,s,Las patita##s [MASK],"[CLS] , Las , pa , ##tita , ##s , [MASK] , [SEP]",non_morphemic,12.153746396686635
606,pajarito,pajarito,sing,2,default,0.00048022871487773955,singular,singular,grande,s,El pajarito [MASK],"[CLS] , El , pajari , ##to , [MASK] , [SEP]",non_morphemic,7.641248078218705
607,pajarito,pajarito,sing,2,default,1.292151409870712e-06,plural,plural,grandes,s,El pajarito [MASK],"[CLS] , El , pajari , ##to , [MASK] , [SEP]",non_morphemic,13.559201969167702
608,pajarito,pajaritos,plur,2,default,1.8098413647749112e-06,singular,singular,grande,s,Los pajaritos [MASK],"[CLS] , Los , pajari , ##tos , [MASK] , [SEP]",non_morphemic,13.222271360298247
609,pajarito,pajaritos,plur,2,default,0.000125092949019745,plural,plural,grandes,s,Los pajaritos [MASK],"[CLS] , Los , pajari , ##tos , [MASK] , [SEP]",non_morphemic,8.986453504831687
610,pajarito,pajarito##s,plur,3,artificial,1.3298753174240119e-06,singular,singular,grande,s,Los pajarito##s [MASK],"[CLS] , Los , pajari , ##to , ##s , [MASK] , [SEP]",non_morphemic,13.530425366422806
611,pajarito,pajarito##s,plur,3,artificial,7.447534881066531e-05,plural,plural,grandes,s,Los pajarito##s [MASK],"[CLS] , Los , pajari , ##to , ##s , [MASK] , [SEP]",non_morphemic,9.505042375781867
612,pelotari,pelotari,sing,2,default,8.355286263395101e-05,singular,singular,grande,s,El pelotari [MASK],"[CLS] , El , pelota , ##ri , [MASK] , [SEP]",non_morphemic,9.39003104098497
613,pelotari,pelotari,sing,2,default,2.458852179643145e-07,plural,plural,grandes,s,El pelotari [MASK],"[CLS] , El , pelota , ##ri , [MASK] , [SEP]",non_morphemic,15.218401003543732
614,pelotari,pelotaris,plur,2,default,4.878174877376296e-07,singular,singular,grande,s,Los pelotaris [MASK],"[CLS] , Los , pelota , ##ris , [MASK] , [SEP]",non_morphemic,14.533324501586552
615,pelotari,pelotaris,plur,2,default,0.00011160910071339458,plural,plural,grandes,s,Los pelotaris [MASK],"[CLS] , Los , pelota , ##ris , [MASK] , [SEP]",non_morphemic,9.100507963730827
616,pelotari,pelotari##s,plur,3,artificial,4.281043004539242e-07,singular,singular,grande,s,Los pelotari##s [MASK],"[CLS] , Los , pelota , ##ri , ##s , [MASK] , [SEP]",non_morphemic,14.66389897840349
617,pelotari,pelotari##s,plur,3,artificial,6.481782475020736e-05,plural,plural,grandes,s,Los pelotari##s [MASK],"[CLS] , Los , pelota , ##ri , ##s , [MASK] , [SEP]",non_morphemic,9.643929919126101
618,vecinita,vecinita,sing,2,default,0.00014131655916571617,singular,singular,grande,s,La vecinita [MASK],"[CLS] , La , vecin , ##ita , [MASK] , [SEP]",non_morphemic,8.8645080835923
619,vecinita,vecinita,sing,2,default,3.333053086862492e-07,plural,plural,grandes,s,La vecinita [MASK],"[CLS] , La , vecin , ##ita , [MASK] , [SEP]",non_morphemic,14.914206924108049
620,vecinita,vecinitas,plur,2,default,4.0433428694086615e-07,singular,singular,grande,s,Las vecinitas [MASK],"[CLS] , Las , vecin , ##itas , [MASK] , [SEP]",non_morphemic,14.721023858204498
621,vecinita,vecinitas,plur,2,default,3.6479403206612915e-05,plural,plural,grandes,s,Las vecinitas [MASK],"[CLS] , Las , vecin , ##itas , [MASK] , [SEP]",non_morphemic,10.218762752359808
622,vecinita,vecinita##s,plur,3,artificial,2.844577409177873e-07,singular,singular,grande,s,Las vecinita##s [MASK],"[CLS] , Las , vecin , ##ita , ##s , [MASK] , [SEP]",non_morphemic,15.072681132487459
623,vecinita,vecinita##s,plur,3,artificial,2.4723100068513304e-05,plural,plural,grandes,s,Las vecinita##s [MASK],"[CLS] , Las , vecin , ##ita , ##s , [MASK] , [SEP]",non_morphemic,10.607772525935305
624,banquero,banquero,sing,2,default,1.908445483422838e-05,singular,singular,grande,s,El banquero [MASK],"[CLS] , El , ban , ##quero , [MASK] , [SEP]",non_morphemic,10.866636437318988
625,banquero,banquero,sing,2,default,2.0704976577690104e-07,plural,plural,grandes,s,El banquero [MASK],"[CLS] , El , ban , ##quero , [MASK] , [SEP]",non_morphemic,15.390306658194785
626,banquero,banqueros,plur,2,default,1.2416269612458564e-07,singular,singular,grande,s,Los banqueros [MASK],"[CLS] , Los , ban , ##queros , [MASK] , [SEP]",non_morphemic,15.901673065826314
627,banquero,banqueros,plur,2,default,0.00016149446310009807,plural,plural,grandes,s,Los banqueros [MASK],"[CLS] , Los , ban , ##queros , [MASK] , [SEP]",non_morphemic,8.731039700099199
628,banquero,banquero##s,plur,3,artificial,3.739041432027079e-08,singular,singular,grande,s,Los banquero##s [MASK],"[CLS] , Los , ban , ##quero , ##s , [MASK] , [SEP]",non_morphemic,17.10185146697383
629,banquero,banquero##s,plur,3,artificial,1.4239027223084122e-05,plural,plural,grandes,s,Los banquero##s [MASK],"[CLS] , Los , ban , ##quero , ##s , [MASK] , [SEP]",non_morphemic,11.159523967299549
630,bandido,bandido,sing,2,default,2.2770491341361776e-05,singular,singular,grande,s,El bandido [MASK],"[CLS] , El , ban , ##dido , [MASK] , [SEP]",non_morphemic,10.69004509966901
631,bandido,bandido,sing,2,default,1.8455058636845934e-07,plural,plural,grandes,s,El bandido [MASK],"[CLS] , El , ban , ##dido , [MASK] , [SEP]",non_morphemic,15.505342230187674
632,bandido,bandidos,plur,2,default,4.345170339092874e-07,singular,singular,grande,s,Los bandidos [MASK],"[CLS] , Los , ban , ##didos , [MASK] , [SEP]",non_morphemic,14.649030689535781
633,bandido,bandidos,plur,2,default,2.0874438632745296e-05,plural,plural,grandes,s,Los bandidos [MASK],"[CLS] , Los , ban , ##didos , [MASK] , [SEP]",non_morphemic,10.776985179433483
634,bandido,bandido##s,plur,3,artificial,1.5853370882723539e-07,singular,singular,grande,s,Los bandido##s [MASK],"[CLS] , Los , ban , ##dido , ##s , [MASK] , [SEP]",non_morphemic,15.657298592252117
635,bandido,bandido##s,plur,3,artificial,1.3151470739103388e-05,plural,plural,grandes,s,Los bandido##s [MASK],"[CLS] , Los , ban , ##dido , ##s , [MASK] , [SEP]",non_morphemic,11.23897696231667
636,chequeo,chequeo,sing,2,default,3.108439614152303e-06,singular,singular,grande,s,El chequeo [MASK],"[CLS] , El , cheque , ##o , [MASK] , [SEP]",non_morphemic,12.681389689466465
637,chequeo,chequeo,sing,2,default,2.965230905260796e-08,plural,plural,grandes,s,El chequeo [MASK],"[CLS] , El , cheque , ##o , [MASK] , [SEP]",non_morphemic,17.33372583754984
638,chequeo,chequeos,plur,2,default,1.666101034913936e-08,singular,singular,grande,s,Los chequeos [MASK],"[CLS] , Los , cheque , ##os , [MASK] , [SEP]",non_morphemic,17.910194556840118
639,chequeo,chequeos,plur,2,default,8.159669960150495e-06,plural,plural,grandes,s,Los chequeos [MASK],"[CLS] , Los , cheque , ##os , [MASK] , [SEP]",non_morphemic,11.716306835866211
640,chequeo,chequeo##s,plur,3,artificial,6.4196816751405095e-09,singular,singular,grande,s,Los chequeo##s [MASK],"[CLS] , Los , cheque , ##o , ##s , [MASK] , [SEP]",non_morphemic,18.863897303785283
641,chequeo,chequeo##s,plur,3,artificial,2.9397544949461007e-06,plural,plural,grandes,s,Los chequeo##s [MASK],"[CLS] , Los , cheque , ##o , ##s , [MASK] , [SEP]",non_morphemic,12.737184485220805
642,rebaja,rebaja,sing,2,default,7.988598372321576e-05,singular,singular,grande,s,La rebaja [MASK],"[CLS] , La , reba , ##ja , [MASK] , [SEP]",non_morphemic,9.434910143318639
643,rebaja,rebaja,sing,2,default,1.697088976015948e-07,plural,plural,grandes,s,La rebaja [MASK],"[CLS] , La , reba , ##ja , [MASK] , [SEP]",non_morphemic,15.589181234721869
644,rebaja,rebajas,plur,2,default,1.5899988170531287e-07,singular,singular,grande,s,Las rebajas [MASK],"[CLS] , Las , reba , ##jas , [MASK] , [SEP]",non_morphemic,15.654362378718199
645,rebaja,rebajas,plur,2,default,5.273257556837052e-06,plural,plural,grandes,s,Las rebajas [MASK],"[CLS] , Las , reba , ##jas , [MASK] , [SEP]",non_morphemic,12.152862254148893
646,rebaja,rebaja##s,plur,3,artificial,4.6384634799778723e-08,singular,singular,grande,s,Las rebaja##s [MASK],"[CLS] , Las , reba , ##ja , ##s , [MASK] , [SEP]",non_morphemic,16.886297579111822
647,rebaja,rebaja##s,plur,3,artificial,2.837516149156727e-06,plural,plural,grandes,s,Las rebaja##s [MASK],"[CLS] , Las , reba , ##ja , ##s , [MASK] , [SEP]",non_morphemic,12.772581483840181
648,dogma,dogma,sing,2,default,3.829397974186577e-05,singular,singular,grande,s,El dogma [MASK],"[CLS] , El , dog , ##ma , [MASK] , [SEP]",non_morphemic,10.170217861029284
649,dogma,dogma,sing,2,default,1.195875540815905e-07,plural,plural,grandes,s,El dogma [MASK],"[CLS] , El , dog , ##ma , [MASK] , [SEP]",non_morphemic,15.939217063707751
650,dogma,dogmas,plur,2,default,2.9371332033178987e-08,singular,singular,grande,s,Los dogmas [MASK],"[CLS] , Los , dog , ##mas , [MASK] , [SEP]",non_morphemic,17.343246739234225
651,dogma,dogmas,plur,2,default,5.4286603699438274e-05,plural,plural,grandes,s,Los dogmas [MASK],"[CLS] , Los , dog , ##mas , [MASK] , [SEP]",non_morphemic,9.82123307049635
652,dogma,dogma##s,plur,3,artificial,2.1603991484653307e-08,singular,singular,grande,s,Los dogma##s [MASK],"[CLS] , Los , dog , ##ma , ##s , [MASK] , [SEP]",non_morphemic,17.650387748371866
653,dogma,dogma##s,plur,3,artificial,3.509385715005919e-05,plural,plural,grandes,s,Los dogma##s [MASK],"[CLS] , Los , dog , ##ma , ##s , [MASK] , [SEP]",non_morphemic,10.257484452778309
654,mendigo,mendigo,sing,2,default,4.107984568690881e-05,singular,singular,grande,s,El mendigo [MASK],"[CLS] , El , mendi , ##go , [MASK] , [SEP]",non_morphemic,10.099992929315334
655,mendigo,mendigo,sing,2,default,1.1762885065991213e-07,plural,plural,grandes,s,El mendigo [MASK],"[CLS] , El , mendi , ##go , [MASK] , [SEP]",non_morphemic,15.955731502829309
656,mendigo,mendigos,plur,2,default,4.1595816924200335e-07,singular,singular,grande,s,Los mendigos [MASK],"[CLS] , Los , mendi , ##gos , [MASK] , [SEP]",non_morphemic,14.692681136447835
657,mendigo,mendigos,plur,2,default,2.7604315619100817e-05,plural,plural,grandes,s,Los mendigos [MASK],"[CLS] , Los , mendi , ##gos , [MASK] , [SEP]",non_morphemic,10.497538434453691
658,mendigo,mendigo##s,plur,3,artificial,1.7095383952892007e-07,singular,singular,grande,s,Los mendigo##s [MASK],"[CLS] , Los , mendi , ##go , ##s , [MASK] , [SEP]",non_morphemic,15.581872261160587
659,mendigo,mendigo##s,plur,3,artificial,1.5979498130036518e-05,plural,plural,grandes,s,Los mendigo##s [MASK],"[CLS] , Los , mendi , ##go , ##s , [MASK] , [SEP]",non_morphemic,11.044204024249709
660,pleito,pleito,sing,2,default,3.945908974856138e-05,singular,singular,grande,s,El pleito [MASK],"[CLS] , El , ple , ##ito , [MASK] , [SEP]",non_morphemic,10.140246125335782
661,pleito,pleito,sing,2,default,1.9995557920537976e-07,plural,plural,grandes,s,El pleito [MASK],"[CLS] , El , ple , ##ito , [MASK] , [SEP]",non_morphemic,15.425170599040216
662,pleito,pleitos,plur,2,default,1.322793082181306e-06,singular,singular,grande,s,Los pleitos [MASK],"[CLS] , Los , ple , ##itos , [MASK] , [SEP]",non_morphemic,13.53576508553093
663,pleito,pleitos,plur,2,default,6.554092396982014e-05,plural,plural,grandes,s,Los pleitos [MASK],"[CLS] , Los , ple , ##itos , [MASK] , [SEP]",non_morphemic,9.632835816992854
664,pleito,pleito##s,plur,3,artificial,5.652074150930275e-07,singular,singular,grande,s,Los pleito##s [MASK],"[CLS] , Los , ple , ##ito , ##s , [MASK] , [SEP]",non_morphemic,14.386073066807683
665,pleito,pleito##s,plur,3,artificial,5.7787310652201995e-05,plural,plural,grandes,s,Los pleito##s [MASK],"[CLS] , Los , ple , ##ito , ##s , [MASK] , [SEP]",non_morphemic,9.75874134527737
666,agobio,agobio,sing,2,default,2.8403983378666453e-05,singular,singular,grande,s,El agobio [MASK],"[CLS] , El , ago , ##bio , [MASK] , [SEP]",non_morphemic,10.468981162820402
667,agobio,agobio,sing,2,default,4.020531463311272e-08,plural,plural,grandes,s,El agobio [MASK],"[CLS] , El , ago , ##bio , [MASK] , [SEP]",non_morphemic,17.029266645255923
668,agobio,agobios,plur,2,default,1.1269673194647112e-07,singular,singular,grande,s,Los agobios [MASK],"[CLS] , Los , ago , ##bios , [MASK] , [SEP]",non_morphemic,15.99856541413416
669,agobio,agobios,plur,2,default,1.1737800377886742e-05,plural,plural,grandes,s,Los agobios [MASK],"[CLS] , Los , ago , ##bios , [MASK] , [SEP]",non_morphemic,11.35269612245709
670,agobio,agobio##s,plur,3,artificial,8.293150699500984e-08,singular,singular,grande,s,Los agobio##s [MASK],"[CLS] , Los , ago , ##bio , ##s , [MASK] , [SEP]",non_morphemic,16.30525078675633
671,agobio,agobio##s,plur,3,artificial,8.418938705290202e-06,plural,plural,grandes,s,Los agobio##s [MASK],"[CLS] , Los , ago , ##bio , ##s , [MASK] , [SEP]",non_morphemic,11.685026782156665
672,atacante,atacante,sing,2,default,8.150785106408875e-06,singular,singular,grande,s,El atacante [MASK],"[CLS] , El , atacan , ##te , [MASK] , [SEP]",non_morphemic,11.71739630327643
673,atacante,atacante,sing,2,default,1.3756149996879685e-07,plural,plural,grandes,s,El atacante [MASK],"[CLS] , El , atacan , ##te , [MASK] , [SEP]",non_morphemic,15.799194747335973
674,atacante,atacantes,plur,2,default,3.558096182132431e-07,singular,singular,grande,s,Los atacantes [MASK],"[CLS] , Los , atacan , ##tes , [MASK] , [SEP]",non_morphemic,14.848870029440246
675,atacante,atacantes,plur,2,default,5.410222729551606e-05,plural,plural,grandes,s,Los atacantes [MASK],"[CLS] , Los , atacan , ##tes , [MASK] , [SEP]",non_morphemic,9.824635202986729
676,atacante,atacante##s,plur,3,artificial,5.53200379727059e-07,singular,singular,grande,s,Los atacante##s [MASK],"[CLS] , Los , atacan , ##te , ##s , [MASK] , [SEP]",non_morphemic,14.40754555073692
677,atacante,atacante##s,plur,3,artificial,0.00011620014993241057,plural,plural,grandes,s,Los atacante##s [MASK],"[CLS] , Los , atacan , ##te , ##s , [MASK] , [SEP]",non_morphemic,9.060196423251163
678,ligamento,ligamento,sing,2,default,1.1770837772928644e-05,singular,singular,grande,s,El ligamento [MASK],"[CLS] , El , liga , ##mento , [MASK] , [SEP]",non_morphemic,11.349885460556637
679,ligamento,ligamento,sing,2,default,5.4492435452857535e-08,plural,plural,grandes,s,El ligamento [MASK],"[CLS] , El , liga , ##mento , [MASK] , [SEP]",non_morphemic,16.725203943940826
680,ligamento,ligamentos,plur,2,default,2.4508922891186558e-08,singular,singular,grande,s,Los ligamentos [MASK],"[CLS] , Los , liga , ##mentos , [MASK] , [SEP]",non_morphemic,17.524228586060055
681,ligamento,ligamentos,plur,2,default,1.9130147848045453e-05,plural,plural,grandes,s,Los ligamentos [MASK],"[CLS] , Los , liga , ##mentos , [MASK] , [SEP]",non_morphemic,10.86424504594577
682,ligamento,ligamento##s,plur,3,artificial,1.0488740542768937e-08,singular,singular,grande,s,Los ligamento##s [MASK],"[CLS] , Los , liga , ##mento , ##s , [MASK] , [SEP]",non_morphemic,18.372963484399406
683,ligamento,ligamento##s,plur,3,artificial,6.975992619118188e-06,plural,plural,grandes,s,Los ligamento##s [MASK],"[CLS] , Los , liga , ##mento , ##s , [MASK] , [SEP]",non_morphemic,11.873035929397407
684,grada,grada,sing,2,default,0.0003894154215231538,singular,singular,grande,s,La grada [MASK],"[CLS] , La , grad , ##a , [MASK] , [SEP]",non_morphemic,7.850863862515157
685,grada,grada,sing,2,default,1.98125508177327e-06,plural,plural,grandes,s,La grada [MASK],"[CLS] , La , grad , ##a , [MASK] , [SEP]",non_morphemic,13.131780034391229
686,grada,gradas,plur,2,default,2.5020423777277756e-07,singular,singular,grande,s,Las gradas [MASK],"[CLS] , Las , grad , ##as , [MASK] , [SEP]",non_morphemic,15.200988301515961
687,grada,gradas,plur,2,default,6.433254748117179e-05,plural,plural,grandes,s,Las gradas [MASK],"[CLS] , Las , grad , ##as , [MASK] , [SEP]",non_morphemic,9.65144487312068
688,grada,grada##s,plur,3,artificial,1.4196589859238884e-07,singular,singular,grande,s,Las grada##s [MASK],"[CLS] , Las , grad , ##a , ##s , [MASK] , [SEP]",non_morphemic,15.767678958943787
689,grada,grada##s,plur,3,artificial,1.8793638446368277e-05,plural,plural,grandes,s,Las grada##s [MASK],"[CLS] , Las , grad , ##a , ##s , [MASK] , [SEP]",non_morphemic,10.8819921259043
690,rizo,rizo,sing,2,default,8.679150050738826e-05,singular,singular,grande,s,El rizo [MASK],"[CLS] , El , ri , ##zo , [MASK] , [SEP]",non_morphemic,9.352001861514282
691,rizo,rizo,sing,2,default,3.1181653525891306e-07,plural,plural,grandes,s,El rizo [MASK],"[CLS] , El , ri , ##zo , [MASK] , [SEP]",non_morphemic,14.980850850109512
692,rizo,rizos,plur,2,default,8.774819661994115e-07,singular,singular,grande,s,Los rizos [MASK],"[CLS] , Los , ri , ##zos , [MASK] , [SEP]",non_morphemic,13.946209433157273
693,rizo,rizos,plur,2,default,9.834561933530495e-05,plural,plural,grandes,s,Los rizos [MASK],"[CLS] , Los , ri , ##zos , [MASK] , [SEP]",non_morphemic,9.227022555704282
694,rizo,rizo##s,plur,3,artificial,2.661800522218982e-07,singular,singular,grande,s,Los rizo##s [MASK],"[CLS] , Los , ri , ##zo , ##s , [MASK] , [SEP]",non_morphemic,15.139092869097855
695,rizo,rizo##s,plur,3,artificial,2.994250098709017e-05,plural,plural,grandes,s,Los rizo##s [MASK],"[CLS] , Los , ri , ##zo , ##s , [MASK] , [SEP]",non_morphemic,10.41623164915856
696,mercader,mercader,sing,2,default,5.523007712326944e-05,singular,singular,grande,es,El mercader [MASK],"[CLS] , El , merca , ##der , [MASK] , [SEP]",non_morphemic,9.804002877650388
697,mercader,mercader,sing,2,default,2.004257169119228e-07,plural,plural,grandes,es,El mercader [MASK],"[CLS] , El , merca , ##der , [MASK] , [SEP]",non_morphemic,15.422822148065217
698,mercader,mercaderes,plur,2,default,6.94412960910995e-07,singular,singular,grande,es,Los mercaderes [MASK],"[CLS] , Los , merca , ##deres , [MASK] , [SEP]",non_morphemic,14.18019900886807
699,mercader,mercaderes,plur,2,default,6.417672557290643e-05,plural,plural,grandes,es,Los mercaderes [MASK],"[CLS] , Los , merca , ##deres , [MASK] , [SEP]",non_morphemic,9.653869943015286
700,mercader,mercader##es,plur,3,artificial,2.180296263532e-07,singular,singular,grande,es,Los mercader##es [MASK],"[CLS] , Los , merca , ##der , ##es , [MASK] , [SEP]",non_morphemic,15.338634882688234
701,mercader,mercader##es,plur,3,artificial,2.094370393024292e-05,plural,plural,grandes,es,Los mercader##es [MASK],"[CLS] , Los , merca , ##der , ##es , [MASK] , [SEP]",non_morphemic,10.773672485153194
702,portería,portería,sing,2,default,1.9571398297557607e-05,singular,singular,grande,s,La portería [MASK],"[CLS] , La , porte , ##ría , [MASK] , [SEP]",non_morphemic,10.841441328032781
703,portería,portería,sing,2,default,2.5169839545924333e-07,plural,plural,grandes,s,La portería [MASK],"[CLS] , La , porte , ##ría , [MASK] , [SEP]",non_morphemic,15.19503430963975
704,portería,porterías,plur,2,default,2.9245549626466527e-07,singular,singular,grande,s,Las porterías [MASK],"[CLS] , Las , porte , ##rías , [MASK] , [SEP]",non_morphemic,15.044953331372925
705,portería,porterías,plur,2,default,1.6752861483837478e-05,plural,plural,grandes,s,Las porterías [MASK],"[CLS] , Las , porte , ##rías , [MASK] , [SEP]",non_morphemic,10.996941479427843
706,portería,portería##s,plur,3,artificial,3.448930741001277e-08,singular,singular,grande,s,Las portería##s [MASK],"[CLS] , Las , porte , ##ría , ##s , [MASK] , [SEP]",non_morphemic,17.182616491091927
707,portería,portería##s,plur,3,artificial,3.6661829199147178e-06,plural,plural,grandes,s,Las portería##s [MASK],"[CLS] , Las , porte , ##ría , ##s , [MASK] , [SEP]",non_morphemic,12.516359513470015
708,despojo,despojo,sing,2,default,1.4449674381467048e-05,singular,singular,grande,s,El despojo [MASK],"[CLS] , El , despo , ##jo , [MASK] , [SEP]",non_morphemic,11.14483867781426
709,despojo,despojo,sing,2,default,3.725805797216708e-08,plural,plural,grandes,s,El despojo [MASK],"[CLS] , El , despo , ##jo , [MASK] , [SEP]",non_morphemic,17.105397594114486
710,despojo,despojos,plur,2,default,1.2339619104295707e-07,singular,singular,grande,s,Los despojos [MASK],"[CLS] , Los , despo , ##jos , [MASK] , [SEP]",non_morphemic,15.907865592702265
711,despojo,despojos,plur,2,default,1.0698725418478716e-05,plural,plural,grandes,s,Los despojos [MASK],"[CLS] , Los , despo , ##jos , [MASK] , [SEP]",non_morphemic,11.445385943360082
712,despojo,despojo##s,plur,3,artificial,7.363994569686838e-08,singular,singular,grande,s,Los despojo##s [MASK],"[CLS] , Los , despo , ##jo , ##s , [MASK] , [SEP]",non_morphemic,16.424078217995326
713,despojo,despojo##s,plur,3,artificial,1.0005581316363532e-05,plural,plural,grandes,s,Los despojo##s [MASK],"[CLS] , Los , despo , ##jo , ##s , [MASK] , [SEP]",non_morphemic,11.512367489031407
714,gallego,gallego,sing,2,default,2.206316639785655e-05,singular,singular,grande,s,El gallego [MASK],"[CLS] , El , galle , ##go , [MASK] , [SEP]",non_morphemic,10.721601018724924
715,gallego,gallego,sing,2,default,1.4603193676521187e-07,plural,plural,grandes,s,El gallego [MASK],"[CLS] , El , galle , ##go , [MASK] , [SEP]",non_morphemic,15.739440494192062
716,gallego,gallegos,plur,2,default,1.8988095007443917e-07,singular,singular,grande,s,Los gallegos [MASK],"[CLS] , Los , galle , ##gos , [MASK] , [SEP]",non_morphemic,15.476868539723888
717,gallego,gallegos,plur,2,default,2.3115993826650083e-05,plural,plural,grandes,s,Los gallegos [MASK],"[CLS] , Los , galle , ##gos , [MASK] , [SEP]",non_morphemic,10.674985806568387
718,gallego,gallego##s,plur,3,artificial,2.1289930884904607e-07,singular,singular,grande,s,Los gallego##s [MASK],"[CLS] , Los , galle , ##go , ##s , [MASK] , [SEP]",non_morphemic,15.36244651141652
719,gallego,gallego##s,plur,3,artificial,2.7766831408371218e-05,plural,plural,grandes,s,Los gallego##s [MASK],"[CLS] , Los , galle , ##go , ##s , [MASK] , [SEP]",non_morphemic,10.491668364402594
720,entrometido,entrometido,sing,2,default,1.867127139121294e-05,singular,singular,grande,s,El entrometido [MASK],"[CLS] , El , entrome , ##tido , [MASK] , [SEP]",non_morphemic,10.888524504646034
721,entrometido,entrometido,sing,2,default,4.5890949706972606e-08,plural,plural,grandes,s,El entrometido [MASK],"[CLS] , El , entrome , ##tido , [MASK] , [SEP]",non_morphemic,16.89699791346132
722,entrometido,entrometidos,plur,2,default,2.7364026777831896e-07,singular,singular,grande,s,Los entrometidos [MASK],"[CLS] , Los , entrome , ##tidos , [MASK] , [SEP]",non_morphemic,15.111451484475234
