,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal
864,biela,biela,sing,2,default,0.00947412196546793,singular,singular,es,s,[MASK] biela [MASK],"[CLS] , [MASK] , bi , ##ela , [MASK] , [SEP]",non_morphemic,4.65919120085984
865,biela,biela,sing,2,default,0.0007243187283165753,plural,plural,son,s,[MASK] biela [MASK],"[CLS] , [MASK] , bi , ##ela , [MASK] , [SEP]",non_morphemic,7.230279029970989
866,biela,bielas,plur,2,default,0.003245304571464658,singular,singular,es,s,[MASK] bielas [MASK],"[CLS] , [MASK] , bi , ##elas , [MASK] , [SEP]",non_morphemic,5.7305460745357255
867,biela,bielas,plur,2,default,0.014183622784912586,plural,plural,son,s,[MASK] bielas [MASK],"[CLS] , [MASK] , bi , ##elas , [MASK] , [SEP]",non_morphemic,4.255667304972174
868,biela,biela##s,plur,3,artificial,0.0027362580876797438,singular,singular,es,s,[MASK] biela##s [MASK],"[CLS] , [MASK] , bi , ##ela , ##s , [MASK] , [SEP]",non_morphemic,5.901163953378351
869,biela,biela##s,plur,3,artificial,0.011717806570231915,plural,plural,son,s,[MASK] biela##s [MASK],"[CLS] , [MASK] , bi , ##ela , ##s , [MASK] , [SEP]",non_morphemic,4.446645665059112
870,invasor,invasor,sing,2,default,0.005151077173650265,singular,singular,es,es,[MASK] invasor [MASK],"[CLS] , [MASK] , invas , ##or , [MASK] , [SEP]",non_morphemic,5.268549426245291
871,invasor,invasor,sing,2,default,0.0008022224064916372,plural,plural,son,es,[MASK] invasor [MASK],"[CLS] , [MASK] , invas , ##or , [MASK] , [SEP]",non_morphemic,7.1281246737149315
872,invasor,invasores,plur,2,default,0.0007922236109152436,singular,singular,es,es,[MASK] invasores [MASK],"[CLS] , [MASK] , invas , ##ores , [MASK] , [SEP]",non_morphemic,7.140666868985246
873,invasor,invasores,plur,2,default,0.005686132702976465,plural,plural,son,es,[MASK] invasores [MASK],"[CLS] , [MASK] , invas , ##ores , [MASK] , [SEP]",non_morphemic,5.169724927478981
874,invasor,invasor##es,plur,3,artificial,0.001177314785309136,singular,singular,es,es,[MASK] invasor##es [MASK],"[CLS] , [MASK] , invas , ##or , ##es , [MASK] , [SEP]",non_morphemic,6.744519039300071
875,invasor,invasor##es,plur,3,artificial,0.007751345634460449,plural,plural,son,es,[MASK] invasor##es [MASK],"[CLS] , [MASK] , invas , ##or , ##es , [MASK] , [SEP]",non_morphemic,4.859888820435908
876,primate,primate,sing,2,default,0.01651051640510559,singular,singular,es,s,[MASK] primate [MASK],"[CLS] , [MASK] , prima , ##te , [MASK] , [SEP]",non_morphemic,4.103757743216689
877,primate,primate,sing,2,default,0.0010429867543280125,plural,plural,son,s,[MASK] primate [MASK],"[CLS] , [MASK] , prima , ##te , [MASK] , [SEP]",non_morphemic,6.8656668026337755
878,primate,primates,plur,2,default,0.0014881412498652935,singular,singular,es,s,[MASK] primates [MASK],"[CLS] , [MASK] , prima , ##tes , [MASK] , [SEP]",non_morphemic,6.510227421091683
879,primate,primates,plur,2,default,0.013450770638883114,plural,plural,son,s,[MASK] primates [MASK],"[CLS] , [MASK] , prima , ##tes , [MASK] , [SEP]",non_morphemic,4.30871887800444
880,primate,primate##s,plur,3,artificial,0.002301397966220975,singular,singular,es,s,[MASK] primate##s [MASK],"[CLS] , [MASK] , prima , ##te , ##s , [MASK] , [SEP]",non_morphemic,6.074238529289143
881,primate,primate##s,plur,3,artificial,0.023600321263074875,plural,plural,son,s,[MASK] primate##s [MASK],"[CLS] , [MASK] , prima , ##te , ##s , [MASK] , [SEP]",non_morphemic,3.746494954201071
882,camada,camada,sing,2,default,0.02566627599298954,singular,singular,es,s,[MASK] camada [MASK],"[CLS] , [MASK] , cama , ##da , [MASK] , [SEP]",non_morphemic,3.6625773669647597
883,camada,camada,sing,2,default,0.0010788687504827976,plural,plural,son,s,[MASK] camada [MASK],"[CLS] , [MASK] , cama , ##da , [MASK] , [SEP]",non_morphemic,6.831842240065216
884,camada,camadas,plur,2,default,0.002662738086655736,singular,singular,es,s,[MASK] camadas [MASK],"[CLS] , [MASK] , cama , ##das , [MASK] , [SEP]",non_morphemic,5.928400329726405
885,camada,camadas,plur,2,default,0.01214330643415451,plural,plural,son,s,[MASK] camadas [MASK],"[CLS] , [MASK] , cama , ##das , [MASK] , [SEP]",non_morphemic,4.410977171771851
886,camada,camada##s,plur,3,artificial,0.0036344865802675486,singular,singular,es,s,[MASK] camada##s [MASK],"[CLS] , [MASK] , cama , ##da , ##s , [MASK] , [SEP]",non_morphemic,5.6172874213651385
887,camada,camada##s,plur,3,artificial,0.014487463980913162,plural,plural,son,s,[MASK] camada##s [MASK],"[CLS] , [MASK] , cama , ##da , ##s , [MASK] , [SEP]",non_morphemic,4.234471556537604
888,nevada,nevada,sing,2,default,0.004036795347929001,singular,singular,es,s,[MASK] nevada [MASK],"[CLS] , [MASK] , ne , ##vada , [MASK] , [SEP]",non_morphemic,5.5123041324936715
889,nevada,nevada,sing,2,default,0.00017942654085345566,plural,plural,son,s,[MASK] nevada [MASK],"[CLS] , [MASK] , ne , ##vada , [MASK] , [SEP]",non_morphemic,8.62574467695501
890,nevada,nevadas,plur,2,default,0.0003824313753284514,singular,singular,es,s,[MASK] nevadas [MASK],"[CLS] , [MASK] , ne , ##vadas , [MASK] , [SEP]",non_morphemic,7.868961331699754
891,nevada,nevadas,plur,2,default,0.0036778224166482687,plural,plural,son,s,[MASK] nevadas [MASK],"[CLS] , [MASK] , ne , ##vadas , [MASK] , [SEP]",non_morphemic,5.605434436551764
892,nevada,nevada##s,plur,3,artificial,0.00042780773947015405,singular,singular,es,s,[MASK] nevada##s [MASK],"[CLS] , [MASK] , ne , ##vada , ##s , [MASK] , [SEP]",non_morphemic,7.756836670151531
893,nevada,nevada##s,plur,3,artificial,0.004882108420133591,plural,plural,son,s,[MASK] nevada##s [MASK],"[CLS] , [MASK] , ne , ##vada , ##s , [MASK] , [SEP]",non_morphemic,5.3221780991191725
894,alud,alud,sing,2,default,0.013979978859424591,singular,singular,es,es,[MASK] alud [MASK],"[CLS] , [MASK] , alu , ##d , [MASK] , [SEP]",non_morphemic,4.270129054379004
895,alud,alud,sing,2,default,0.0006601772038266063,plural,plural,son,es,[MASK] alud [MASK],"[CLS] , [MASK] , alu , ##d , [MASK] , [SEP]",non_morphemic,7.3230022683345934
896,alud,aludes,plur,2,default,0.0023692601826041937,singular,singular,es,es,[MASK] aludes [MASK],"[CLS] , [MASK] , alu , ##des , [MASK] , [SEP]",non_morphemic,6.045177531805671
897,alud,aludes,plur,2,default,0.021249661222100258,plural,plural,son,es,[MASK] aludes [MASK],"[CLS] , [MASK] , alu , ##des , [MASK] , [SEP]",non_morphemic,3.8514143262281935
898,alud,alud##es,plur,3,artificial,0.0022110382560640574,singular,singular,es,es,[MASK] alud##es [MASK],"[CLS] , [MASK] , alu , ##d , ##es , [MASK] , [SEP]",non_morphemic,6.114293074649525
899,alud,alud##es,plur,3,artificial,0.01444965973496437,plural,plural,son,es,[MASK] alud##es [MASK],"[CLS] , [MASK] , alu , ##d , ##es , [MASK] , [SEP]",non_morphemic,4.237084412454279
900,ladera,ladera,sing,2,default,0.0011647690553218126,singular,singular,es,s,[MASK] ladera [MASK],"[CLS] , [MASK] , lad , ##era , [MASK] , [SEP]",non_morphemic,6.75523244739105
901,ladera,ladera,sing,2,default,3.76068965124432e-05,plural,plural,son,s,[MASK] ladera [MASK],"[CLS] , [MASK] , lad , ##era , [MASK] , [SEP]",non_morphemic,10.1883231065033
902,ladera,laderas,plur,2,default,0.00028700559050776064,singular,singular,es,s,[MASK] laderas [MASK],"[CLS] , [MASK] , lad , ##eras , [MASK] , [SEP]",non_morphemic,8.156008863273252
903,ladera,laderas,plur,2,default,0.001986126182600856,plural,plural,son,s,[MASK] laderas [MASK],"[CLS] , [MASK] , lad , ##eras , [MASK] , [SEP]",non_morphemic,6.221569179324688
904,ladera,ladera##s,plur,3,artificial,0.0003603151417337358,singular,singular,es,s,[MASK] ladera##s [MASK],"[CLS] , [MASK] , lad , ##era , ##s , [MASK] , [SEP]",non_morphemic,7.928531515742904
905,ladera,ladera##s,plur,3,artificial,0.0021999424789100885,plural,plural,son,s,[MASK] ladera##s [MASK],"[CLS] , [MASK] , lad , ##era , ##s , [MASK] , [SEP]",non_morphemic,6.119324064909638
906,copo,copo,sing,2,default,0.010132001712918282,singular,singular,es,s,[MASK] copo [MASK],"[CLS] , [MASK] , co , ##po , [MASK] , [SEP]",non_morphemic,4.592056377782489
907,copo,copo,sing,2,default,0.0010275605600327253,plural,plural,son,s,[MASK] copo [MASK],"[CLS] , [MASK] , co , ##po , [MASK] , [SEP]",non_morphemic,6.880567674126132
908,copo,copos,plur,2,default,0.0020893854089081287,singular,singular,es,s,[MASK] copos [MASK],"[CLS] , [MASK] , co , ##pos , [MASK] , [SEP]",non_morphemic,6.170885318973721
909,copo,copos,plur,2,default,0.019984140992164612,plural,plural,son,s,[MASK] copos [MASK],"[CLS] , [MASK] , co , ##pos , [MASK] , [SEP]",non_morphemic,3.912816270371371
910,copo,copo##s,plur,3,artificial,0.005074359476566315,singular,singular,es,s,[MASK] copo##s [MASK],"[CLS] , [MASK] , co , ##po , ##s , [MASK] , [SEP]",non_morphemic,5.283554973533656
911,copo,copo##s,plur,3,artificial,0.02212199568748474,plural,plural,son,s,[MASK] copo##s [MASK],"[CLS] , [MASK] , co , ##po , ##s , [MASK] , [SEP]",non_morphemic,3.8111828854444703
912,compresor,compresor,sing,2,default,0.005401148926466703,singular,singular,es,es,[MASK] compresor [MASK],"[CLS] , [MASK] , compres , ##or , [MASK] , [SEP]",non_morphemic,5.221143583882491
913,compresor,compresor,sing,2,default,0.0003343607531860471,plural,plural,son,es,[MASK] compresor [MASK],"[CLS] , [MASK] , compres , ##or , [MASK] , [SEP]",non_morphemic,8.003290048515785
914,compresor,compresores,plur,2,default,0.0014898914378136396,singular,singular,es,es,[MASK] compresores [MASK],"[CLS] , [MASK] , compres , ##ores , [MASK] , [SEP]",non_morphemic,6.509052022206985
915,compresor,compresores,plur,2,default,0.01021169126033783,plural,plural,son,es,[MASK] compresores [MASK],"[CLS] , [MASK] , compres , ##ores , [MASK] , [SEP]",non_morphemic,4.584222013085991
916,compresor,compresor##es,plur,3,artificial,0.0010969232534989715,singular,singular,es,es,[MASK] compresor##es [MASK],"[CLS] , [MASK] , compres , ##or , ##es , [MASK] , [SEP]",non_morphemic,6.81524606048372
917,compresor,compresor##es,plur,3,artificial,0.010801276192069054,plural,plural,son,es,[MASK] compresor##es [MASK],"[CLS] , [MASK] , compres , ##or , ##es , [MASK] , [SEP]",non_morphemic,4.528090985900687
918,inductor,inductor,sing,2,default,0.002193799242377281,singular,singular,es,es,[MASK] inductor [MASK],"[CLS] , [MASK] , indu , ##ctor , [MASK] , [SEP]",non_morphemic,6.122120424334314
919,inductor,inductor,sing,2,default,0.00017414662579540163,plural,plural,son,es,[MASK] inductor [MASK],"[CLS] , [MASK] , indu , ##ctor , [MASK] , [SEP]",non_morphemic,8.655612936617592
920,inductor,inductores,plur,2,default,0.0010036349995061755,singular,singular,es,es,[MASK] inductores [MASK],"[CLS] , [MASK] , indu , ##ctores , [MASK] , [SEP]",non_morphemic,6.9041268701201695
921,inductor,inductores,plur,2,default,0.004441000986844301,plural,plural,son,es,[MASK] inductores [MASK],"[CLS] , [MASK] , indu , ##ctores , [MASK] , [SEP]",non_morphemic,5.416875480460014
922,inductor,inductor##es,plur,3,artificial,0.0006694525363855064,singular,singular,es,es,[MASK] inductor##es [MASK],"[CLS] , [MASK] , indu , ##ctor , ##es , [MASK] , [SEP]",non_morphemic,7.309050289467877
923,inductor,inductor##es,plur,3,artificial,0.004093212075531483,plural,plural,son,es,[MASK] inductor##es [MASK],"[CLS] , [MASK] , indu , ##ctor , ##es , [MASK] , [SEP]",non_morphemic,5.498425268611522
924,espantada,espantada,sing,2,default,0.0015742271207273006,singular,singular,es,s,[MASK] espantada [MASK],"[CLS] , [MASK] , espan , ##tada , [MASK] , [SEP]",non_morphemic,6.453990844144069
925,espantada,espantada,sing,2,default,9.849148045759648e-05,plural,plural,son,s,[MASK] espantada [MASK],"[CLS] , [MASK] , espan , ##tada , [MASK] , [SEP]",non_morphemic,9.22554050634323
926,espantada,espantadas,plur,2,default,0.00042847730219364166,singular,singular,es,s,[MASK] espantadas [MASK],"[CLS] , [MASK] , espan , ##tadas , [MASK] , [SEP]",non_morphemic,7.755272791705985
927,espantada,espantadas,plur,2,default,0.0016469125403091311,plural,plural,son,s,[MASK] espantadas [MASK],"[CLS] , [MASK] , espan , ##tadas , [MASK] , [SEP]",non_morphemic,6.408852931619731
928,espantada,espantada##s,plur,3,artificial,0.0004502203955780715,singular,singular,es,s,[MASK] espantada##s [MASK],"[CLS] , [MASK] , espan , ##tada , ##s , [MASK] , [SEP]",non_morphemic,7.705773327145815
929,espantada,espantada##s,plur,3,artificial,0.0023718783631920815,plural,plural,son,s,[MASK] espantada##s [MASK],"[CLS] , [MASK] , espan , ##tada , ##s , [MASK] , [SEP]",non_morphemic,6.044073079434689
930,alarde,alarde,sing,2,default,0.008225989528000355,singular,singular,es,s,[MASK] alarde [MASK],"[CLS] , [MASK] , alar , ##de , [MASK] , [SEP]",non_morphemic,4.800456682211385
931,alarde,alarde,sing,2,default,0.0008806680561974645,plural,plural,son,s,[MASK] alarde [MASK],"[CLS] , [MASK] , alar , ##de , [MASK] , [SEP]",non_morphemic,7.034829783734404
932,alarde,alardes,plur,2,default,0.001713113859295845,singular,singular,es,s,[MASK] alardes [MASK],"[CLS] , [MASK] , alar , ##des , [MASK] , [SEP]",non_morphemic,6.3694425940756325
933,alarde,alardes,plur,2,default,0.006757461000233889,plural,plural,son,s,[MASK] alardes [MASK],"[CLS] , [MASK] , alar , ##des , [MASK] , [SEP]",non_morphemic,4.997108051160864
934,alarde,alarde##s,plur,3,artificial,0.002303760964423418,singular,singular,es,s,[MASK] alarde##s [MASK],"[CLS] , [MASK] , alar , ##de , ##s , [MASK] , [SEP]",non_morphemic,6.07321228961081
935,alarde,alarde##s,plur,3,artificial,0.005486663896590471,plural,plural,son,s,[MASK] alarde##s [MASK],"[CLS] , [MASK] , alar , ##de , ##s , [MASK] , [SEP]",non_morphemic,5.205434877275605
936,micra,micra,sing,2,default,0.007443040143698454,singular,singular,es,s,[MASK] micra [MASK],"[CLS] , [MASK] , mic , ##ra , [MASK] , [SEP]",non_morphemic,4.900475892135305
937,micra,micra,sing,2,default,0.0005643522017635405,plural,plural,son,s,[MASK] micra [MASK],"[CLS] , [MASK] , mic , ##ra , [MASK] , [SEP]",non_morphemic,7.479832030155276
938,micra,micras,plur,2,default,0.0019511013524606824,singular,singular,es,s,[MASK] micras [MASK],"[CLS] , [MASK] , mic , ##ras , [MASK] , [SEP]",non_morphemic,6.239361269710105
939,micra,micras,plur,2,default,0.005221900995820761,plural,plural,son,s,[MASK] micras [MASK],"[CLS] , [MASK] , mic , ##ras , [MASK] , [SEP]",non_morphemic,5.254893767938782
940,micra,micra##s,plur,3,artificial,0.0025487898383289576,singular,singular,es,s,[MASK] micra##s [MASK],"[CLS] , [MASK] , mic , ##ra , ##s , [MASK] , [SEP]",non_morphemic,5.972136605661636
941,micra,micra##s,plur,3,artificial,0.004183835815638304,plural,plural,son,s,[MASK] micra##s [MASK],"[CLS] , [MASK] , mic , ##ra , ##s , [MASK] , [SEP]",non_morphemic,5.476526793993693
942,cepa,cepa,sing,2,default,0.004654180724173784,singular,singular,es,s,[MASK] cepa [MASK],"[CLS] , [MASK] , cep , ##a , [MASK] , [SEP]",non_morphemic,5.369989382846143
943,cepa,cepa,sing,2,default,0.0002506758610252291,plural,plural,son,s,[MASK] cepa [MASK],"[CLS] , [MASK] , cep , ##a , [MASK] , [SEP]",non_morphemic,8.2913498437333
944,cepa,cepas,plur,2,default,0.0007523428066633642,singular,singular,es,s,[MASK] cepas [MASK],"[CLS] , [MASK] , cep , ##as , [MASK] , [SEP]",non_morphemic,7.192318477962317
945,cepa,cepas,plur,2,default,0.0051715560257434845,plural,plural,son,s,[MASK] cepas [MASK],"[CLS] , [MASK] , cep , ##as , [MASK] , [SEP]",non_morphemic,5.264581663647429
946,cepa,cepa##s,plur,3,artificial,0.0016724717570468783,singular,singular,es,s,[MASK] cepa##s [MASK],"[CLS] , [MASK] , cep , ##a , ##s , [MASK] , [SEP]",non_morphemic,6.393452652773005
947,cepa,cepa##s,plur,3,artificial,0.0016503194347023964,plural,plural,son,s,[MASK] cepa##s [MASK],"[CLS] , [MASK] , cep , ##a , ##s , [MASK] , [SEP]",non_morphemic,6.406786413017757
948,drogadicto,drogadicto,sing,2,default,0.005115826148539782,singular,singular,es,s,[MASK] drogadicto [MASK],"[CLS] , [MASK] , drogadic , ##to , [MASK] , [SEP]",non_morphemic,5.275416377754632
949,drogadicto,drogadicto,sing,2,default,0.00030934030655771494,plural,plural,son,s,[MASK] drogadicto [MASK],"[CLS] , [MASK] , drogadic , ##to , [MASK] , [SEP]",non_morphemic,8.081068571349034
950,drogadicto,drogadictos,plur,2,default,0.00023250552476383746,singular,singular,es,s,[MASK] drogadictos [MASK],"[CLS] , [MASK] , drogadic , ##tos , [MASK] , [SEP]",non_morphemic,8.366596570794078
951,drogadicto,drogadictos,plur,2,default,0.0023088809102773666,plural,plural,son,s,[MASK] drogadictos [MASK],"[CLS] , [MASK] , drogadic , ##tos , [MASK] , [SEP]",non_morphemic,6.070992326259776
952,drogadicto,drogadicto##s,plur,3,artificial,0.0010066678514704108,singular,singular,es,s,[MASK] drogadicto##s [MASK],"[CLS] , [MASK] , drogadic , ##to , ##s , [MASK] , [SEP]",non_morphemic,6.901109559306799
953,drogadicto,drogadicto##s,plur,3,artificial,0.00638772826641798,plural,plural,son,s,[MASK] drogadicto##s [MASK],"[CLS] , [MASK] , drogadic , ##to , ##s , [MASK] , [SEP]",non_morphemic,5.05337658766533
954,agravio,agravio,sing,2,default,0.010186745785176754,singular,singular,es,s,[MASK] agravio [MASK],"[CLS] , [MASK] , agrav , ##io , [MASK] , [SEP]",non_morphemic,4.586667836512643
955,agravio,agravio,sing,2,default,0.000504309544339776,plural,plural,son,s,[MASK] agravio [MASK],"[CLS] , [MASK] , agrav , ##io , [MASK] , [SEP]",non_morphemic,7.592320303144018
956,agravio,agravios,plur,2,default,0.000505443720612675,singular,singular,es,s,[MASK] agravios [MASK],"[CLS] , [MASK] , agrav , ##ios , [MASK] , [SEP]",non_morphemic,7.590073859801404
957,agravio,agravios,plur,2,default,0.0017623172607272863,plural,plural,son,s,[MASK] agravios [MASK],"[CLS] , [MASK] , agrav , ##ios , [MASK] , [SEP]",non_morphemic,6.3411257105100445
958,agravio,agravio##s,plur,3,artificial,0.0006748748710379004,singular,singular,es,s,[MASK] agravio##s [MASK],"[CLS] , [MASK] , agrav , ##io , ##s , [MASK] , [SEP]",non_morphemic,7.30098326051619
959,agravio,agravio##s,plur,3,artificial,0.0032048604916781187,plural,plural,son,s,[MASK] agravio##s [MASK],"[CLS] , [MASK] , agrav , ##io , ##s , [MASK] , [SEP]",non_morphemic,5.74308671789445
960,bárbaro,bárbaro,sing,2,default,0.0072864023968577385,singular,singular,es,s,[MASK] bárbaro [MASK],"[CLS] , [MASK] , bárbar , ##o , [MASK] , [SEP]",non_morphemic,4.921745353145393
961,bárbaro,bárbaro,sing,2,default,0.0003261780657339841,plural,plural,son,s,[MASK] bárbaro [MASK],"[CLS] , [MASK] , bárbar , ##o , [MASK] , [SEP]",non_morphemic,8.028067111810158
962,bárbaro,bárbaros,plur,2,default,0.0015605975640937686,singular,singular,es,s,[MASK] bárbaros [MASK],"[CLS] , [MASK] , bárbar , ##os , [MASK] , [SEP]",non_morphemic,6.462686477160847
963,bárbaro,bárbaros,plur,2,default,0.006589700933545828,plural,plural,son,s,[MASK] bárbaros [MASK],"[CLS] , [MASK] , bárbar , ##os , [MASK] , [SEP]",non_morphemic,5.02224731335702
964,bárbaro,bárbaro##s,plur,3,artificial,0.0012403943110257387,singular,singular,es,s,[MASK] bárbaro##s [MASK],"[CLS] , [MASK] , bárbar , ##o , ##s , [MASK] , [SEP]",non_morphemic,6.692325957151482
965,bárbaro,bárbaro##s,plur,3,artificial,0.0069489371962845325,plural,plural,son,s,[MASK] bárbaro##s [MASK],"[CLS] , [MASK] , bárbar , ##o , ##s , [MASK] , [SEP]",non_morphemic,4.969166552497015
966,lance,lance,sing,2,default,0.01728556491434574,singular,singular,es,s,[MASK] lance [MASK],"[CLS] , [MASK] , lan , ##ce , [MASK] , [SEP]",non_morphemic,4.057883523796887
967,lance,lance,sing,2,default,0.0011305395746603608,plural,plural,son,s,[MASK] lance [MASK],"[CLS] , [MASK] , lan , ##ce , [MASK] , [SEP]",non_morphemic,6.785060260525157
968,lance,lances,plur,2,default,0.002120119286701083,singular,singular,es,s,[MASK] lances [MASK],"[CLS] , [MASK] , lan , ##ces , [MASK] , [SEP]",non_morphemic,6.1562829245693305
969,lance,lances,plur,2,default,0.010302704758942127,plural,plural,son,s,[MASK] lances [MASK],"[CLS] , [MASK] , lan , ##ces , [MASK] , [SEP]",non_morphemic,4.575348820263809
970,lance,lance##s,plur,3,artificial,0.004741803742945194,singular,singular,es,s,[MASK] lance##s [MASK],"[CLS] , [MASK] , lan , ##ce , ##s , [MASK] , [SEP]",non_morphemic,5.35133767917447
971,lance,lance##s,plur,3,artificial,0.011611943133175373,plural,plural,son,s,[MASK] lance##s [MASK],"[CLS] , [MASK] , lan , ##ce , ##s , [MASK] , [SEP]",non_morphemic,4.455721130078096
972,duelista,duelista,sing,2,default,0.007394945248961449,singular,singular,es,s,[MASK] duelista [MASK],"[CLS] , [MASK] , due , ##lista , [MASK] , [SEP]",non_morphemic,4.906958586638337
973,duelista,duelista,sing,2,default,0.0010667952010408044,plural,plural,son,s,[MASK] duelista [MASK],"[CLS] , [MASK] , due , ##lista , [MASK] , [SEP]",non_morphemic,6.843096264128471
974,duelista,duelistas,plur,2,default,0.0009441344882361591,singular,singular,es,s,[MASK] duelistas [MASK],"[CLS] , [MASK] , due , ##listas , [MASK] , [SEP]",non_morphemic,6.9652419356142765
975,duelista,duelistas,plur,2,default,0.016334259882569313,plural,plural,son,s,[MASK] duelistas [MASK],"[CLS] , [MASK] , due , ##listas , [MASK] , [SEP]",non_morphemic,4.114490543644321
976,duelista,duelista##s,plur,3,artificial,0.0006431833608075976,singular,singular,es,s,[MASK] duelista##s [MASK],"[CLS] , [MASK] , due , ##lista , ##s , [MASK] , [SEP]",non_morphemic,7.349080709825309
977,duelista,duelista##s,plur,3,artificial,0.013515546917915344,plural,plural,son,s,[MASK] duelista##s [MASK],"[CLS] , [MASK] , due , ##lista , ##s , [MASK] , [SEP]",non_morphemic,4.303914632598199
978,contendiente,contendiente,sing,2,default,0.014918440952897072,singular,singular,es,s,[MASK] contendiente [MASK],"[CLS] , [MASK] , conten , ##diente , [MASK] , [SEP]",non_morphemic,4.205157183440032
979,contendiente,contendiente,sing,2,default,0.0010649107862263918,plural,plural,son,s,[MASK] contendiente [MASK],"[CLS] , [MASK] , conten , ##diente , [MASK] , [SEP]",non_morphemic,6.84486425213106
980,contendiente,contendientes,plur,2,default,0.0002774295280687511,singular,singular,es,s,[MASK] contendientes [MASK],"[CLS] , [MASK] , conten , ##dientes , [MASK] , [SEP]",non_morphemic,8.189943609934685
981,contendiente,contendientes,plur,2,default,0.008286447264254093,plural,plural,son,s,[MASK] contendientes [MASK],"[CLS] , [MASK] , conten , ##dientes , [MASK] , [SEP]",non_morphemic,4.793133958476427
982,contendiente,contendiente##s,plur,3,artificial,0.0012031886726617813,singular,singular,es,s,[MASK] contendiente##s [MASK],"[CLS] , [MASK] , conten , ##diente , ##s , [MASK] , [SEP]",non_morphemic,6.722780019156613
983,contendiente,contendiente##s,plur,3,artificial,0.03647833317518234,plural,plural,son,s,[MASK] contendiente##s [MASK],"[CLS] , [MASK] , conten , ##diente , ##s , [MASK] , [SEP]",non_morphemic,3.3110368062896756
984,estría,estría,sing,2,default,0.007867062464356422,singular,singular,es,s,[MASK] estría [MASK],"[CLS] , [MASK] , est , ##ría , [MASK] , [SEP]",non_morphemic,4.845070543618705
985,estría,estría,sing,2,default,0.0004289574280846864,plural,plural,son,s,[MASK] estría [MASK],"[CLS] , [MASK] , est , ##ría , [MASK] , [SEP]",non_morphemic,7.75415287919423
986,estría,estrías,plur,2,default,0.0008558222325518727,singular,singular,es,s,[MASK] estrías [MASK],"[CLS] , [MASK] , est , ##rías , [MASK] , [SEP]",non_morphemic,7.063447875641885
987,estría,estrías,plur,2,default,0.0057309954427182674,plural,plural,son,s,[MASK] estrías [MASK],"[CLS] , [MASK] , est , ##rías , [MASK] , [SEP]",non_morphemic,5.161866038611201
988,estría,estría##s,plur,3,artificial,0.0029106454458087683,singular,singular,es,s,[MASK] estría##s [MASK],"[CLS] , [MASK] , est , ##ría , ##s , [MASK] , [SEP]",non_morphemic,5.839380419709889
989,estría,estría##s,plur,3,artificial,0.021296493709087372,plural,plural,son,s,[MASK] estría##s [MASK],"[CLS] , [MASK] , est , ##ría , ##s , [MASK] , [SEP]",non_morphemic,3.8492128344140646
990,estratega,estratega,sing,2,default,0.01021159440279007,singular,singular,es,s,[MASK] estratega [MASK],"[CLS] , [MASK] , estrate , ##ga , [MASK] , [SEP]",non_morphemic,4.584231498097302
991,estratega,estratega,sing,2,default,0.0002767236437648535,plural,plural,son,s,[MASK] estratega [MASK],"[CLS] , [MASK] , estrate , ##ga , [MASK] , [SEP]",non_morphemic,8.192491225725995
992,estratega,estrategas,plur,2,default,0.0006494549452327192,singular,singular,es,s,[MASK] estrategas [MASK],"[CLS] , [MASK] , estrate , ##gas , [MASK] , [SEP]",non_morphemic,7.339377092646601
993,estratega,estrategas,plur,2,default,0.012785661965608597,plural,plural,son,s,[MASK] estrategas [MASK],"[CLS] , [MASK] , estrate , ##gas , [MASK] , [SEP]",non_morphemic,4.359430894840319
994,estratega,estratega##s,plur,3,artificial,0.001417276100255549,singular,singular,es,s,[MASK] estratega##s [MASK],"[CLS] , [MASK] , estrate , ##ga , ##s , [MASK] , [SEP]",non_morphemic,6.559018488802748
995,estratega,estratega##s,plur,3,artificial,0.017366696149110794,plural,plural,son,s,[MASK] estratega##s [MASK],"[CLS] , [MASK] , estrate , ##ga , ##s , [MASK] , [SEP]",non_morphemic,4.053200921246831
996,inventor,inventor,sing,2,default,0.0028517518658190966,singular,singular,es,es,[MASK] inventor [MASK],"[CLS] , [MASK] , invento , ##r , [MASK] , [SEP]",non_morphemic,5.859821783784859
997,inventor,inventor,sing,2,default,0.0002240554749732837,plural,plural,son,es,[MASK] inventor [MASK],"[CLS] , [MASK] , invento , ##r , [MASK] , [SEP]",non_morphemic,8.40361688064022
998,inventor,inventores,plur,2,default,0.0005418396322056651,singular,singular,es,es,[MASK] inventores [MASK],"[CLS] , [MASK] , invento , ##res , [MASK] , [SEP]",non_morphemic,7.52054048184557
999,inventor,inventores,plur,2,default,0.011265591718256474,plural,plural,son,es,[MASK] inventores [MASK],"[CLS] , [MASK] , invento , ##res , [MASK] , [SEP]",non_morphemic,4.486002179335268
1000,inventor,inventor##es,plur,3,artificial,0.0007261332939378917,singular,singular,es,es,[MASK] inventor##es [MASK],"[CLS] , [MASK] , invento , ##r , ##es , [MASK] , [SEP]",non_morphemic,7.227776959526565
1001,inventor,inventor##es,plur,3,artificial,0.009974002838134766,plural,plural,son,es,[MASK] inventor##es [MASK],"[CLS] , [MASK] , invento , ##r , ##es , [MASK] , [SEP]",non_morphemic,4.607773287304932
