,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
225,225,mckoo,mckoos,plur,5,default,2.479280010447837e-05,plural,plural,grandes,s,[MASK] mckoos [MASK],"[CLS] , [MASK] , m , ##c , ##k , ##oo , ##s , [MASK] , [SEP]",morphemic,10.60495726531168,-1.7821464220102303,1.78214642201023
227,227,mckoo,mckoo##s,plur,5,artificial,2.479280010447837e-05,plural,plural,grandes,s,[MASK] mckoo##s [MASK],"[CLS] , [MASK] , m , ##c , ##k , ##oo , ##s , [MASK] , [SEP]",morphemic,10.60495726531168,-1.7821464220102303,1.78214642201023
229,229,mccoa,mccoa,sing,3,default,2.136641796823824e-07,plural,plural,grandes,s,[MASK] mccoa [MASK],"[CLS] , [MASK] , m , ##c , ##coa , [MASK] , [SEP]",morphemic,15.358860308313623,4.167553043336909,-4.167553043336909
231,231,mccoa,mccoas,plur,4,default,1.5525039998465218e-05,plural,plural,grandes,s,[MASK] mccoas [MASK],"[CLS] , [MASK] , m , ##c , ##coa , ##s , [MASK] , [SEP]",morphemic,11.073056353757377,-2.1899260769283977,2.1899260769283986
233,233,mccoa,mccoa##s,plur,4,artificial,1.5525039998465218e-05,plural,plural,grandes,s,[MASK] mccoa##s [MASK],"[CLS] , [MASK] , m , ##c , ##coa , ##s , [MASK] , [SEP]",morphemic,11.073056353757377,-2.1899260769283977,2.1899260769283986
235,235,knio,knio,sing,2,default,1.9230947145842947e-06,plural,plural,grandes,s,[MASK] knio [MASK],"[CLS] , [MASK] , k , ##nio , [MASK] , [SEP]",morphemic,13.161574839016572,3.3206692061834158,-3.3206692061834167
237,237,knio,knios,plur,3,default,0.0001650293706916,plural,plural,grandes,s,[MASK] knios [MASK],"[CLS] , [MASK] , k , ##nio , ##s , [MASK] , [SEP]",morphemic,8.709387095712879,-3.259606365124178,3.2596063651240117
239,239,knio,knio##s,plur,3,artificial,0.0001650293706916,plural,plural,grandes,s,[MASK] knio##s [MASK],"[CLS] , [MASK] , k , ##nio , ##s , [MASK] , [SEP]",morphemic,8.709387095712879,-3.259606365124178,3.2596063651240117
241,241,ploo,ploo,sing,2,default,1.9713847905222792e-06,plural,plural,grandes,s,[MASK] ploo [MASK],"[CLS] , [MASK] , pl , ##oo , [MASK] , [SEP]",morphemic,13.136774322809114,3.0276364888826652,-3.0276364888826657
243,243,ploo,ploos,plur,3,default,4.3615193135337904e-05,plural,plural,grandes,s,[MASK] ploos [MASK],"[CLS] , [MASK] , pl , ##oo , ##s , [MASK] , [SEP]",morphemic,10.04010500190277,-2.3976164797364756,2.397616479736476
245,245,ploo,ploo##s,plur,3,artificial,4.3615193135337904e-05,plural,plural,grandes,s,[MASK] ploo##s [MASK],"[CLS] , [MASK] , pl , ##oo , ##s , [MASK] , [SEP]",morphemic,10.04010500190277,-2.3976164797364756,2.397616479736476
247,247,fliao,fliao,sing,2,default,1.023095478558389e-06,plural,plural,grandes,s,[MASK] fliao [MASK],"[CLS] , [MASK] , fl , ##iao , [MASK] , [SEP]",morphemic,13.792677743425804,3.9864405804569287,-3.9864405804569296
249,249,fliao,fliaos,plur,3,default,4.844267459702678e-05,plural,plural,grandes,s,[MASK] fliaos [MASK],"[CLS] , [MASK] , fl , ##iao , ##s , [MASK] , [SEP]",morphemic,9.935129426166435,-2.38685330528806,2.3868533052880583
251,251,fliao,fliao##s,plur,3,artificial,4.844267459702678e-05,plural,plural,grandes,s,[MASK] fliao##s [MASK],"[CLS] , [MASK] , fl , ##iao , ##s , [MASK] , [SEP]",morphemic,9.935129426166435,-2.38685330528806,2.3868533052880583
253,253,stoo,stoo,sing,2,default,2.0192633201077115e-06,plural,plural,grandes,s,[MASK] stoo [MASK],"[CLS] , [MASK] , st , ##oo , [MASK] , [SEP]",morphemic,13.112777806083816,2.7389745136201142,-2.7389745136201133
255,255,stoo,stoos,plur,3,default,0.0001090597434085,plural,plural,grandes,s,[MASK] stoos [MASK],"[CLS] , [MASK] , st , ##oo , ##s , [MASK] , [SEP]",morphemic,9.123614721223763,-2.619248399701741,2.619248399701013
257,257,stoo,stoo##s,plur,3,artificial,0.0001090597434085,plural,plural,grandes,s,[MASK] stoo##s [MASK],"[CLS] , [MASK] , st , ##oo , ##s , [MASK] , [SEP]",morphemic,9.123614721223763,-2.619248399701741,2.619248399701013
259,259,spuo,spuo,sing,2,default,6.592417776118964e-07,plural,plural,grandes,s,[MASK] spuo [MASK],"[CLS] , [MASK] , sp , ##uo , [MASK] , [SEP]",morphemic,14.2321754841277,3.9258918742647815,-3.9258918742647806
261,261,spuo,spuos,plur,3,default,1.940135371114593e-05,plural,plural,grandes,s,[MASK] spuos [MASK],"[CLS] , [MASK] , sp , ##uo , ##s , [MASK] , [SEP]",morphemic,10.85016771540438,-2.15147207584282,2.151472075842821
263,263,spuo,spuo##s,plur,3,artificial,1.940135371114593e-05,plural,plural,grandes,s,[MASK] spuo##s [MASK],"[CLS] , [MASK] , sp , ##uo , ##s , [MASK] , [SEP]",morphemic,10.85016771540438,-2.15147207584282,2.151472075842821
265,265,waa,waa,sing,2,default,3.254152716181125e-07,plural,plural,grandes,s,[MASK] waa [MASK],"[CLS] , [MASK] , w , ##aa , [MASK] , [SEP]",morphemic,14.9381637114308,3.5853013714362607,-3.5853013714362616
267,267,waa,waas,plur,3,default,1.302678901993204e-05,plural,plural,grandes,s,[MASK] waas [MASK],"[CLS] , [MASK] , w , ##aa , ##s , [MASK] , [SEP]",morphemic,11.24850262697898,-0.08152767079797663,0.08152767079797472
269,269,waa,waa##s,plur,3,artificial,1.302678901993204e-05,plural,plural,grandes,s,[MASK] waa##s [MASK],"[CLS] , [MASK] , w , ##aa , ##s , [MASK] , [SEP]",morphemic,11.24850262697898,-0.08152767079797663,0.08152767079797472
271,271,dwuo,dwuo,sing,3,default,8.460509093310975e-07,plural,plural,grandes,s,[MASK] dwuo [MASK],"[CLS] , [MASK] , d , ##w , ##uo , [MASK] , [SEP]",morphemic,13.982686302636422,2.2444171851184453,-2.244417185118447
273,273,dwuo,dwuos,plur,4,default,2.794958891172428e-05,plural,plural,grandes,s,[MASK] dwuos [MASK],"[CLS] , [MASK] , d , ##w , ##uo , ##s , [MASK] , [SEP]",morphemic,10.485108066459729,-2.8059387202775348,2.8059387202775374
275,275,dwuo,dwuo##s,plur,4,artificial,2.794958891172428e-05,plural,plural,grandes,s,[MASK] dwuo##s [MASK],"[CLS] , [MASK] , d , ##w , ##uo , ##s , [MASK] , [SEP]",morphemic,10.485108066459729,-2.8059387202775348,2.8059387202775374
277,277,scro,scro,sing,2,default,4.953897132509155e-07,plural,plural,grandes,s,[MASK] scro [MASK],"[CLS] , [MASK] , s , ##cro , [MASK] , [SEP]",morphemic,14.5179210846386,2.603925700764627,-2.603925700764627
279,279,scro,scros,plur,3,default,7.092537089192774e-06,plural,plural,grandes,s,[MASK] scros [MASK],"[CLS] , [MASK] , s , ##cro , ##s , [MASK] , [SEP]",morphemic,11.856467440923144,-1.4800672521503877,1.4800672521503886
281,281,scro,scro##s,plur,3,artificial,7.092537089192774e-06,plural,plural,grandes,s,[MASK] scro##s [MASK],"[CLS] , [MASK] , s , ##cro , ##s , [MASK] , [SEP]",morphemic,11.856467440923144,-1.4800672521503877,1.4800672521503886
283,283,schmia,schmia,sing,3,default,1.1041846619264106e-06,plural,plural,grandes,s,[MASK] schmia [MASK],"[CLS] , [MASK] , s , ##ch , ##mia , [MASK] , [SEP]",morphemic,13.716403357859118,2.939076445825842,-2.939076445825842
285,285,schmia,schmias,plur,4,default,1.5051733498694375e-05,plural,plural,grandes,s,[MASK] schmias [MASK],"[CLS] , [MASK] , s , ##ch , ##mia , ##s , [MASK] , [SEP]",morphemic,11.1040173907649,-1.9922523308178715,1.992252330817871
287,287,schmia,schmia##s,plur,4,artificial,1.5051733498694375e-05,plural,plural,grandes,s,[MASK] schmia##s [MASK],"[CLS] , [MASK] , s , ##ch , ##mia , ##s , [MASK] , [SEP]",morphemic,11.1040173907649,-1.9922523308178715,1.992252330817871
289,289,whoa,whoa,sing,2,default,1.7797575537770172e-06,plural,plural,grandes,s,[MASK] whoa [MASK],"[CLS] , [MASK] , w , ##hoa , [MASK] , [SEP]",morphemic,13.239033408680374,1.6973657572193002,-1.6973657572192995
291,291,whoa,whoas,plur,3,default,2.9642626032000408e-05,plural,plural,grandes,s,[MASK] whoas [MASK],"[CLS] , [MASK] , w , ##hoa , ##s , [MASK] , [SEP]",morphemic,10.426297163890055,-2.178607051639821,2.1786070516398186
293,293,whoa,whoa##s,plur,3,artificial,2.9642626032000408e-05,plural,plural,grandes,s,[MASK] whoa##s [MASK],"[CLS] , [MASK] , w , ##hoa , ##s , [MASK] , [SEP]",morphemic,10.426297163890055,-2.178607051639821,2.1786070516398186
295,295,czio,czio,sing,2,default,7.440368108291295e-07,plural,plural,grandes,s,[MASK] czio [MASK],"[CLS] , [MASK] , c , ##zio , [MASK] , [SEP]",morphemic,14.111175326416388,3.5465373844033827,-3.546537384403383
297,297,czio,czios,plur,3,default,1.6383377442252822e-05,plural,plural,grandes,s,[MASK] czios [MASK],"[CLS] , [MASK] , c , ##zio , ##s , [MASK] , [SEP]",morphemic,11.01924330773849,-1.3544577683591061,1.3544577683591075
299,299,czio,czio##s,plur,3,artificial,1.6383377442252822e-05,plural,plural,grandes,s,[MASK] czio##s [MASK],"[CLS] , [MASK] , c , ##zio , ##s , [MASK] , [SEP]",morphemic,11.01924330773849,-1.3544577683591061,1.3544577683591075
301,301,fea,fea,sing,1,default,1.302657096857729e-06,plural,plural,grandes,s,[MASK] fea [MASK],"[CLS] , [MASK] , fea , [MASK] , [SEP]",morphemic,13.551104458800944,4.616482740681942,-4.616482740681487
303,303,fea,feas,plur,2,default,7.936750625958666e-05,plural,plural,grandes,s,[MASK] feas [MASK],"[CLS] , [MASK] , fea , ##s , [MASK] , [SEP]",morphemic,9.441421514536302,-3.319845187430383,3.319845187430381
305,305,fea,fea##s,plur,2,artificial,7.936750625958666e-05,plural,plural,grandes,s,[MASK] fea##s [MASK],"[CLS] , [MASK] , fea , ##s , [MASK] , [SEP]",morphemic,9.441421514536302,-3.319845187430383,3.319845187430381
307,307,veo,veo,sing,1,default,8.482487828587182e-06,plural,plural,grandes,s,[MASK] veo [MASK],"[CLS] , [MASK] , veo , [MASK] , [SEP]",morphemic,11.67750677517415,1.5214147415876464,-1.5214147415876458
309,309,veo,veos,plur,2,default,4.683756560552865e-05,plural,plural,grandes,s,[MASK] veos [MASK],"[CLS] , [MASK] , veo , ##s , [MASK] , [SEP]",morphemic,9.968824993140274,-1.8643349777535896,1.8643349777535914
311,311,veo,veo##s,plur,2,artificial,4.683756560552865e-05,plural,plural,grandes,s,[MASK] veo##s [MASK],"[CLS] , [MASK] , veo , ##s , [MASK] , [SEP]",morphemic,9.968824993140274,-1.8643349777535896,1.8643349777535914
313,313,mcfia,mcfia,sing,3,default,3.573878188944946e-07,plural,plural,grandes,s,[MASK] mcfia [MASK],"[CLS] , [MASK] , m , ##c , ##fia , [MASK] , [SEP]",morphemic,14.844444317357882,4.765694501556501,-4.765694501556504
315,315,mcfia,mcfias,plur,4,default,2.4203978682635352e-05,plural,plural,grandes,s,[MASK] mcfias [MASK],"[CLS] , [MASK] , m , ##c , ##fia , ##s , [MASK] , [SEP]",morphemic,10.628993529941848,-3.383623176672799,3.3836231766728004
317,317,mcfia,mcfia##s,plur,4,artificial,2.4203978682635352e-05,plural,plural,grandes,s,[MASK] mcfia##s [MASK],"[CLS] , [MASK] , m , ##c , ##fia , ##s , [MASK] , [SEP]",morphemic,10.628993529941848,-3.383623176672799,3.3836231766728004
319,319,typea,typea,sing,3,default,1.541743586130906e-06,plural,plural,grandes,s,[MASK] typea [MASK],"[CLS] , [MASK] , t , ##y , ##pea , [MASK] , [SEP]",morphemic,13.38259658320611,3.770343830490207,-3.770343830490207
321,321,typea,typeas,plur,4,default,2.843476613634266e-05,plural,plural,grandes,s,[MASK] typeas [MASK],"[CLS] , [MASK] , t , ##y , ##pea , ##s , [MASK] , [SEP]",morphemic,10.467898001739329,-1.6417255907585027,1.6417255907585047
323,323,typea,typea##s,plur,4,artificial,2.843476613634266e-05,plural,plural,grandes,s,[MASK] typea##s [MASK],"[CLS] , [MASK] , t , ##y , ##pea , ##s , [MASK] , [SEP]",morphemic,10.467898001739329,-1.6417255907585027,1.6417255907585047
325,325,shiao,shiao,sing,2,default,1.0551523246249417e-06,plural,plural,grandes,s,[MASK] shiao [MASK],"[CLS] , [MASK] , sh , ##iao , [MASK] , [SEP]",morphemic,13.761825417927792,3.9691905856475103,-3.9691905856475116
327,327,shiao,shiaos,plur,3,default,3.770459079532884e-05,plural,plural,grandes,s,[MASK] shiaos [MASK],"[CLS] , [MASK] , sh , ##iao , ##s , [MASK] , [SEP]",morphemic,10.185728699164502,-2.2083462574367125,2.208346257436711
329,329,shiao,shiao##s,plur,3,artificial,3.770459079532884e-05,plural,plural,grandes,s,[MASK] shiao##s [MASK],"[CLS] , [MASK] , sh , ##iao , ##s , [MASK] , [SEP]",morphemic,10.185728699164502,-2.2083462574367125,2.208346257436711
331,331,mcea,mcea,sing,2,default,3.787882860706304e-07,plural,plural,grandes,s,[MASK] mcea [MASK],"[CLS] , [MASK] , m , ##cea , [MASK] , [SEP]",morphemic,14.786288399896613,3.8184594536381677,-3.8184594536381677
333,333,mcea,mceas,plur,3,default,3.297039438621141e-05,plural,plural,grandes,s,[MASK] mceas [MASK],"[CLS] , [MASK] , m , ##cea , ##s , [MASK] , [SEP]",morphemic,10.319900538980344,-2.8996982494799504,2.899698249479952
335,335,mcea,mcea##s,plur,3,artificial,3.297039438621141e-05,plural,plural,grandes,s,[MASK] mcea##s [MASK],"[CLS] , [MASK] , m , ##cea , ##s , [MASK] , [SEP]",morphemic,10.319900538980344,-2.8996982494799504,2.899698249479952
337,337,schwoa,schwoa,sing,4,default,6.425203764592879e-07,plural,plural,grandes,s,[MASK] schwoa [MASK],"[CLS] , [MASK] , s , ##ch , ##w , ##oa , [MASK] , [SEP]",morphemic,14.257867306346403,3.541550686605879,-3.5415506866058784
339,339,schwoa,schwoas,plur,5,default,7.339460353250615e-06,plural,plural,grandes,s,[MASK] schwoas [MASK],"[CLS] , [MASK] , s , ##ch , ##w , ##oa , ##s , [MASK] , [SEP]",morphemic,11.82224523939618,0.1315697612302955,-0.13156976123029582
341,341,schwoa,schwoa##s,plur,5,artificial,7.339460353250615e-06,plural,plural,grandes,s,[MASK] schwoa##s [MASK],"[CLS] , [MASK] , s , ##ch , ##w , ##oa , ##s , [MASK] , [SEP]",morphemic,11.82224523939618,0.1315697612302955,-0.13156976123029582
343,343,symbaa,symbaa,sing,4,default,1.1747460604283333e-07,plural,plural,grandes,s,[MASK] symbaa [MASK],"[CLS] , [MASK] , s , ##y , ##mb , ##aa , [MASK] , [SEP]",morphemic,15.957043645503624,4.68937499596022,-4.689374995960221
345,345,symbaa,symbaas,plur,5,default,8.810914550849702e-06,plural,plural,grandes,s,[MASK] symbaas [MASK],"[CLS] , [MASK] , s , ##y , ##mb , ##aa , ##s , [MASK] , [SEP]",morphemic,11.639519315134912,-1.2894029479828273,1.2894029479828257
347,347,symbaa,symbaa##s,plur,5,artificial,8.810914550849702e-06,plural,plural,grandes,s,[MASK] symbaa##s [MASK],"[CLS] , [MASK] , s , ##y , ##mb , ##aa , ##s , [MASK] , [SEP]",morphemic,11.639519315134912,-1.2894029479828273,1.2894029479828257
349,349,kua,kua,sing,2,default,1.091263357011485e-06,plural,plural,grandes,s,[MASK] kua [MASK],"[CLS] , [MASK] , k , ##ua , [MASK] , [SEP]",morphemic,13.728174489765346,3.408223082394814,-3.408223082394814
351,351,kua,kuas,plur,3,default,7.629688479937613e-05,plural,plural,grandes,s,[MASK] kuas [MASK],"[CLS] , [MASK] , k , ##ua , ##s , [MASK] , [SEP]",morphemic,9.480878448824845,-3.295617082657831,3.2956170826578317
353,353,kua,kua##s,plur,3,artificial,7.629688479937613e-05,plural,plural,grandes,s,[MASK] kua##s [MASK],"[CLS] , [MASK] , k , ##ua , ##s , [MASK] , [SEP]",morphemic,9.480878448824845,-3.295617082657831,3.2956170826578317
355,355,schmea,schmea,sing,3,default,7.592580004711635e-07,plural,plural,grandes,s,[MASK] schmea [MASK],"[CLS] , [MASK] , s , ##ch , ##mea , [MASK] , [SEP]",morphemic,14.090924195741644,3.505413033870184,-3.5054130338701834
357,357,schmea,schmeas,plur,4,default,7.002166967140511e-06,plural,plural,grandes,s,[MASK] schmeas [MASK],"[CLS] , [MASK] , s , ##ch , ##mea , ##s , [MASK] , [SEP]",morphemic,11.869290890080498,0.29776383963772624,-0.29776383963772496
359,359,schmea,schmea##s,plur,4,artificial,7.002166967140511e-06,plural,plural,grandes,s,[MASK] schmea##s [MASK],"[CLS] , [MASK] , s , ##ch , ##mea , ##s , [MASK] , [SEP]",morphemic,11.869290890080498,0.29776383963772624,-0.29776383963772496
361,361,spoa,spoa,sing,2,default,4.794697815668769e-06,plural,plural,grandes,s,[MASK] spoa [MASK],"[CLS] , [MASK] , sp , ##oa , [MASK] , [SEP]",morphemic,12.247999872330348,2.5049932994999207,-2.504993299499918
363,363,spoa,spoas,plur,3,default,2.2559555873158388e-05,plural,plural,grandes,s,[MASK] spoas [MASK],"[CLS] , [MASK] , sp , ##oa , ##s , [MASK] , [SEP]",morphemic,10.699351818001674,-1.0814295468896713,1.0814295468896724
365,365,spoa,spoa##s,plur,3,artificial,2.2559555873158388e-05,plural,plural,grandes,s,[MASK] spoa##s [MASK],"[CLS] , [MASK] , sp , ##oa , ##s , [MASK] , [SEP]",morphemic,10.699351818001674,-1.0814295468896713,1.0814295468896724
367,367,ghoa,ghoa,sing,2,default,3.3964145131903933e-06,plural,plural,grandes,s,[MASK] ghoa [MASK],"[CLS] , [MASK] , g , ##hoa , [MASK] , [SEP]",morphemic,12.592790237720454,1.6054888061921844,-1.605488806192184
369,369,ghoa,ghoas,plur,3,default,4.944819011143409e-05,plural,plural,grandes,s,[MASK] ghoas [MASK],"[CLS] , [MASK] , g , ##hoa , ##s , [MASK] , [SEP]",morphemic,9.914585100940812,-2.6263885615255127,2.6263885615255127
371,371,ghoa,ghoa##s,plur,3,artificial,4.944819011143409e-05,plural,plural,grandes,s,[MASK] ghoa##s [MASK],"[CLS] , [MASK] , g , ##hoa , ##s , [MASK] , [SEP]",morphemic,9.914585100940812,-2.6263885615255127,2.6263885615255127
373,373,twaa,twaa,sing,3,default,1.121635932577192e-06,plural,plural,grandes,s,[MASK] twaa [MASK],"[CLS] , [MASK] , t , ##w , ##aa , [MASK] , [SEP]",morphemic,13.700722284288036,3.577616773736727,-3.5776167737367297
375,375,twaa,twaas,plur,4,default,1.4678077604912689e-05,plural,plural,grandes,s,[MASK] twaas [MASK],"[CLS] , [MASK] , t , ##w , ##aa , ##s , [MASK] , [SEP]",morphemic,11.129155496696864,-0.09551044501805528,0.0955104450180559
377,377,twaa,twaa##s,plur,4,artificial,1.4678077604912689e-05,plural,plural,grandes,s,[MASK] twaa##s [MASK],"[CLS] , [MASK] , t , ##w , ##aa , ##s , [MASK] , [SEP]",morphemic,11.129155496696864,-0.09551044501805528,0.0955104450180559
379,379,phua,phua,sing,2,default,1.0888370525208302e-06,plural,plural,grandes,s,[MASK] phua [MASK],"[CLS] , [MASK] , p , ##hua , [MASK] , [SEP]",morphemic,13.730400355584925,3.240042696206885,-3.2400426962068827
381,381,phua,phuas,plur,3,default,3.685422780108638e-05,plural,plural,grandes,s,[MASK] phuas [MASK],"[CLS] , [MASK] , p , ##hua , ##s , [MASK] , [SEP]",morphemic,10.208540215894,-1.4864979238267892,1.4864979238267888
383,383,phua,phua##s,plur,3,artificial,3.685422780108638e-05,plural,plural,grandes,s,[MASK] phua##s [MASK],"[CLS] , [MASK] , p , ##hua , ##s , [MASK] , [SEP]",morphemic,10.208540215894,-1.4864979238267892,1.4864979238267888
385,385,ja,ja,sing,1,default,6.752902663720306e-07,plural,plural,grandes,s,[MASK] ja [MASK],"[CLS] , [MASK] , ja , [MASK] , [SEP]",morphemic,14.208123214252954,1.8572778901325702,-1.85727789013257
387,387,ja,jas,plur,2,default,1.710025389911607e-05,plural,plural,grandes,s,[MASK] jas [MASK],"[CLS] , [MASK] , ja , ##s , [MASK] , [SEP]",morphemic,10.976417246664363,-1.3625697461028121,1.3625697461028123
389,389,ja,ja##s,plur,2,artificial,1.710025389911607e-05,plural,plural,grandes,s,[MASK] ja##s [MASK],"[CLS] , [MASK] , ja , ##s , [MASK] , [SEP]",morphemic,10.976417246664363,-1.3625697461028121,1.3625697461028123
391,391,creo,creo,sing,1,default,8.245072422141675e-06,plural,plural,grandes,s,[MASK] creo [MASK],"[CLS] , [MASK] , creo , [MASK] , [SEP]",morphemic,11.70589481822638,1.068228692903654,-1.068228692903654
393,393,creo,creos,plur,2,default,0.0002047136076726,plural,plural,grandes,s,[MASK] creos [MASK],"[CLS] , [MASK] , creo , ##s , [MASK] , [SEP]",morphemic,8.493898591333528,-3.654170930115603,3.654170930115594
395,395,creo,creo##s,plur,2,artificial,0.0002047136076726,plural,plural,grandes,s,[MASK] creo##s [MASK],"[CLS] , [MASK] , creo , ##s , [MASK] , [SEP]",morphemic,8.493898591333528,-3.654170930115603,3.654170930115594
397,397,mcclo,mcclo,sing,3,default,3.34511753408151e-07,plural,plural,grandes,s,[MASK] mcclo [MASK],"[CLS] , [MASK] , m , ##c , ##clo , [MASK] , [SEP]",morphemic,14.910593820751329,3.7939719142253043,-3.793971914225304
399,399,mcclo,mcclos,plur,4,default,1.465840068703983e-05,plural,plural,grandes,s,[MASK] mcclos [MASK],"[CLS] , [MASK] , m , ##c , ##clo , ##s , [MASK] , [SEP]",morphemic,11.130496961110405,-2.5483398002332756,2.548339800233275
401,401,mcclo,mcclo##s,plur,4,artificial,1.465840068703983e-05,plural,plural,grandes,s,[MASK] mcclo##s [MASK],"[CLS] , [MASK] , m , ##c , ##clo , ##s , [MASK] , [SEP]",morphemic,11.130496961110405,-2.5483398002332756,2.548339800233275
403,403,gliao,gliao,sing,2,default,1.4136305708234431e-06,plural,plural,grandes,s,[MASK] gliao [MASK],"[CLS] , [MASK] , gl , ##iao , [MASK] , [SEP]",morphemic,13.46934928995558,4.216838785682269,-4.2168387856822696
405,405,gliao,gliaos,plur,3,default,9.488805517321452e-05,plural,plural,grandes,s,[MASK] gliaos [MASK],"[CLS] , [MASK] , gl , ##iao , ##s , [MASK] , [SEP]",morphemic,9.262812727781284,-2.7941962510641414,2.7941962510641427
407,407,gliao,gliao##s,plur,3,artificial,9.488805517321452e-05,plural,plural,grandes,s,[MASK] gliao##s [MASK],"[CLS] , [MASK] , gl , ##iao , ##s , [MASK] , [SEP]",morphemic,9.262812727781284,-2.7941962510641414,2.7941962510641427
409,409,tsoo,tsoo,sing,2,default,2.1113276034157025e-06,plural,plural,grandes,s,[MASK] tsoo [MASK],"[CLS] , [MASK] , ts , ##oo , [MASK] , [SEP]",morphemic,13.068193612405455,2.8788490219381444,-2.878849021938145
411,411,tsoo,tsoos,plur,3,default,4.860111221205443e-05,plural,plural,grandes,s,[MASK] tsoos [MASK],"[CLS] , [MASK] , ts , ##oo , ##s , [MASK] , [SEP]",morphemic,9.931864142297988,-2.705387139076544,2.705387139076544
413,413,tsoo,tsoo##s,plur,3,artificial,4.860111221205443e-05,plural,plural,grandes,s,[MASK] tsoo##s [MASK],"[CLS] , [MASK] , ts , ##oo , ##s , [MASK] , [SEP]",morphemic,9.931864142297988,-2.705387139076544,2.705387139076544
415,415,mckiao,mckiao,sing,4,default,9.15718089800066e-07,plural,plural,grandes,s,[MASK] mckiao [MASK],"[CLS] , [MASK] , m , ##c , ##k , ##iao , [MASK] , [SEP]",morphemic,13.903557281867796,3.665690518503114,-3.6656905185031143
417,417,mckiao,mckiaos,plur,5,default,2.0498919184319675e-05,plural,plural,grandes,s,[MASK] mckiaos [MASK],"[CLS] , [MASK] , m , ##c , ##k , ##iao , ##s , [MASK] , [SEP]",morphemic,10.795138395925916,-1.1448250021669555,1.1448250021669548
419,419,mckiao,mckiao##s,plur,5,artificial,2.0498919184319675e-05,plural,plural,grandes,s,[MASK] mckiao##s [MASK],"[CLS] , [MASK] , m , ##c , ##k , ##iao , ##s , [MASK] , [SEP]",morphemic,10.795138395925916,-1.1448250021669555,1.1448250021669548
421,421,dwaa,dwaa,sing,3,default,1.3568841268352116e-06,plural,plural,grandes,s,[MASK] dwaa [MASK],"[CLS] , [MASK] , d , ##w , ##aa , [MASK] , [SEP]",morphemic,13.510319569972433,3.067647868466695,-3.067647868466695
423,423,dwaa,dwaas,plur,4,default,2.9936369173810817e-05,plural,plural,grandes,s,[MASK] dwaas [MASK],"[CLS] , [MASK] , d , ##w , ##aa , ##s , [MASK] , [SEP]",morphemic,10.416436456406402,-0.8548670213947442,0.8548670213947444
425,425,dwaa,dwaa##s,plur,4,artificial,2.9936369173810817e-05,plural,plural,grandes,s,[MASK] dwaa##s [MASK],"[CLS] , [MASK] , d , ##w , ##aa , ##s , [MASK] , [SEP]",morphemic,10.416436456406402,-0.8548670213947442,0.8548670213947444
427,427,tio,tio,sing,1,default,3.6878444120702635e-07,plural,plural,grandes,s,[MASK] tio [MASK],"[CLS] , [MASK] , tio , [MASK] , [SEP]",morphemic,14.813053533770418,4.698016204584906,-4.698016204584906
429,429,tio,tios,plur,2,default,5.00400346936658e-05,plural,plural,grandes,s,[MASK] tios [MASK],"[CLS] , [MASK] , tio , ##s , [MASK] , [SEP]",morphemic,9.902687179047144,-3.5158204833802067,3.5158204833802076
431,431,tio,tio##s,plur,2,artificial,5.00400346936658e-05,plural,plural,grandes,s,[MASK] tio##s [MASK],"[CLS] , [MASK] , tio , ##s , [MASK] , [SEP]",morphemic,9.902687179047144,-3.5158204833802067,3.5158204833802076
433,433,dra,dra,sing,1,default,9.259517042004005e-10,plural,plural,grandes,s,[MASK] dra [MASK],"[CLS] , [MASK] , dra , [MASK] , [SEP]",morphemic,20.80019903793365,2.707984841068253,-2.7079848410682503
435,435,dra,dras,plur,2,default,1.530068038846366e-05,plural,plural,grandes,s,[MASK] dras [MASK],"[CLS] , [MASK] , dra , ##s , [MASK] , [SEP]",morphemic,11.087613260720412,-5.549579605532054,5.549579605532056
437,437,dra,dra##s,plur,2,artificial,1.530068038846366e-05,plural,plural,grandes,s,[MASK] dra##s [MASK],"[CLS] , [MASK] , dra , ##s , [MASK] , [SEP]",morphemic,11.087613260720412,-5.549579605532054,5.549579605532056
439,439,ya,ya,sing,1,default,1.8898634834840775e-06,plural,plural,grandes,s,[MASK] ya [MASK],"[CLS] , [MASK] , ya , [MASK] , [SEP]",morphemic,13.17900596246231,3.1717386143050277,-3.1717386143050263
441,441,ya,yas,plur,2,default,0.0001026120153255,plural,plural,grandes,s,[MASK] yas [MASK],"[CLS] , [MASK] , ya , ##s , [MASK] , [SEP]",morphemic,9.184555523647848,-2.565086289146066,2.565086289145324
443,443,ya,ya##s,plur,2,artificial,0.0001026120153255,plural,plural,grandes,s,[MASK] ya##s [MASK],"[CLS] , [MASK] , ya , ##s , [MASK] , [SEP]",morphemic,9.184555523647848,-2.565086289146066,2.565086289145324
445,445,splea,splea,sing,2,default,2.3919062641653e-06,plural,plural,grandes,s,[MASK] splea [MASK],"[CLS] , [MASK] , sp , ##lea , [MASK] , [SEP]",morphemic,12.943419909865591,2.9862994760135457,-2.986299476013547
