,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal
820,astro,astro##s,plur,2,artificial,0.0031512610148638487,singular,es,s,El astro##s [MASK],"[CLS] , El , astro , ##s , [MASK] , [SEP]",morphemic,5.759952584073141
821,astro,astro##s,plur,2,artificial,0.018151625990867615,plural,son,s,El astro##s [MASK],"[CLS] , El , astro , ##s , [MASK] , [SEP]",morphemic,4.00899513601019
822,sonrisa,sonrisa,sing,1,default,0.007167548406869173,singular,es,s,La sonrisa [MASK],"[CLS] , La , sonrisa , [MASK] , [SEP]",morphemic,4.938191606568004
823,sonrisa,sonrisa,sing,1,default,0.00023090823378879577,plural,son,s,La sonrisa [MASK],"[CLS] , La , sonrisa , [MASK] , [SEP]",morphemic,8.373490182695237
824,sonrisa,synrisas,plur,3,default,0.0009496310376562178,singular,es,s,Las synrisas [MASK],"[CLS] , Las , s , ##yn , ##risas , [MASK] , [SEP]",morphemic,6.95943703022379
825,sonrisa,synrisas,plur,3,default,0.16517001390457153,plural,son,s,Las synrisas [MASK],"[CLS] , Las , s , ##yn , ##risas , [MASK] , [SEP]",morphemic,1.8007799482657456
826,sonrisa,sonrisa##s,plur,2,artificial,0.0025825153570622206,singular,es,s,La sonrisa##s [MASK],"[CLS] , La , sonrisa , ##s , [MASK] , [SEP]",morphemic,5.95899141040066
827,sonrisa,sonrisa##s,plur,2,artificial,0.0052449400536715984,plural,son,s,La sonrisa##s [MASK],"[CLS] , La , sonrisa , ##s , [MASK] , [SEP]",morphemic,5.250491466432441
828,recomendado,recomendado,sing,1,default,0.0455642007291317,singular,es,s,El recomendado [MASK],"[CLS] , El , recomendado , [MASK] , [SEP]",morphemic,3.0886329425215595
829,recomendado,recomendado,sing,1,default,0.0007356003625318408,plural,son,s,El recomendado [MASK],"[CLS] , El , recomendado , [MASK] , [SEP]",morphemic,7.214823572395947
830,recomendado,recomensados,plur,3,default,0.0004241863207425922,singular,es,s,Los recomensados [MASK],"[CLS] , Los , recomen , ##sado , ##s , [MASK] , [SEP]",morphemic,7.765337763542252
831,recomendado,recomensados,plur,3,default,0.09142781794071198,plural,son,s,Los recomensados [MASK],"[CLS] , Los , recomen , ##sado , ##s , [MASK] , [SEP]",morphemic,2.392205492991155
832,recomendado,recomendado##s,plur,2,artificial,0.00580091355368495,singular,es,s,El recomendado##s [MASK],"[CLS] , El , recomendado , ##s , [MASK] , [SEP]",morphemic,5.149739864577018
833,recomendado,recomendado##s,plur,2,artificial,0.02602531388401985,plural,son,s,El recomendado##s [MASK],"[CLS] , El , recomendado , ##s , [MASK] , [SEP]",morphemic,3.64868560368852
834,afortunado,afortunado,sing,1,default,0.02263689786195755,singular,es,s,El afortunado [MASK],"[CLS] , El , afortunado , [MASK] , [SEP]",morphemic,3.7881740552668415
835,afortunado,afortunado,sing,1,default,0.00034128010156564415,plural,son,s,El afortunado [MASK],"[CLS] , El , afortunado , [MASK] , [SEP]",morphemic,7.982807005639179
836,afortunado,afcrtunados,plur,6,default,0.0002987482585012913,singular,es,s,Los afcrtunados [MASK],"[CLS] , Los , af , ##c , ##r , ##tu , ##nado , ##s , [MASK] , [SEP]",morphemic,8.115909284019924
837,afortunado,afcrtunados,plur,6,default,0.04046372324228287,plural,son,s,Los afcrtunados [MASK],"[CLS] , Los , af , ##c , ##r , ##tu , ##nado , ##s , [MASK] , [SEP]",morphemic,3.2073494286814452
838,afortunado,afortunado##s,plur,2,artificial,0.004851866979151964,singular,es,s,El afortunado##s [MASK],"[CLS] , El , afortunado , ##s , [MASK] , [SEP]",morphemic,5.328391703949694
839,afortunado,afortunado##s,plur,2,artificial,0.013509168289601803,plural,son,s,El afortunado##s [MASK],"[CLS] , El , afortunado , ##s , [MASK] , [SEP]",morphemic,4.304386691480819
840,tic,tic,sing,1,default,0.006515380460768938,singular,es,s,El tic [MASK],"[CLS] , El , tic , [MASK] , [SEP]",morphemic,5.033589672448251
841,tic,tic,sing,1,default,0.0004351323004812002,plural,son,s,El tic [MASK],"[CLS] , El , tic , [MASK] , [SEP]",morphemic,7.739860434079249
842,tic,ticd,plur,2,default,0.011104721575975418,singular,es,s,Los ticd [MASK],"[CLS] , Los , tic , ##d , [MASK] , [SEP]",morphemic,4.500384893901839
843,tic,ticd,plur,2,default,0.013405267149209976,plural,son,s,Los ticd [MASK],"[CLS] , Los , tic , ##d , [MASK] , [SEP]",morphemic,4.312107578420809
844,tic,tic##s,plur,2,artificial,0.011384370736777782,singular,es,s,El tic##s [MASK],"[CLS] , El , tic , ##s , [MASK] , [SEP]",morphemic,4.475513852247545
845,tic,tic##s,plur,2,artificial,0.0016183570260182023,plural,son,s,El tic##s [MASK],"[CLS] , El , tic , ##s , [MASK] , [SEP]",morphemic,6.4263438258380985
846,fusile,fusile,sing,2,default,0.027415812015533447,singular,es,s,El fusile [MASK],"[CLS] , El , fusil , ##e , [MASK] , [SEP]",morphemic,3.596635351176354
847,fusile,fusile,sing,2,default,0.00033617086592130363,plural,son,s,El fusile [MASK],"[CLS] , El , fusil , ##e , [MASK] , [SEP]",morphemic,7.997890997730702
848,fusile,fuskles,plur,4,default,0.002082401653751731,singular,es,s,Los fuskles [MASK],"[CLS] , Los , fu , ##s , ##k , ##les , [MASK] , [SEP]",morphemic,6.174233410127621
849,fusile,fuskles,plur,4,default,0.12021052092313766,plural,son,s,Los fuskles [MASK],"[CLS] , Los , fu , ##s , ##k , ##les , [MASK] , [SEP]",morphemic,2.118510732232741
850,fusile,fusile##s,plur,3,artificial,0.03149356320500374,singular,es,s,El fusile##s [MASK],"[CLS] , El , fusil , ##e , ##s , [MASK] , [SEP]",morphemic,3.4579720967296574
851,fusile,fusile##s,plur,3,artificial,0.016368115320801735,plural,son,s,El fusile##s [MASK],"[CLS] , El , fusil , ##e , ##s , [MASK] , [SEP]",morphemic,4.112420024294159
852,casco,casco,sing,1,default,0.01151390839368105,singular,es,s,El casco [MASK],"[CLS] , El , casco , [MASK] , [SEP]",morphemic,4.46419954884137
853,casco,casco,sing,1,default,0.0002219522575614974,plural,son,s,El casco [MASK],"[CLS] , El , casco , [MASK] , [SEP]",morphemic,8.41304825524915
854,casco,cascou,plur,2,default,0.009680045768618584,singular,es,s,Los cascou [MASK],"[CLS] , Los , casco , ##u , [MASK] , [SEP]",morphemic,4.637688649541753
855,casco,cascou,plur,2,default,0.038073163479566574,plural,son,s,Los cascou [MASK],"[CLS] , Los , casco , ##u , [MASK] , [SEP]",morphemic,3.268245615650064
856,casco,casco##s,plur,2,artificial,0.005814762786030769,singular,es,s,El casco##s [MASK],"[CLS] , El , casco , ##s , [MASK] , [SEP]",morphemic,5.14735528730347
857,casco,casco##s,plur,2,artificial,0.0184620413929224,plural,son,s,El casco##s [MASK],"[CLS] , El , casco , ##s , [MASK] , [SEP]",morphemic,3.9920384713561123
858,ídolo,ídolo,sing,1,default,0.006508172955363989,singular,es,s,El ídolo [MASK],"[CLS] , El , ídolo , [MASK] , [SEP]",morphemic,5.034696514169627
859,ídolo,ídolo,sing,1,default,0.0004992300528101623,plural,son,s,El ídolo [MASK],"[CLS] , El , ídolo , [MASK] , [SEP]",morphemic,7.602443540777687
860,ídolo,ídoloy,plur,2,default,0.0004860192129854113,singular,es,s,Los ídoloy [MASK],"[CLS] , Los , ídolo , ##y , [MASK] , [SEP]",morphemic,7.629262401953392
861,ídolo,ídoloy,plur,2,default,0.034513577818870544,plural,son,s,Los ídoloy [MASK],"[CLS] , Los , ídolo , ##y , [MASK] , [SEP]",morphemic,3.366402472401971
862,ídolo,ídolo##s,plur,2,artificial,0.0011017079232260585,singular,es,s,El ídolo##s [MASK],"[CLS] , El , ídolo , ##s , [MASK] , [SEP]",morphemic,6.8108936458259635
863,ídolo,ídolo##s,plur,2,artificial,0.004356828518211842,plural,son,s,El ídolo##s [MASK],"[CLS] , El , ídolo , ##s , [MASK] , [SEP]",morphemic,5.436010890387759
864,huelga,huelga,sing,1,default,0.008692298084497452,singular,es,s,La huelga [MASK],"[CLS] , La , huelga , [MASK] , [SEP]",morphemic,4.7453179230552465
865,huelga,huelga,sing,1,default,0.00012228924606461078,plural,son,s,La huelga [MASK],"[CLS] , La , huelga , [MASK] , [SEP]",morphemic,9.009121449925424
866,huelga,huepgas,plur,3,default,0.0004340470477472991,singular,es,s,Las huepgas [MASK],"[CLS] , Las , hue , ##p , ##gas , [MASK] , [SEP]",morphemic,7.742357624791567
867,huelga,huepgas,plur,3,default,0.05393713712692261,plural,son,s,Las huepgas [MASK],"[CLS] , Las , hue , ##p , ##gas , [MASK] , [SEP]",morphemic,2.9199360378195665
868,huelga,huelga##s,plur,2,artificial,0.00018731915042735636,singular,es,s,La huelga##s [MASK],"[CLS] , La , huelga , ##s , [MASK] , [SEP]",morphemic,8.58269670906731
869,huelga,huelga##s,plur,2,artificial,0.0008135635871440172,plural,son,s,La huelga##s [MASK],"[CLS] , La , huelga , ##s , [MASK] , [SEP]",morphemic,7.11408646946252
870,pionero,pionero,sing,1,default,0.013559352606534958,singular,es,s,El pionero [MASK],"[CLS] , El , pionero , [MASK] , [SEP]",morphemic,4.300678740490518
871,pionero,pionero,sing,1,default,0.00022164850088302046,plural,son,s,El pionero [MASK],"[CLS] , El , pionero , [MASK] , [SEP]",morphemic,8.414417760238356
872,pionero,pioheros,plur,3,default,8.877404616214335e-05,singular,es,s,Los pioheros [MASK],"[CLS] , Los , pi , ##oh , ##eros , [MASK] , [SEP]",morphemic,9.329416223635048
873,pionero,pioheros,plur,3,default,0.014357956126332283,plural,son,s,Los pioheros [MASK],"[CLS] , Los , pi , ##oh , ##eros , [MASK] , [SEP]",morphemic,4.243451056527438
874,pionero,pionero##s,plur,2,artificial,0.0017098421230912209,singular,es,s,El pionero##s [MASK],"[CLS] , El , pionero , ##s , [MASK] , [SEP]",morphemic,6.371354238407495
875,pionero,pionero##s,plur,2,artificial,0.012391036376357079,plural,son,s,El pionero##s [MASK],"[CLS] , El , pionero , ##s , [MASK] , [SEP]",morphemic,4.390781940644151
876,estanque,estanque,sing,1,default,0.011435980908572674,singular,es,s,El estanque [MASK],"[CLS] , El , estanque , [MASK] , [SEP]",morphemic,4.470990673938236
877,estanque,estanque,sing,1,default,0.00022113924205768853,plural,son,s,El estanque [MASK],"[CLS] , El , estanque , [MASK] , [SEP]",morphemic,8.416718000287888
878,estanque,essanques,plur,3,default,0.00014307534729596227,singular,es,s,Los essanques [MASK],"[CLS] , Los , es , ##san , ##ques , [MASK] , [SEP]",morphemic,8.852139162302057
879,estanque,essanques,plur,3,default,0.0731043890118599,plural,son,s,Los essanques [MASK],"[CLS] , Los , es , ##san , ##ques , [MASK] , [SEP]",morphemic,2.6158668728268912
880,estanque,estanque##s,plur,2,artificial,0.0013585564447566867,singular,es,s,El estanque##s [MASK],"[CLS] , El , estanque , ##s , [MASK] , [SEP]",morphemic,6.6013325806369965
881,estanque,estanque##s,plur,2,artificial,0.02400706335902214,plural,son,s,El estanque##s [MASK],"[CLS] , El , estanque , ##s , [MASK] , [SEP]",morphemic,3.7294071853079687
882,rana,rana,sing,1,default,0.005454470869153738,singular,es,s,La rana [MASK],"[CLS] , La , rana , [MASK] , [SEP]",morphemic,5.211319663640378
883,rana,rana,sing,1,default,9.563823550706729e-05,plural,son,s,La rana [MASK],"[CLS] , La , rana , [MASK] , [SEP]",morphemic,9.254937864864006
884,rana,ralas,plur,2,default,0.00023661427258048207,singular,es,s,Las ralas [MASK],"[CLS] , Las , ral , ##as , [MASK] , [SEP]",morphemic,8.349079284568711
885,rana,ralas,plur,2,default,0.011973921209573746,plural,son,s,Las ralas [MASK],"[CLS] , Las , ral , ##as , [MASK] , [SEP]",morphemic,4.4250242266264195
886,rana,rana##s,plur,2,artificial,0.00020954704086761922,singular,es,s,La rana##s [MASK],"[CLS] , La , rana , ##s , [MASK] , [SEP]",morphemic,8.470562305059548
887,rana,rana##s,plur,2,artificial,0.005542302504181862,plural,son,s,La rana##s [MASK],"[CLS] , La , rana , ##s , [MASK] , [SEP]",morphemic,5.195345250093457
888,despido,despido,sing,1,default,0.02892889827489853,singular,es,s,El despido [MASK],"[CLS] , El , despido , [MASK] , [SEP]",morphemic,3.542914243163129
889,despido,despido,sing,1,default,0.000158872629981488,plural,son,s,El despido [MASK],"[CLS] , El , despido , [MASK] , [SEP]",morphemic,8.747407746070326
890,despido,despidfs,plur,3,default,0.00107981963083148,singular,es,s,Los despidfs [MASK],"[CLS] , Los , despi , ##df , ##s , [MASK] , [SEP]",morphemic,6.83096126028285
891,despido,despidfs,plur,3,default,0.1314319670200348,plural,son,s,Los despidfs [MASK],"[CLS] , Los , despi , ##df , ##s , [MASK] , [SEP]",morphemic,2.029265922306105
892,despido,despido##s,plur,2,artificial,0.0016962789231911302,singular,es,s,El despido##s [MASK],"[CLS] , El , despido , ##s , [MASK] , [SEP]",morphemic,6.379318295705662
893,despido,despido##s,plur,2,artificial,0.01343453023582697,plural,son,s,El despido##s [MASK],"[CLS] , El , despido , ##s , [MASK] , [SEP]",morphemic,4.309927003225515
894,encargo,encargo,sing,1,default,0.013091696426272392,singular,es,s,El encargo [MASK],"[CLS] , El , encargo , [MASK] , [SEP]",morphemic,4.33577711033948
895,encargo,encargo,sing,1,default,0.00022558173805009574,plural,son,s,El encargo [MASK],"[CLS] , El , encargo , [MASK] , [SEP]",morphemic,8.396827989976371
896,encargo,encarzos,plur,2,default,0.0006983825587667525,singular,es,s,Los encarzos [MASK],"[CLS] , Los , encar , ##zos , [MASK] , [SEP]",morphemic,7.266743526879649
897,encargo,encarzos,plur,2,default,0.07771296799182892,plural,son,s,Los encarzos [MASK],"[CLS] , Los , encar , ##zos , [MASK] , [SEP]",morphemic,2.5547331373127578
898,encargo,encargo##s,plur,2,artificial,0.0015923974569886923,singular,es,s,El encargo##s [MASK],"[CLS] , El , encargo , ##s , [MASK] , [SEP]",morphemic,6.442514563807051
899,encargo,encargo##s,plur,2,artificial,0.009744147770106792,plural,son,s,El encargo##s [MASK],"[CLS] , El , encargo , ##s , [MASK] , [SEP]",morphemic,4.631088402888742
900,pasillo,pasillo,sing,1,default,0.013351506553590298,singular,es,s,El pasillo [MASK],"[CLS] , El , pasillo , [MASK] , [SEP]",morphemic,4.31612605004681
901,pasillo,pasillo,sing,1,default,0.00031556288013234735,plural,son,s,El pasillo [MASK],"[CLS] , El , pasillo , [MASK] , [SEP]",morphemic,8.061152592727613
902,pasillo,pasiloos,plur,3,default,0.0003892050590366125,singular,es,s,Los pasiloos [MASK],"[CLS] , Los , pas , ##ilo , ##os , [MASK] , [SEP]",morphemic,7.851404209184457
903,pasillo,pasiloos,plur,3,default,0.07486725598573685,plural,son,s,Los pasiloos [MASK],"[CLS] , Los , pas , ##ilo , ##os , [MASK] , [SEP]",morphemic,2.5920386537953597
904,pasillo,pasillo##s,plur,2,artificial,0.004067639354616404,singular,es,s,El pasillo##s [MASK],"[CLS] , El , pasillo , ##s , [MASK] , [SEP]",morphemic,5.504692458949931
905,pasillo,pasillo##s,plur,2,artificial,0.009005401283502579,plural,son,s,El pasillo##s [MASK],"[CLS] , El , pasillo , ##s , [MASK] , [SEP]",morphemic,4.709930739048078
906,respeto,respeto,sing,1,default,0.016804784536361694,singular,es,s,El respeto [MASK],"[CLS] , El , respeto , [MASK] , [SEP]",morphemic,4.086091639287936
907,respeto,respeto,sing,1,default,0.0019136068876832724,plural,son,s,El respeto [MASK],"[CLS] , El , respeto , [MASK] , [SEP]",morphemic,6.2587653948816255
908,respeto,respetoa,plur,2,default,0.004473879002034664,singular,es,s,Los respetoa [MASK],"[CLS] , Los , respeto , ##a , [MASK] , [SEP]",morphemic,5.409499460974892
909,respeto,respetoa,plur,2,default,0.005175429861992598,plural,son,s,Los respetoa [MASK],"[CLS] , Los , respeto , ##a , [MASK] , [SEP]",morphemic,5.263832878161078
910,respeto,respeto##s,plur,2,artificial,0.010232661850750446,singular,es,s,El respeto##s [MASK],"[CLS] , El , respeto , ##s , [MASK] , [SEP]",morphemic,4.582170532400507
911,respeto,respeto##s,plur,2,artificial,0.014033312909305096,plural,son,s,El respeto##s [MASK],"[CLS] , El , respeto , ##s , [MASK] , [SEP]",morphemic,4.266321282356906
912,vaquero,vaquero,sing,1,default,0.0037137437611818314,singular,es,s,El vaquero [MASK],"[CLS] , El , vaquero , [MASK] , [SEP]",morphemic,5.5957148111129795
913,vaquero,vaquero,sing,1,default,0.00023038948711473495,plural,son,s,El vaquero [MASK],"[CLS] , El , vaquero , [MASK] , [SEP]",morphemic,8.375739259025861
914,vaquero,vpqueros,plur,3,default,0.00021465614554472268,singular,es,s,Los vpqueros [MASK],"[CLS] , Los , v , ##p , ##queros , [MASK] , [SEP]",morphemic,8.446473133166757
915,vaquero,vpqueros,plur,3,default,0.052466653287410736,plural,son,s,Los vpqueros [MASK],"[CLS] , Los , v , ##p , ##queros , [MASK] , [SEP]",morphemic,2.9475774866718543
916,vaquero,vaquero##s,plur,2,artificial,0.005996350664645433,singular,es,s,El vaquero##s [MASK],"[CLS] , El , vaquero , ##s , [MASK] , [SEP]",morphemic,5.116604217355552
917,vaquero,vaquero##s,plur,2,artificial,0.008645295165479183,plural,son,s,El vaquero##s [MASK],"[CLS] , El , vaquero , ##s , [MASK] , [SEP]",morphemic,4.750740017517168
918,reflejo,reflejo,sing,1,default,0.07295691221952438,singular,es,s,El reflejo [MASK],"[CLS] , El , reflejo , [MASK] , [SEP]",morphemic,2.6178862556642146
919,reflejo,reflejo,sing,1,default,0.0018358102533966303,plural,son,s,El reflejo [MASK],"[CLS] , El , reflejo , [MASK] , [SEP]",morphemic,6.3002693399477785
920,reflejo,rmflejos,plur,4,default,0.00024618383031338453,singular,es,s,Los rmflejos [MASK],"[CLS] , Los , r , ##m , ##fle , ##jos , [MASK] , [SEP]",morphemic,8.309432023408183
921,reflejo,rmflejos,plur,4,default,0.10698778182268143,plural,son,s,Los rmflejos [MASK],"[CLS] , Los , r , ##m , ##fle , ##jos , [MASK] , [SEP]",morphemic,2.235040639613313
922,reflejo,reflejo##s,plur,2,artificial,0.018547186627984047,singular,es,s,El reflejo##s [MASK],"[CLS] , El , reflejo , ##s , [MASK] , [SEP]",morphemic,3.9874371656905
923,reflejo,reflejo##s,plur,2,artificial,0.015297476202249527,plural,son,s,El reflejo##s [MASK],"[CLS] , El , reflejo , ##s , [MASK] , [SEP]",morphemic,4.180067418291509
924,señoría,señoría,sing,1,default,0.0038040964864194393,singular,es,s,La señoría [MASK],"[CLS] , La , señoría , [MASK] , [SEP]",morphemic,5.571676770157091
925,señoría,señoría,sing,1,default,2.783428499242291e-05,plural,son,s,La señoría [MASK],"[CLS] , La , señoría , [MASK] , [SEP]",morphemic,10.48924202401555
926,señoría,señoríañ,plur,2,default,0.0009238205966539681,singular,es,s,Las señoríañ [MASK],"[CLS] , Las , señoría , ##ñ , [MASK] , [SEP]",morphemic,6.986992664639382
927,señoría,señoríañ,plur,2,default,0.03872942179441452,plural,son,s,Las señoríañ [MASK],"[CLS] , Las , señoría , ##ñ , [MASK] , [SEP]",morphemic,3.2511557147067434
928,señoría,señoría##s,plur,2,artificial,0.00018678215565159917,singular,es,s,La señoría##s [MASK],"[CLS] , La , señoría , ##s , [MASK] , [SEP]",morphemic,8.585567563222845
929,señoría,señoría##s,plur,2,artificial,0.00961347483098507,plural,son,s,La señoría##s [MASK],"[CLS] , La , señoría , ##s , [MASK] , [SEP]",morphemic,4.644589536446008
930,secuestro,secuestro,sing,1,default,0.009099354036152363,singular,es,s,El secuestro [MASK],"[CLS] , El , secuestro , [MASK] , [SEP]",morphemic,4.699551853017091
931,secuestro,secuestro,sing,1,default,0.0008504042052663863,plural,son,s,El secuestro [MASK],"[CLS] , El , secuestro , [MASK] , [SEP]",morphemic,7.0697987859036235
932,secuestro,sekuestros,plur,4,default,0.004524477291852236,singular,es,s,Los sekuestros [MASK],"[CLS] , Los , se , ##k , ##ues , ##tros , [MASK] , [SEP]",morphemic,5.3982532241154555
933,secuestro,sekuestros,plur,4,default,0.07997922599315643,plural,son,s,Los sekuestros [MASK],"[CLS] , Los , se , ##k , ##ues , ##tros , [MASK] , [SEP]",morphemic,2.525988353115213
934,secuestro,secuestro##s,plur,2,artificial,0.0010823088232427835,singular,es,s,El secuestro##s [MASK],"[CLS] , El , secuestro , ##s , [MASK] , [SEP]",morphemic,6.828658720388556
935,secuestro,secuestro##s,plur,2,artificial,0.003817623248323798,plural,son,s,El secuestro##s [MASK],"[CLS] , El , secuestro , ##s , [MASK] , [SEP]",morphemic,5.568127236304545
936,pronóstico,pronóstico,sing,1,default,0.04486782103776932,singular,es,s,El pronóstico [MASK],"[CLS] , El , pronóstico , [MASK] , [SEP]",morphemic,3.1040344218455806
937,pronóstico,pronóstico,sing,1,default,0.0014260989846661687,plural,son,s,El pronóstico [MASK],"[CLS] , El , pronóstico , [MASK] , [SEP]",morphemic,6.552812545187188
938,pronóstico,pronótticos,plur,4,default,0.00023675523698329926,singular,es,s,Los pronótticos [MASK],"[CLS] , Los , pron , ##ó , ##tti , ##cos , [MASK] , [SEP]",morphemic,8.34848370583313
939,pronóstico,pronótticos,plur,4,default,0.08970688283443451,plural,son,s,Los pronótticos [MASK],"[CLS] , Los , pron , ##ó , ##tti , ##cos , [MASK] , [SEP]",morphemic,2.411207781150584
940,pronóstico,pronóstico##s,plur,2,artificial,0.002420668490231037,singular,es,s,El pronóstico##s [MASK],"[CLS] , El , pronóstico , ##s , [MASK] , [SEP]",morphemic,6.02371154132692
941,pronóstico,pronóstico##s,plur,2,artificial,0.029976394027471542,plural,son,s,El pronóstico##s [MASK],"[CLS] , El , pronóstico , ##s , [MASK] , [SEP]",morphemic,3.5073450728122793
942,lavandería,lavandería,sing,1,default,0.004858576226979494,singular,es,s,La lavandería [MASK],"[CLS] , La , lavandería , [MASK] , [SEP]",morphemic,5.327009841401766
943,lavandería,lavandería,sing,1,default,0.00028550479328259826,plural,son,s,La lavandería [MASK],"[CLS] , La , lavandería , [MASK] , [SEP]",morphemic,8.16125173992824
944,lavandería,lavanderífs,plur,5,default,0.0003758800448849797,singular,es,s,Las lavanderífs [MASK],"[CLS] , Las , lavan , ##der , ##í , ##f , ##s , [MASK] , [SEP]",morphemic,7.88624049503636
945,lavandería,lavanderífs,plur,5,default,0.048306986689567566,plural,son,s,Las lavanderífs [MASK],"[CLS] , Las , lavan , ##der , ##í , ##f , ##s , [MASK] , [SEP]",morphemic,3.030179076826775
946,lavandería,lavandería##s,plur,2,artificial,0.0008178066345863044,singular,es,s,La lavandería##s [MASK],"[CLS] , La , lavandería , ##s , [MASK] , [SEP]",morphemic,7.108884637341886
947,lavandería,lavandería##s,plur,2,artificial,0.020785847678780556,plural,son,s,La lavandería##s [MASK],"[CLS] , La , lavandería , ##s , [MASK] , [SEP]",morphemic,3.873482923910661
948,cuello,cuello,sing,1,default,0.024704646319150925,singular,es,s,El cuello [MASK],"[CLS] , El , cuello , [MASK] , [SEP]",morphemic,3.7007639429516077
949,cuello,cuello,sing,1,default,0.0008510159677825868,plural,son,s,El cuello [MASK],"[CLS] , El , cuello , [MASK] , [SEP]",morphemic,7.069079666015127
950,cuello,cueldos,plur,2,default,0.00038493683678098023,singular,es,s,Los cueldos [MASK],"[CLS] , Los , cuel , ##dos , [MASK] , [SEP]",morphemic,7.862431297444997
951,cuello,cueldos,plur,2,default,0.050292182713747025,plural,son,s,Los cueldos [MASK],"[CLS] , Los , cuel , ##dos , [MASK] , [SEP]",morphemic,2.9899056271999194
952,cuello,cuello##s,plur,2,artificial,0.004714100155979395,singular,es,s,El cuello##s [MASK],"[CLS] , El , cuello , ##s , [MASK] , [SEP]",morphemic,5.357197228198484
953,cuello,cuello##s,plur,2,artificial,0.017925746738910675,plural,son,s,El cuello##s [MASK],"[CLS] , El , cuello , ##s , [MASK] , [SEP]",morphemic,4.021517234289654
954,puño,puño,sing,1,default,0.028564248234033585,singular,es,s,El puño [MASK],"[CLS] , El , puño , [MASK] , [SEP]",morphemic,3.5555994048823427
955,puño,puño,sing,1,default,0.0012951125390827656,plural,son,s,El puño [MASK],"[CLS] , El , puño , [MASK] , [SEP]",morphemic,6.649157684839849
956,puño,puñws,plur,3,default,0.010864999145269394,singular,es,s,Los puñws [MASK],"[CLS] , Los , puñ , ##w , ##s , [MASK] , [SEP]",morphemic,4.522208743942004
957,puño,puñws,plur,3,default,0.06380777806043625,plural,son,s,Los puñws [MASK],"[CLS] , Los , puñ , ##w , ##s , [MASK] , [SEP]",morphemic,2.751880182889218
958,puño,puño##s,plur,2,artificial,0.006678859703242779,singular,es,s,El puño##s [MASK],"[CLS] , El , puño , ##s , [MASK] , [SEP]",morphemic,5.008808009112385
959,puño,puño##s,plur,2,artificial,0.015682268887758255,plural,son,s,El puño##s [MASK],"[CLS] , El , puño , ##s , [MASK] , [SEP]",morphemic,4.155224575053456
960,burla,burla,sing,1,default,0.0517517626285553,singular,es,s,La burla [MASK],"[CLS] , La , burla , [MASK] , [SEP]",morphemic,2.961296786961528
961,burla,burla,sing,1,default,0.0004382299375720322,plural,son,s,La burla [MASK],"[CLS] , La , burla , [MASK] , [SEP]",morphemic,7.73276681371158
962,burla,lurlas,plur,3,default,0.0007901611970737576,singular,es,s,Las lurlas [MASK],"[CLS] , Las , lu , ##r , ##las , [MASK] , [SEP]",morphemic,7.143273586389143
963,burla,lurlas,plur,3,default,0.04947655647993088,plural,son,s,Las lurlas [MASK],"[CLS] , Las , lu , ##r , ##las , [MASK] , [SEP]",morphemic,3.0062563280605006
964,burla,burla##s,plur,2,artificial,0.024123165756464005,singular,es,s,La burla##s [MASK],"[CLS] , La , burla , ##s , [MASK] , [SEP]",morphemic,3.7245826654677217
965,burla,burla##s,plur,2,artificial,0.020121779292821884,plural,son,s,La burla##s [MASK],"[CLS] , La , burla , ##s , [MASK] , [SEP]",morphemic,3.9059525036237845
966,portale,portale,sing,2,default,0.0036667061503976583,singular,es,s,El portale [MASK],"[CLS] , El , portal , ##e , [MASK] , [SEP]",morphemic,5.608461526619584
967,portale,portale,sing,2,default,0.00024229414702858776,plural,son,s,El portale [MASK],"[CLS] , El , portal , ##e , [MASK] , [SEP]",morphemic,8.32535808632052
968,portale,pzrtales,plur,4,default,0.0003340601979289204,singular,es,s,Los pzrtales [MASK],"[CLS] , Los , p , ##z , ##r , ##tales , [MASK] , [SEP]",morphemic,8.004189347907527
969,portale,pzrtales,plur,4,default,0.11578559130430222,plural,son,s,Los pzrtales [MASK],"[CLS] , Los , p , ##z , ##r , ##tales , [MASK] , [SEP]",morphemic,2.1560151490089643
970,portale,portale##s,plur,3,artificial,0.006817489862442017,singular,es,s,El portale##s [MASK],"[CLS] , El , portal , ##e , ##s , [MASK] , [SEP]",morphemic,4.988263930236172
971,portale,portale##s,plur,3,artificial,0.002255319384858012,plural,son,s,El portale##s [MASK],"[CLS] , El , portal , ##e , ##s , [MASK] , [SEP]",morphemic,6.09446368197328
972,almohada,almohada,sing,1,default,0.0240011103451252,singular,es,s,La almohada [MASK],"[CLS] , La , almohada , [MASK] , [SEP]",morphemic,3.7296551853241384
973,almohada,almohada,sing,1,default,0.0008672314579598606,plural,son,s,La almohada [MASK],"[CLS] , La , almohada , [MASK] , [SEP]",morphemic,7.0502046526141084
974,almohada,almoradas,plur,2,default,0.00027166976360604167,singular,es,s,Las almoradas [MASK],"[CLS] , Las , almor , ##adas , [MASK] , [SEP]",morphemic,8.210923333679657
975,almohada,almoradas,plur,2,default,0.04565010964870453,plural,son,s,Las almoradas [MASK],"[CLS] , Las , almor , ##adas , [MASK] , [SEP]",morphemic,3.0867492700009
