,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
1376,salida,salidah,plur,2,default,2.27099189942237e-06,singular,grande,s,Las salidah [MASK],"[CLS] , Las , salida , ##h , [MASK] , [SEP]",single-token,12.995293861812264
1377,salida,salidah,plur,2,default,2.129110180248972e-05,plural,grandes,s,Las salidah [MASK],"[CLS] , Las , salida , ##h , [MASK] , [SEP]",single-token,10.757221328284794
1378,salida,salida##s,plur,2,artificial,1.992207444345695e-06,singular,grande,s,La salida##s [MASK],"[CLS] , La , salida , ##s , [MASK] , [SEP]",single-token,13.12626726549617
1379,salida,salida##s,plur,2,artificial,6.150419358164072e-05,plural,grandes,s,La salida##s [MASK],"[CLS] , La , salida , ##s , [MASK] , [SEP]",single-token,9.696405197157159
1380,estudio,estudio,sing,1,default,3.0364719350473024e-05,singular,grande,s,El estudio [MASK],"[CLS] , El , estudio , [MASK] , [SEP]",single-token,10.402229171190857
1381,estudio,estudio,sing,1,default,3.6924669188920234e-07,plural,grandes,s,El estudio [MASK],"[CLS] , El , estudio , [MASK] , [SEP]",single-token,14.811800874575184
1382,estudio,estunios,plur,3,default,3.498425371617486e-08,singular,grande,s,Los estunios [MASK],"[CLS] , Los , estu , ##nio , ##s , [MASK] , [SEP]",single-token,17.168367770513164
1383,estudio,estunios,plur,3,default,5.406631316873245e-06,plural,grandes,s,Los estunios [MASK],"[CLS] , Los , estu , ##nio , ##s , [MASK] , [SEP]",single-token,12.127884336152697
1384,estudio,estudio##s,plur,2,artificial,1.0925591595878359e-05,singular,grande,s,El estudio##s [MASK],"[CLS] , El , estudio , ##s , [MASK] , [SEP]",single-token,11.424402667796233
1385,estudio,estudio##s,plur,2,artificial,0.00014477288641501218,plural,grandes,s,El estudio##s [MASK],"[CLS] , El , estudio , ##s , [MASK] , [SEP]",single-token,8.84034434406096
1386,alumno,alumno,sing,1,default,2.099044877468259e-06,singular,grande,s,El alumno [MASK],"[CLS] , El , alumno , [MASK] , [SEP]",single-token,13.07402813695021
1387,alumno,alumno,sing,1,default,8.721335653660844e-09,plural,grandes,s,El alumno [MASK],"[CLS] , El , alumno , [MASK] , [SEP]",single-token,18.557493439463666
1388,alumno,aljmnos,plur,4,default,4.788668661603879e-07,singular,grande,s,Los aljmnos [MASK],"[CLS] , Los , al , ##j , ##mn , ##os , [MASK] , [SEP]",single-token,14.551843219378359
1389,alumno,aljmnos,plur,4,default,7.661237759748474e-05,plural,grandes,s,Los aljmnos [MASK],"[CLS] , Los , al , ##j , ##mn , ##os , [MASK] , [SEP]",single-token,9.476751906837045
1390,alumno,alumno##s,plur,2,artificial,2.2075091692386195e-06,singular,grande,s,El alumno##s [MASK],"[CLS] , El , alumno , ##s , [MASK] , [SEP]",single-token,13.023645750801444
1391,alumno,alumno##s,plur,2,artificial,8.527779755240772e-06,plural,grandes,s,El alumno##s [MASK],"[CLS] , El , alumno , ##s , [MASK] , [SEP]",single-token,11.672181516948303
1392,vía,vía,sing,1,default,5.834094190504402e-05,singular,grande,s,La vía [MASK],"[CLS] , La , vía , [MASK] , [SEP]",single-token,9.749206448556572
1393,vía,vía,sing,1,default,1.3110653185322008e-07,plural,grandes,s,La vía [MASK],"[CLS] , La , vía , [MASK] , [SEP]",single-token,15.847255623976103
1394,vía,víaz,plur,2,default,3.827879936579848e-06,singular,grande,s,Las víaz [MASK],"[CLS] , Las , vía , ##z , [MASK] , [SEP]",single-token,12.473199449395263
1395,vía,víaz,plur,2,default,4.622753112926148e-05,plural,grandes,s,Las víaz [MASK],"[CLS] , Las , vía , ##z , [MASK] , [SEP]",single-token,9.981935025472787
1396,vía,vía##s,plur,2,artificial,2.6185618935414823e-06,singular,grande,s,La vía##s [MASK],"[CLS] , La , vía , ##s , [MASK] , [SEP]",single-token,12.852885286484458
1397,vía,vía##s,plur,2,artificial,0.00013714077067561448,plural,grandes,s,La vía##s [MASK],"[CLS] , La , vía , ##s , [MASK] , [SEP]",single-token,8.894502636497082
1398,problema,problema,sing,1,default,0.00033409459865652025,singular,grande,s,El problema [MASK],"[CLS] , El , problema , [MASK] , [SEP]",single-token,8.00408637557894
1399,problema,problema,sing,1,default,7.564386237390863e-07,plural,grandes,s,El problema [MASK],"[CLS] , El , problema , [MASK] , [SEP]",single-token,14.094644438881033
1400,problema,preblemas,plur,3,default,2.6685246012903008e-08,singular,grande,s,Los preblemas [MASK],"[CLS] , Los , pre , ##ble , ##mas , [MASK] , [SEP]",single-token,17.4391550080573
1401,problema,preblemas,plur,3,default,2.250861598440679e-06,plural,grandes,s,Los preblemas [MASK],"[CLS] , Los , pre , ##ble , ##mas , [MASK] , [SEP]",single-token,13.004197482407635
1402,problema,problema##s,plur,2,artificial,2.2882717530592345e-05,singular,grande,s,El problema##s [MASK],"[CLS] , El , problema , ##s , [MASK] , [SEP]",single-token,10.685128625315429
1403,problema,problema##s,plur,2,artificial,0.00020397597108967602,plural,grandes,s,El problema##s [MASK],"[CLS] , El , problema , ##s , [MASK] , [SEP]",single-token,8.497508359833798
1404,oficina,oficina,sing,1,default,0.000157766931806691,singular,grande,s,La oficina [MASK],"[CLS] , La , oficina , [MASK] , [SEP]",single-token,8.7543917291383
1405,oficina,oficina,sing,1,default,3.493760516448674e-07,plural,grandes,s,La oficina [MASK],"[CLS] , La , oficina , [MASK] , [SEP]",single-token,14.867116982966824
1406,oficina,oficints,plur,3,default,5.408011816143699e-07,singular,grande,s,Las oficints [MASK],"[CLS] , Las , ofici , ##n , ##ts , [MASK] , [SEP]",single-token,14.43021412728223
1407,oficina,oficints,plur,3,default,1.7359947378281504e-05,plural,grandes,s,Las oficints [MASK],"[CLS] , Las , ofici , ##n , ##ts , [MASK] , [SEP]",single-token,10.961344879941647
1408,oficina,oficina##s,plur,2,artificial,7.198369075922528e-06,singular,grande,s,La oficina##s [MASK],"[CLS] , La , oficina , ##s , [MASK] , [SEP]",single-token,11.84165607483415
1409,oficina,oficina##s,plur,2,artificial,0.00018710676522459835,plural,grandes,s,La oficina##s [MASK],"[CLS] , La , oficina , ##s , [MASK] , [SEP]",single-token,8.583831167002286
1410,cifra,cifra,sing,1,default,0.0003149246913380921,singular,grande,s,La cifra [MASK],"[CLS] , La , cifra , [MASK] , [SEP]",single-token,8.06317702283882
1411,cifra,cifra,sing,1,default,8.693355084687937e-07,plural,grandes,s,La cifra [MASK],"[CLS] , La , cifra , [MASK] , [SEP]",single-token,13.955536700498108
1412,cifra,cifrax,plur,2,default,4.5861904141020204e-07,singular,grande,s,Las cifrax [MASK],"[CLS] , Las , cifra , ##x , [MASK] , [SEP]",single-token,14.595045946647103
1413,cifra,cifrax,plur,2,default,1.3104690879117697e-05,plural,grandes,s,Las cifrax [MASK],"[CLS] , Las , cifra , ##x , [MASK] , [SEP]",single-token,11.242540309477965
1414,cifra,cifra##s,plur,2,artificial,6.50356605547131e-06,singular,grande,s,La cifra##s [MASK],"[CLS] , La , cifra , ##s , [MASK] , [SEP]",single-token,11.943159907583102
1415,cifra,cifra##s,plur,2,artificial,0.00021349667804315686,plural,grandes,s,La cifra##s [MASK],"[CLS] , La , cifra , ##s , [MASK] , [SEP]",single-token,8.451889284933475
1416,dato,dato,sing,1,default,2.7643764042295516e-05,singular,grande,s,El dato [MASK],"[CLS] , El , dato , [MASK] , [SEP]",single-token,10.496110387356293
1417,dato,dato,sing,1,default,5.501097888327422e-08,plural,grandes,s,El dato [MASK],"[CLS] , El , dato , [MASK] , [SEP]",single-token,16.715733055575043
1418,dato,datoj,plur,2,default,6.215903880502083e-08,singular,grande,s,Los datoj [MASK],"[CLS] , Los , dato , ##j , [MASK] , [SEP]",single-token,16.59356959424627
1419,dato,datoj,plur,2,default,2.3922020773170516e-06,plural,grandes,s,Los datoj [MASK],"[CLS] , Los , dato , ##j , [MASK] , [SEP]",single-token,12.943296244960447
1420,dato,dato##s,plur,2,artificial,6.466771083069034e-06,singular,grande,s,El dato##s [MASK],"[CLS] , El , dato , ##s , [MASK] , [SEP]",single-token,11.948833633827116
1421,dato,dato##s,plur,2,artificial,6.81433521094732e-05,plural,grandes,s,El dato##s [MASK],"[CLS] , El , dato , ##s , [MASK] , [SEP]",single-token,9.593896952496594
1422,iniciativa,iniciativa,sing,1,default,6.461543762270594e-06,singular,grande,s,La iniciativa [MASK],"[CLS] , La , iniciativa , [MASK] , [SEP]",single-token,11.949642296231433
1423,iniciativa,iniciativa,sing,1,default,4.5740964793594685e-08,plural,grandes,s,La iniciativa [MASK],"[CLS] , La , iniciativa , [MASK] , [SEP]",single-token,16.900271555579156
1424,iniciativa,iniciatikas,plur,4,default,1.66337727591781e-07,singular,grande,s,Las iniciatikas [MASK],"[CLS] , Las , inicia , ##ti , ##k , ##as , [MASK] , [SEP]",single-token,15.6092456118245
1425,iniciativa,iniciatikas,plur,4,default,1.071233145921724e-05,plural,grandes,s,Las iniciatikas [MASK],"[CLS] , Las , inicia , ##ti , ##k , ##as , [MASK] , [SEP]",single-token,11.444115007259382
1426,iniciativa,iniciativa##s,plur,2,artificial,1.4922920854587574e-07,singular,grande,s,La iniciativa##s [MASK],"[CLS] , La , iniciativa , ##s , [MASK] , [SEP]",single-token,15.717782400603001
1427,iniciativa,iniciativa##s,plur,2,artificial,1.6117808627313934e-05,plural,grandes,s,La iniciativa##s [MASK],"[CLS] , La , iniciativa , ##s , [MASK] , [SEP]",single-token,11.035585771360266
1428,hijo,hijo,sing,1,default,0.00019955734023824334,singular,grande,s,El hijo [MASK],"[CLS] , El , hijo , [MASK] , [SEP]",single-token,8.519408943190928
1429,hijo,hijo,sing,1,default,1.1027888149328646e-06,plural,grandes,s,El hijo [MASK],"[CLS] , El , hijo , [MASK] , [SEP]",single-token,13.71766830027397
1430,hijo,hijou,plur,2,default,4.350885774329072e-06,singular,grande,s,Los hijou [MASK],"[CLS] , Los , hijo , ##u , [MASK] , [SEP]",single-token,12.345131107310154
1431,hijo,hijou,plur,2,default,5.122415313962847e-05,plural,grandes,s,Los hijou [MASK],"[CLS] , Los , hijo , ##u , [MASK] , [SEP]",single-token,9.879299396145251
1432,hijo,hijo##s,plur,2,artificial,2.1958428533253027e-06,singular,grande,s,El hijo##s [MASK],"[CLS] , El , hijo , ##s , [MASK] , [SEP]",single-token,13.028944597294087
1433,hijo,hijo##s,plur,2,artificial,7.07724757376127e-05,plural,grandes,s,El hijo##s [MASK],"[CLS] , El , hijo , ##s , [MASK] , [SEP]",single-token,9.55604039361984
1434,incendio,incendio,sing,1,default,6.20415885350667e-05,singular,grande,s,El incendio [MASK],"[CLS] , El , incendio , [MASK] , [SEP]",single-token,9.687705614969769
1435,incendio,incendio,sing,1,default,1.752846259250873e-07,plural,grandes,s,El incendio [MASK],"[CLS] , El , incendio , [MASK] , [SEP]",single-token,15.55685475037642
1436,incendio,inchndios,plur,3,default,2.503274743048678e-07,singular,grande,s,Los inchndios [MASK],"[CLS] , Los , inc , ##hn , ##dios , [MASK] , [SEP]",single-token,15.200495879031605
1437,incendio,inchndios,plur,3,default,2.6391435312689282e-05,plural,grandes,s,Los inchndios [MASK],"[CLS] , Los , inc , ##hn , ##dios , [MASK] , [SEP]",single-token,10.542471020421438
1438,incendio,incendio##s,plur,2,artificial,5.121049525769195e-06,singular,grande,s,El incendio##s [MASK],"[CLS] , El , incendio , ##s , [MASK] , [SEP]",single-token,12.182151154417719
1439,incendio,incendio##s,plur,2,artificial,5.518062607734464e-05,plural,grandes,s,El incendio##s [MASK],"[CLS] , El , incendio , ##s , [MASK] , [SEP]",single-token,9.804898643147716
1440,hecho,hecho,sing,1,default,0.00041943660471588373,singular,grande,s,El hecho [MASK],"[CLS] , El , hecho , [MASK] , [SEP]",single-token,7.776598164535631
1441,hecho,hecho,sing,1,default,1.0993770871436936e-07,plural,grandes,s,El hecho [MASK],"[CLS] , El , hecho , [MASK] , [SEP]",single-token,16.023351915968394
1442,hecho,htchos,plur,3,default,3.9411673924405477e-07,singular,grande,s,Los htchos [MASK],"[CLS] , Los , h , ##tch , ##os , [MASK] , [SEP]",single-token,14.74661867903683
1443,hecho,htchos,plur,3,default,2.727302307903301e-05,plural,grandes,s,Los htchos [MASK],"[CLS] , Los , h , ##tch , ##os , [MASK] , [SEP]",single-token,10.509612509934053
1444,hecho,hecho##s,plur,2,artificial,3.656438821053598e-06,singular,grande,s,El hecho##s [MASK],"[CLS] , El , hecho , ##s , [MASK] , [SEP]",single-token,12.51902088393463
1445,hecho,hecho##s,plur,2,artificial,9.500525629846379e-05,plural,grandes,s,El hecho##s [MASK],"[CLS] , El , hecho , ##s , [MASK] , [SEP]",single-token,9.261578338436838
1446,asesore,asesore,sing,2,default,9.604721071809763e-07,singular,grande,s,El asesore [MASK],"[CLS] , El , asesor , ##e , [MASK] , [SEP]",single-token,13.855840895054337
1447,asesore,asesore,sing,2,default,2.478576233144736e-09,plural,grandes,s,El asesore [MASK],"[CLS] , El , asesor , ##e , [MASK] , [SEP]",single-token,19.81558154116617
1448,asesore,asesvres,plur,3,default,4.4917351260664873e-07,singular,grande,s,Los asesvres [MASK],"[CLS] , Los , ases , ##vre , ##s , [MASK] , [SEP]",single-token,14.615856581522698
1449,asesore,asesvres,plur,3,default,5.972101280349307e-05,plural,grandes,s,Los asesvres [MASK],"[CLS] , Los , ases , ##vre , ##s , [MASK] , [SEP]",single-token,9.725826626235934
1450,asesore,asesore##s,plur,3,artificial,4.003714195732755e-07,singular,grande,s,El asesore##s [MASK],"[CLS] , El , asesor , ##e , ##s , [MASK] , [SEP]",single-token,14.730873171740122
1451,asesore,asesore##s,plur,3,artificial,1.3121378970026853e-06,plural,grandes,s,El asesore##s [MASK],"[CLS] , El , asesor , ##e , ##s , [MASK] , [SEP]",single-token,13.543852768542681
1452,certificado,certificado,sing,1,default,1.1096932439613738e-06,singular,grande,s,El certificado [MASK],"[CLS] , El , certificado , [MASK] , [SEP]",single-token,13.711426937625161
1453,certificado,certificado,sing,1,default,1.932704218887693e-09,plural,grandes,s,El certificado [MASK],"[CLS] , El , certificado , [MASK] , [SEP]",single-token,20.06434566504113
1454,certificado,certivicados,plur,3,default,4.870181058436174e-08,singular,grande,s,Los certivicados [MASK],"[CLS] , Los , cer , ##tivi , ##cados , [MASK] , [SEP]",single-token,16.837549629225315
1455,certificado,certivicados,plur,3,default,4.714362603408517e-06,plural,grandes,s,Los certivicados [MASK],"[CLS] , Los , cer , ##tivi , ##cados , [MASK] , [SEP]",single-token,12.264896835872182
1456,certificado,certificado##s,plur,2,artificial,8.12394773674896e-09,singular,grande,s,El certificado##s [MASK],"[CLS] , El , certificado , ##s , [MASK] , [SEP]",single-token,18.628449626440872
1457,certificado,certificado##s,plur,2,artificial,6.660321218987519e-07,plural,grandes,s,El certificado##s [MASK],"[CLS] , El , certificado , ##s , [MASK] , [SEP]",single-token,14.221927936489896
1458,venta,venta,sing,1,default,9.162324204226024e-06,singular,grande,s,La venta [MASK],"[CLS] , La , venta , [MASK] , [SEP]",single-token,11.600410677377473
1459,venta,venta,sing,1,default,1.292230251692672e-07,plural,grandes,s,La venta [MASK],"[CLS] , La , venta , [MASK] , [SEP]",single-token,15.861726048091608
1460,venta,vwntas,plur,4,default,7.420724159601377e-07,singular,grande,s,Las vwntas [MASK],"[CLS] , Las , v , ##w , ##n , ##tas , [MASK] , [SEP]",single-token,14.113819002907565
1461,venta,vwntas,plur,4,default,2.133281304850243e-05,plural,grandes,s,Las vwntas [MASK],"[CLS] , Las , v , ##w , ##n , ##tas , [MASK] , [SEP]",single-token,10.755264151921562
1462,venta,venta##s,plur,2,artificial,7.037504929030547e-06,singular,grande,s,La venta##s [MASK],"[CLS] , La , venta , ##s , [MASK] , [SEP]",single-token,11.864256864103606
1463,venta,venta##s,plur,2,artificial,6.280780507950112e-05,plural,grandes,s,La venta##s [MASK],"[CLS] , La , venta , ##s , [MASK] , [SEP]",single-token,9.675431207507394
1464,sociedade,sociedade,sing,2,default,0.00010578828369034454,singular,grande,s,La sociedade [MASK],"[CLS] , La , sociedad , ##e , [MASK] , [SEP]",single-token,9.154070784839096
1465,sociedade,sociedade,sing,2,default,6.902602081026998e-07,plural,grandes,s,La sociedade [MASK],"[CLS] , La , sociedad , ##e , [MASK] , [SEP]",single-token,14.186197197252095
1466,sociedade,soqiedades,plur,4,default,3.822441474454763e-09,singular,grande,s,Las soqiedades [MASK],"[CLS] , Las , so , ##q , ##iedad , ##es , [MASK] , [SEP]",single-token,19.382376489045743
1467,sociedade,soqiedades,plur,4,default,5.908541993449035e-07,plural,grandes,s,Las soqiedades [MASK],"[CLS] , Las , so , ##q , ##iedad , ##es , [MASK] , [SEP]",single-token,14.34169655159223
1468,sociedade,sociedade##s,plur,3,artificial,2.6946061552735046e-05,singular,grande,s,La sociedade##s [MASK],"[CLS] , La , sociedad , ##e , ##s , [MASK] , [SEP]",single-token,10.521673410333701
1469,sociedade,sociedade##s,plur,3,artificial,7.81998096499592e-06,plural,grandes,s,La sociedade##s [MASK],"[CLS] , La , sociedad , ##e , ##s , [MASK] , [SEP]",single-token,11.758828437553762
1470,euro,euro,sing,1,default,8.153502903951448e-07,singular,grande,s,El euro [MASK],"[CLS] , El , euro , [MASK] , [SEP]",single-token,14.01964801187908
1471,euro,euro,sing,1,default,2.074474991786701e-08,plural,grandes,s,El euro [MASK],"[CLS] , El , euro , [MASK] , [SEP]",single-token,17.690972638290063
1472,euro,eurow,plur,2,default,3.4589743336255196e-06,singular,grande,s,Los eurow [MASK],"[CLS] , Los , euro , ##w , [MASK] , [SEP]",single-token,12.574538448208637
1473,euro,eurow,plur,2,default,0.0001354367850581184,plural,grandes,s,Los eurow [MASK],"[CLS] , Los , euro , ##w , [MASK] , [SEP]",single-token,8.90700555744033
1474,euro,euro##s,plur,2,artificial,1.5885321772657335e-05,singular,grande,s,El euro##s [MASK],"[CLS] , El , euro , ##s , [MASK] , [SEP]",single-token,11.05011503406411
1475,euro,euro##s,plur,2,artificial,8.987458954834437e-07,plural,grandes,s,El euro##s [MASK],"[CLS] , El , euro , ##s , [MASK] , [SEP]",single-token,13.922265494838475
1476,reforma,reforma,sing,1,default,2.6396788598503917e-05,singular,grande,s,La reforma [MASK],"[CLS] , La , reforma , [MASK] , [SEP]",single-token,10.542268199207298
1477,reforma,reforma,sing,1,default,5.91609676803273e-08,plural,grandes,s,La reforma [MASK],"[CLS] , La , reforma , [MASK] , [SEP]",single-token,16.643003842234084
1478,reforma,reforwas,plur,3,default,4.7166054173430894e-07,singular,grande,s,Las reforwas [MASK],"[CLS] , Las , refor , ##w , ##as , [MASK] , [SEP]",single-token,14.567006301343811
1479,reforma,reforwas,plur,3,default,8.257341505668592e-06,plural,grandes,s,Las reforwas [MASK],"[CLS] , Las , refor , ##w , ##as , [MASK] , [SEP]",single-token,11.704407873850705
1480,reforma,reforma##s,plur,2,artificial,4.7558307869621785e-07,singular,grande,s,La reforma##s [MASK],"[CLS] , La , reforma , ##s , [MASK] , [SEP]",single-token,14.55872425161845
1481,reforma,reforma##s,plur,2,artificial,5.301704368321225e-05,plural,grandes,s,La reforma##s [MASK],"[CLS] , La , reforma , ##s , [MASK] , [SEP]",single-token,9.844897117179041
1482,centro,centro,sing,1,default,0.00012930709635838866,singular,grande,s,El centro [MASK],"[CLS] , El , centro , [MASK] , [SEP]",single-token,8.95332039079697
1483,centro,centro,sing,1,default,1.1475803063376588e-07,plural,grandes,s,El centro [MASK],"[CLS] , El , centro , [MASK] , [SEP]",single-token,15.980440006717982
1484,centro,yentros,plur,3,default,5.928051223236253e-07,singular,grande,s,Los yentros [MASK],"[CLS] , Los , ye , ##n , ##tros , [MASK] , [SEP]",single-token,14.338400122105062
1485,centro,yentros,plur,3,default,2.015418249357026e-05,plural,grandes,s,Los yentros [MASK],"[CLS] , Los , ye , ##n , ##tros , [MASK] , [SEP]",single-token,10.812098723191703
1486,centro,centro##s,plur,2,artificial,2.199679556724732e-06,singular,grande,s,El centro##s [MASK],"[CLS] , El , centro , ##s , [MASK] , [SEP]",single-token,13.027198864243086
1487,centro,centro##s,plur,2,artificial,0.00012044585309922695,plural,grandes,s,El centro##s [MASK],"[CLS] , El , centro , ##s , [MASK] , [SEP]",single-token,9.024310257896007
1488,laboratorio,laboratorio,sing,1,default,1.3983675671624951e-05,singular,grande,s,El laboratorio [MASK],"[CLS] , El , laboratorio , [MASK] , [SEP]",single-token,11.177619932138635
1489,laboratorio,laboratorio,sing,1,default,8.244744265084591e-08,plural,grandes,s,El laboratorio [MASK],"[CLS] , El , laboratorio , [MASK] , [SEP]",single-token,16.31110480539157
1490,laboratorio,laborrtorios,plur,3,default,1.8064854501176342e-08,singular,grande,s,Los laborrtorios [MASK],"[CLS] , Los , labor , ##r , ##torios , [MASK] , [SEP]",single-token,17.829297526562673
1491,laboratorio,laborrtorios,plur,3,default,1.806735326681519e-06,plural,grandes,s,Los laborrtorios [MASK],"[CLS] , Los , labor , ##r , ##torios , [MASK] , [SEP]",single-token,13.223989028204693
1492,laboratorio,laboratorio##s,plur,2,artificial,2.9171303594921483e-06,singular,grande,s,El laboratorio##s [MASK],"[CLS] , El , laboratorio , ##s , [MASK] , [SEP]",single-token,12.744910178501597
1493,laboratorio,laboratorio##s,plur,2,artificial,8.72921955306083e-05,plural,grandes,s,El laboratorio##s [MASK],"[CLS] , El , laboratorio , ##s , [MASK] , [SEP]",single-token,9.3462494973898
1494,cama,cama,sing,1,default,0.0001692298101261258,singular,grande,s,La cama [MASK],"[CLS] , La , cama , [MASK] , [SEP]",single-token,8.684252943531993
1495,cama,cama,sing,1,default,6.386607651620579e-07,plural,grandes,s,La cama [MASK],"[CLS] , La , cama , [MASK] , [SEP]",single-token,14.26389240747809
1496,cama,camss,plur,3,default,8.155004138643562e-08,singular,grande,s,Las camss [MASK],"[CLS] , Las , cam , ##s , ##s , [MASK] , [SEP]",single-token,16.32204900038184
1497,cama,camss,plur,3,default,6.068341463105753e-06,plural,grandes,s,Las camss [MASK],"[CLS] , Las , cam , ##s , ##s , [MASK] , [SEP]",single-token,12.012425225301557
1498,cama,cama##s,plur,2,artificial,2.635487817315152e-06,singular,grande,s,La cama##s [MASK],"[CLS] , La , cama , ##s , [MASK] , [SEP]",single-token,12.846442263194502
1499,cama,cama##s,plur,2,artificial,3.9349946746369824e-05,plural,grandes,s,La cama##s [MASK],"[CLS] , La , cama , ##s , [MASK] , [SEP]",single-token,10.143015936434184
1500,paciente,paciente,sing,1,default,1.3659334854310146e-06,singular,grande,s,El paciente [MASK],"[CLS] , El , paciente , [MASK] , [SEP]",single-token,13.503672490950693
1501,paciente,paciente,sing,1,default,2.7472092156699546e-08,plural,grandes,s,El paciente [MASK],"[CLS] , El , paciente , [MASK] , [SEP]",single-token,17.410095178228648
1502,paciente,pacienves,plur,3,default,1.74440117461927e-07,singular,grande,s,Los pacienves [MASK],"[CLS] , Los , paci , ##en , ##ves , [MASK] , [SEP]",single-token,15.56168432060629
1503,paciente,pacienves,plur,3,default,1.4088436728343368e-05,plural,grandes,s,Los pacienves [MASK],"[CLS] , Los , paci , ##en , ##ves , [MASK] , [SEP]",single-token,11.170156187226487
1504,paciente,paciente##s,plur,2,artificial,4.9819250307336915e-06,singular,grande,s,El paciente##s [MASK],"[CLS] , El , paciente , ##s , [MASK] , [SEP]",single-token,12.209694189263663
1505,paciente,paciente##s,plur,2,artificial,2.2808708308730274e-05,plural,grandes,s,El paciente##s [MASK],"[CLS] , El , paciente , ##s , [MASK] , [SEP]",single-token,10.688368151560315
1506,prioridade,prioridade,sing,2,default,5.154231621418148e-05,singular,grande,s,La prioridade [MASK],"[CLS] , La , prioridad , ##e , [MASK] , [SEP]",single-token,9.873107413622137
1507,prioridade,prioridade,sing,2,default,1.6616005495961872e-06,plural,grandes,s,La prioridade [MASK],"[CLS] , La , prioridad , ##e , [MASK] , [SEP]",single-token,13.30772923362133
1508,prioridade,prioridakes,plur,4,default,1.8032548609880905e-07,singular,grande,s,Las prioridakes [MASK],"[CLS] , Las , prior , ##ida , ##k , ##es , [MASK] , [SEP]",single-token,15.528502362878573
1509,prioridade,prioridakes,plur,4,default,6.171490895212628e-06,plural,grandes,s,Las prioridakes [MASK],"[CLS] , Las , prior , ##ida , ##k , ##es , [MASK] , [SEP]",single-token,11.995570113059209
1510,prioridade,prioridade##s,plur,3,artificial,1.5638433978892863e-05,singular,grande,s,La prioridade##s [MASK],"[CLS] , La , prioridad , ##e , ##s , [MASK] , [SEP]",single-token,11.065778957087174
1511,prioridade,prioridade##s,plur,3,artificial,1.602829433977604e-05,plural,grandes,s,La prioridade##s [MASK],"[CLS] , La , prioridad , ##e , ##s , [MASK] , [SEP]",single-token,11.041155001260165
1512,trabajo,trabajo,sing,1,default,1.3677299648406915e-06,singular,grande,s,El trabajo [MASK],"[CLS] , El , trabajo , [MASK] , [SEP]",single-token,13.502358152371
1513,trabajo,trabajo,sing,1,default,9.993451399736841e-09,plural,grandes,s,El trabajo [MASK],"[CLS] , El , trabajo , [MASK] , [SEP]",single-token,18.421335818493166
1514,trabajo,trabajzs,plur,3,default,7.721718020547996e-08,singular,grande,s,Los trabajzs [MASK],"[CLS] , Los , trabaj , ##z , ##s , [MASK] , [SEP]",single-token,16.376643863152612
1515,trabajo,trabajzs,plur,3,default,6.511951141874306e-06,plural,grandes,s,Los trabajzs [MASK],"[CLS] , Los , trabaj , ##z , ##s , [MASK] , [SEP]",single-token,11.94187143207561
1516,trabajo,trabajo##s,plur,2,artificial,1.603987811904517e-06,singular,grande,s,El trabajo##s [MASK],"[CLS] , El , trabajo , ##s , [MASK] , [SEP]",single-token,13.34301764711209
1517,trabajo,trabajo##s,plur,2,artificial,2.4150889657903463e-05,plural,grandes,s,El trabajo##s [MASK],"[CLS] , El , trabajo , ##s , [MASK] , [SEP]",single-token,10.631189339707644
1518,órgano,órgano,sing,1,default,3.112016202067025e-06,singular,grande,s,El órgano [MASK],"[CLS] , El , órgano , [MASK] , [SEP]",single-token,12.680239745341943
1519,órgano,órgano,sing,1,default,1.1001858313264279e-09,plural,grandes,s,El órgano [MASK],"[CLS] , El , órgano , [MASK] , [SEP]",single-token,20.62778673384095
1520,órgano,órganos,plur,1,default,3.0128535222218034e-09,singular,grande,s,Los órganos [MASK],"[CLS] , Los , órganos , [MASK] , [SEP]",single-token,19.620378193239947
1521,órgano,órganos,plur,1,default,1.2127542277085013e-06,plural,grandes,s,Los órganos [MASK],"[CLS] , Los , órganos , [MASK] , [SEP]",single-token,13.622616563776036
1522,órgano,órgano##s,plur,2,artificial,9.940202971847611e-08,singular,grande,s,El órgano##s [MASK],"[CLS] , El , órgano , ##s , [MASK] , [SEP]",single-token,16.124093303789383
1523,órgano,órgano##s,plur,2,artificial,6.063838100089924e-06,plural,grandes,s,El órgano##s [MASK],"[CLS] , El , órgano , ##s , [MASK] , [SEP]",single-token,12.0131676085146
1524,niño,niño,sing,1,default,0.0004381523176562041,singular,grande,s,El niño [MASK],"[CLS] , El , niño , [MASK] , [SEP]",single-token,7.732943950835405
1525,niño,niño,sing,1,default,1.5494026683882112e-06,plural,grandes,s,El niño [MASK],"[CLS] , El , niño , [MASK] , [SEP]",single-token,13.37764107654265
1526,niño,niñod,plur,2,default,1.8802177237375872e-07,singular,grande,s,Los niñod [MASK],"[CLS] , Los , niño , ##d , [MASK] , [SEP]",single-token,15.486708070323264
1527,niño,niñod,plur,2,default,4.276055278751301e-06,plural,grandes,s,Los niñod [MASK],"[CLS] , Los , niño , ##d , [MASK] , [SEP]",single-token,12.362479637206997
1528,niño,niño##s,plur,2,artificial,3.7471956602530554e-05,singular,grande,s,El niño##s [MASK],"[CLS] , El , niño , ##s , [MASK] , [SEP]",single-token,10.191917728680227
