patronos, ([CLS],patr,##ono,##s,[SEP])
mutualidades, ([CLS],mutua,##lidad,##es,[SEP])
monturas, ([CLS],mon,##tura,##s,[SEP])
pretendientes, ([CLS],preten,##diente,##s,[SEP])
planchas, ([CLS],plan,##cha,##s,[SEP])
cauces, ([CLS],cau,##ce,##s,[SEP])
abetos, ([CLS],ab,##eto,##s,[SEP])
monólogos, ([CLS],mon,##ólogo,##s,[SEP])
duetos, ([CLS],due,##to,##s,[SEP])
guiños, ([CLS],gui,##ño,##s,[SEP])
temarios, ([CLS],tema,##rio,##s,[SEP])
lides, ([CLS],li,##de,##s,[SEP])
consultorios, ([CLS],consultor,##io,##s,[SEP])
internautas, ([CLS],interna,##uta,##s,[SEP])
ministras, ([CLS],minist,##ra,##s,[SEP])
centristas, ([CLS],centr,##ista,##s,[SEP])
místicos, ([CLS],mí,##stico,##s,[SEP])
carpetas, ([CLS],car,##peta,##s,[SEP])
emigrantes, ([CLS],emi,##grante,##s,[SEP])
infantas, ([CLS],infan,##ta,##s,[SEP])
franciscanos, ([CLS],francis,##cano,##s,[SEP])
autógrafos, ([CLS],autó,##grafo,##s,[SEP])
mejillas, ([CLS],mej,##illa,##s,[SEP])
prerrogativas, ([CLS],prerroga,##tiva,##s,[SEP])
explotadores, ([CLS],explota,##dore,##s,[SEP])
caretas, ([CLS],car,##eta,##s,[SEP])
cabecillas, ([CLS],cabec,##illa,##s,[SEP])
hacendados, ([CLS],hacen,##dado,##s,[SEP])
lomas, ([CLS],lo,##ma,##s,[SEP])
bollos, ([CLS],bol,##lo,##s,[SEP])
chapas, ([CLS],cha,##pa,##s,[SEP])
españolistas, ([CLS],español,##ista,##s,[SEP])
convergentes, ([CLS],conver,##gente,##s,[SEP])
educadores, ([CLS],educado,##re,##s,[SEP])
escaladores, ([CLS],escala,##dore,##s,[SEP])
motivodel, ([CLS],motivo,##del,[SEP])
chalets, ([CLS],chal,##et,##s,[SEP])
acuíferos, ([CLS],acu,##íferos,[SEP])
ponencias, ([CLS],ponen,##cia,##s,[SEP])
barbaries, ([CLS],barba,##rie,##s,[SEP])
bobinas, ([CLS],bo,##bina,##s,[SEP])
guetos, ([CLS],gu,##eto,##s,[SEP])
rezos, ([CLS],re,##zo,##s,[SEP])
alabanzas, ([CLS],alab,##anza,##s,[SEP])
divorciados, ([CLS],divorci,##ado,##s,[SEP])
apuntes, ([CLS],apun,##te,##s,[SEP])
mensualidades, ([CLS],mensual,##idad,##es,[SEP])
insumisos, ([CLS],insu,##miso,##s,[SEP])
objetores, ([CLS],objeto,##re,##s,[SEP])
desertores, ([CLS],deser,##tore,##s,[SEP])
artificieros, ([CLS],artifici,##ero,##s,[SEP])
gags, ([CLS],ga,##g,##s,[SEP])
valses, ([CLS],val,##se,##s,[SEP])
separatistas, ([CLS],separa,##tista,##s,[SEP])
kilogramos, ([CLS],k,##ilo,##gramos,[SEP])
lentejas, ([CLS],lente,##ja,##s,[SEP])
instigadores, ([CLS],insti,##gador,##es,[SEP])
salvamentos, ([CLS],salva,##mento,##s,[SEP])
cuartelillos, ([CLS],cuartel,##illo,##s,[SEP])
informadores, ([CLS],informado,##re,##s,[SEP])
cánticos, ([CLS],cán,##tico,##s,[SEP])
despistes, ([CLS],despi,##ste,##s,[SEP])
protagonismos, ([CLS],protagon,##ismo,##s,[SEP])
oyentes, ([CLS],oyen,##te,##s,[SEP])
dígitos, ([CLS],dígi,##to,##s,[SEP])
correrías, ([CLS],correr,##ía,##s,[SEP])
infantes, ([CLS],infan,##te,##s,[SEP])
cerezas, ([CLS],cere,##za,##s,[SEP])
canas, ([CLS],can,##a,##s,[SEP])
juristas, ([CLS],juris,##ta,##s,[SEP])
fillos, ([CLS],fil,##lo,##s,[SEP])
centenarios, ([CLS],centen,##ario,##s,[SEP])
tópicos, ([CLS],tó,##pico,##s,[SEP])
enclaves, ([CLS],encla,##ve,##s,[SEP])
festejos, ([CLS],feste,##jo,##s,[SEP])
lavabos, ([CLS],lava,##bo,##s,[SEP])
cristaleras, ([CLS],cristal,##era,##s,[SEP])
pegatinas, ([CLS],pega,##tina,##s,[SEP])
grifos, ([CLS],gri,##fo,##s,[SEP])
temblores, ([CLS],tembl,##ore,##s,[SEP])
animalistas, ([CLS],animal,##ista,##s,[SEP])
ganaderos, ([CLS],gana,##dero,##s,[SEP])
delirios, ([CLS],deli,##rio,##s,[SEP])
cercos, ([CLS],cer,##co,##s,[SEP])
instaladores, ([CLS],instalado,##re,##s,[SEP])
motoristas, ([CLS],motor,##ista,##s,[SEP])
ilegalidades, ([CLS],ilegal,##idad,##es,[SEP])
austriacos, ([CLS],austria,##co,##s,[SEP])
cosméticos, ([CLS],cosm,##ético,##s,[SEP])
carnets, ([CLS],carne,##t,##s,[SEP])
jaimas, ([CLS],ja,##ima,##s,[SEP])
macips, ([CLS],maci,##ps,[SEP])
parajes, ([CLS],para,##je,##s,[SEP])
remeros, ([CLS],reme,##ro,##s,[SEP])
tornillos, ([CLS],torn,##illo,##s,[SEP])
zapatillas, ([CLS],zapa,##tilla,##s,[SEP])
patronales, ([CLS],patr,##onal,##es,[SEP])
noveles, ([CLS],nove,##le,##s,[SEP])
automovilistas, ([CLS],automovil,##ista,##s,[SEP])
gaitas, ([CLS],ga,##ita,##s,[SEP])
franquistas, ([CLS],franqui,##sta,##s,[SEP])
intrigas, ([CLS],intri,##ga,##s,[SEP])
catedráticos, ([CLS],catedrá,##tico,##s,[SEP])
sensacionalistas, ([CLS],sensacional,##ista,##s,[SEP])
ahorradores, ([CLS],ahor,##rador,##es,[SEP])
emprendedores, ([CLS],empren,##dedor,##es,[SEP])
dardos, ([CLS],dar,##do,##s,[SEP])
integristas, ([CLS],integr,##ista,##s,[SEP])
francotiradores, ([CLS],francotir,##ador,##es,[SEP])
toreros, ([CLS],tor,##ero,##s,[SEP])
faenas, ([CLS],fa,##ena,##s,[SEP])
pasteleros, ([CLS],pastel,##ero,##s,[SEP])
vulgaridades, ([CLS],vulgar,##idad,##es,[SEP])
calas, ([CLS],cal,##a,##s,[SEP])
tretas, ([CLS],tre,##ta,##s,[SEP])
viñas, ([CLS],vi,##ña,##s,[SEP])
platinas, ([CLS],pla,##tina,##s,[SEP])
sentinas, ([CLS],sent,##ina,##s,[SEP])
tejas, ([CLS],tej,##a,##s,[SEP])
payesas, ([CLS],pay,##esa,##s,[SEP])
celosías, ([CLS],celos,##ía,##s,[SEP])
apreturas, ([CLS],apre,##tura,##s,[SEP])
redactores, ([CLS],redac,##tore,##s,[SEP])
hordas, ([CLS],hor,##da,##s,[SEP])
colectores, ([CLS],colec,##tore,##s,[SEP])
vaquillas, ([CLS],va,##quilla,##s,[SEP])
maltratadores, ([CLS],maltra,##tadores,[SEP])
