,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
684,luna,luna,sing,1,default,0.0001729519572108984,singular,grande,s,[MASK] luna [MASK],"[CLS] , [MASK] , luna , [MASK] , [SEP]",morphemic,8.662496706016633
685,luna,luna,sing,1,default,6.022674369887682e-06,plural,grandes,s,[MASK] luna [MASK],"[CLS] , [MASK] , luna , [MASK] , [SEP]",morphemic,12.019979149802596
686,luna,lfnas,plur,3,default,1.0906438546953723e-05,singular,grande,s,[MASK] lfnas [MASK],"[CLS] , [MASK] , l , ##f , ##nas , [MASK] , [SEP]",morphemic,11.426157250738175
687,luna,lfnas,plur,3,default,0.0001340305752819404,plural,grandes,s,[MASK] lfnas [MASK],"[CLS] , [MASK] , l , ##f , ##nas , [MASK] , [SEP]",morphemic,8.91744261029521
688,luna,luna##s,plur,2,artificial,2.3642242013011128e-06,singular,grande,s,[MASK] luna##s [MASK],"[CLS] , La , luna , ##s , [MASK] , [SEP]",morphemic,12.955060623111548
689,luna,luna##s,plur,2,artificial,0.00016622184193693101,plural,grandes,s,[MASK] luna##s [MASK],"[CLS] , La , luna , ##s , [MASK] , [SEP]",morphemic,8.70218726458127
690,conserva,conserva,sing,1,default,2.0569425032590516e-05,singular,grande,s,[MASK] conserva [MASK],"[CLS] , [MASK] , conserva , [MASK] , [SEP]",morphemic,10.791704806435787
691,conserva,conserva,sing,1,default,1.7067123962988262e-06,plural,grandes,s,[MASK] conserva [MASK],"[CLS] , [MASK] , conserva , [MASK] , [SEP]",morphemic,13.280941613233596
692,conserva,consdrvas,plur,3,default,4.225878456054488e-06,singular,grande,s,[MASK] consdrvas [MASK],"[CLS] , [MASK] , cons , ##dr , ##vas , [MASK] , [SEP]",morphemic,12.374283400174434
693,conserva,consdrvas,plur,3,default,0.00017370987916365266,plural,grandes,s,[MASK] consdrvas [MASK],"[CLS] , [MASK] , cons , ##dr , ##vas , [MASK] , [SEP]",morphemic,8.658124011471818
694,conserva,conserva##s,plur,2,artificial,1.257986241398612e-05,singular,grande,s,[MASK] conserva##s [MASK],"[CLS] , La , conserva , ##s , [MASK] , [SEP]",morphemic,11.283413243636835
695,conserva,conserva##s,plur,2,artificial,1.5271989468601532e-05,plural,grandes,s,[MASK] conserva##s [MASK],"[CLS] , La , conserva , ##s , [MASK] , [SEP]",morphemic,11.089490161129754
696,padrino,padrino,sing,1,default,6.0793340708187316e-06,singular,grande,s,[MASK] padrino [MASK],"[CLS] , [MASK] , padrino , [MASK] , [SEP]",morphemic,12.010615395810674
697,padrino,padrino,sing,1,default,2.024675183065483e-07,plural,grandes,s,[MASK] padrino [MASK],"[CLS] , [MASK] , padrino , [MASK] , [SEP]",morphemic,15.412686366690275
698,padrino,tadrinos,plur,3,default,1.3323506209417246e-05,singular,grande,s,[MASK] tadrinos [MASK],"[CLS] , [MASK] , ta , ##dri , ##nos , [MASK] , [SEP]",morphemic,11.22598069855546
699,padrino,tadrinos,plur,3,default,0.0006353677599690855,plural,grandes,s,[MASK] tadrinos [MASK],"[CLS] , [MASK] , ta , ##dri , ##nos , [MASK] , [SEP]",morphemic,7.361306577156349
700,padrino,padrino##s,plur,2,artificial,1.9147661589613563e-07,singular,grande,s,[MASK] padrino##s [MASK],"[CLS] , El , padrino , ##s , [MASK] , [SEP]",morphemic,15.468500145984715
701,padrino,padrino##s,plur,2,artificial,3.8580405998800416e-06,plural,grandes,s,[MASK] padrino##s [MASK],"[CLS] , El , padrino , ##s , [MASK] , [SEP]",morphemic,12.465351119979852
702,escopeta,escopeta,sing,1,default,9.813329961616546e-05,singular,grande,s,[MASK] escopeta [MASK],"[CLS] , [MASK] , escopeta , [MASK] , [SEP]",morphemic,9.229183803362993
703,escopeta,escopeta,sing,1,default,3.2277782793244114e-06,plural,grandes,s,[MASK] escopeta [MASK],"[CLS] , [MASK] , escopeta , [MASK] , [SEP]",morphemic,12.643716496618087
704,escopeta,escopetap,plur,2,default,2.8731237762258388e-05,singular,grande,s,[MASK] escopetap [MASK],"[CLS] , [MASK] , escopeta , ##p , [MASK] , [SEP]",morphemic,10.457525603330328
705,escopeta,escopetap,plur,2,default,1.1542048014234751e-05,plural,grandes,s,[MASK] escopetap [MASK],"[CLS] , [MASK] , escopeta , ##p , [MASK] , [SEP]",morphemic,11.369513841726194
706,escopeta,escopeta##s,plur,2,artificial,1.2453247109078802e-06,singular,grande,s,[MASK] escopeta##s [MASK],"[CLS] , La , escopeta , ##s , [MASK] , [SEP]",morphemic,13.596114250078932
707,escopeta,escopeta##s,plur,2,artificial,4.8778270866023377e-05,plural,grandes,s,[MASK] escopeta##s [MASK],"[CLS] , La , escopeta , ##s , [MASK] , [SEP]",morphemic,9.928225613405777
708,montaje,montaje,sing,1,default,4.976061973138712e-06,singular,grande,s,[MASK] montaje [MASK],"[CLS] , [MASK] , montaje , [MASK] , [SEP]",morphemic,12.210871748196046
709,montaje,montaje,sing,1,default,1.2650033340833033e-06,plural,grandes,s,[MASK] montaje [MASK],"[CLS] , [MASK] , montaje , [MASK] , [SEP]",morphemic,13.580435800149289
710,montaje,mgntajes,plur,4,default,2.6373529635748127e-06,singular,grande,s,[MASK] mgntajes [MASK],"[CLS] , [MASK] , mg , ##n , ##taje , ##s , [MASK] , [SEP]",morphemic,12.845734809123744
711,montaje,mgntajes,plur,4,default,0.00023011761368252337,plural,grandes,s,[MASK] mgntajes [MASK],"[CLS] , [MASK] , mg , ##n , ##taje , ##s , [MASK] , [SEP]",morphemic,8.376920015905952
712,montaje,montaje##s,plur,2,artificial,4.608612300671666e-07,singular,grande,s,[MASK] montaje##s [MASK],"[CLS] , El , montaje , ##s , [MASK] , [SEP]",morphemic,14.590168858642269
713,montaje,montaje##s,plur,2,artificial,1.1704621101671364e-05,plural,grandes,s,[MASK] montaje##s [MASK],"[CLS] , El , montaje , ##s , [MASK] , [SEP]",morphemic,11.355526828184267
714,fallecimiento,fallecimiento,sing,1,default,5.773859811597504e-06,singular,grande,s,[MASK] fallecimiento [MASK],"[CLS] , [MASK] , fallecimiento , [MASK] , [SEP]",morphemic,12.062169756270528
715,fallecimiento,fallecimiento,sing,1,default,7.999710760486778e-07,plural,grandes,s,[MASK] fallecimiento [MASK],"[CLS] , [MASK] , fallecimiento , [MASK] , [SEP]",morphemic,14.038690264871242
716,fallecimiento,fallecimmentos,plur,4,default,3.3377946238033473e-06,singular,grande,s,[MASK] fallecimmentos [MASK],"[CLS] , [MASK] , falle , ##ci , ##mm , ##entos , [MASK] , [SEP]",morphemic,12.610200261339063
717,fallecimiento,fallecimmentos,plur,4,default,0.000369255751138553,plural,grandes,s,[MASK] fallecimmentos [MASK],"[CLS] , [MASK] , falle , ##ci , ##mm , ##entos , [MASK] , [SEP]",morphemic,7.904021061485037
718,fallecimiento,fallecimiento##s,plur,2,artificial,4.310533086027135e-07,singular,grande,s,[MASK] fallecimiento##s [MASK],"[CLS] , El , fallecimiento , ##s , [MASK] , [SEP]",morphemic,14.657034068637964
719,fallecimiento,fallecimiento##s,plur,2,artificial,3.777933306992054e-05,plural,grandes,s,[MASK] fallecimiento##s [MASK],"[CLS] , El , fallecimiento , ##s , [MASK] , [SEP]",morphemic,10.18374834903983
720,iraníe,iraníe,sing,2,default,3.0100771255092695e-05,singular,grande,s,[MASK] iraníe [MASK],"[CLS] , [MASK] , iraní , ##e , [MASK] , [SEP]",morphemic,10.410959763444929
721,iraníe,iraníe,sing,2,default,2.7846162993228063e-06,plural,grandes,s,[MASK] iraníe [MASK],"[CLS] , [MASK] , iraní , ##e , [MASK] , [SEP]",morphemic,12.79140046810805
722,iraníe,iraníes,plur,2,default,6.942374284335529e-07,singular,grande,s,[MASK] iraníes [MASK],"[CLS] , [MASK] , iraní , ##es , [MASK] , [SEP]",morphemic,14.180451819049415
723,iraníe,iraníes,plur,2,default,0.0001352048566332087,plural,grandes,s,[MASK] iraníes [MASK],"[CLS] , [MASK] , iraní , ##es , [MASK] , [SEP]",morphemic,8.908719473157324
724,iraníe,iraníe##s,plur,3,artificial,2.122870228049578e-06,singular,grande,s,[MASK] iraníe##s [MASK],"[CLS] , El , iraní , ##e , ##s , [MASK] , [SEP]",morphemic,13.062741503795603
725,iraníe,iraníe##s,plur,3,artificial,4.396529675432248e-06,plural,grandes,s,[MASK] iraníe##s [MASK],"[CLS] , El , iraní , ##e , ##s , [MASK] , [SEP]",morphemic,12.334695038364567
726,estímulo,estímulo,sing,1,default,1.0242654752801172e-05,singular,grande,s,[MASK] estímulo [MASK],"[CLS] , [MASK] , estímulo , [MASK] , [SEP]",morphemic,11.488949718749977
727,estímulo,estímulo,sing,1,default,2.4195844616770046e-07,plural,grandes,s,[MASK] estímulo [MASK],"[CLS] , [MASK] , estímulo , [MASK] , [SEP]",morphemic,15.234499835584408
728,estímulo,estímilos,plur,3,default,3.410071713005891e-06,singular,grande,s,[MASK] estímilos [MASK],"[CLS] , [MASK] , est , ##ím , ##ilos , [MASK] , [SEP]",morphemic,12.588777236682974
729,estímulo,estímilos,plur,3,default,0.0006716809002682567,plural,grandes,s,[MASK] estímilos [MASK],"[CLS] , [MASK] , est , ##ím , ##ilos , [MASK] , [SEP]",morphemic,7.3057271810097495
730,estímulo,estímulo##s,plur,2,artificial,2.9084949915159086e-07,singular,grande,s,[MASK] estímulo##s [MASK],"[CLS] , El , estímulo , ##s , [MASK] , [SEP]",morphemic,15.050459888607314
731,estímulo,estímulo##s,plur,2,artificial,7.65490585763473e-06,plural,grandes,s,[MASK] estímulo##s [MASK],"[CLS] , El , estímulo , ##s , [MASK] , [SEP]",morphemic,11.78016382708378
732,ione,ione,sing,2,default,3.611783540691249e-05,singular,grande,s,[MASK] ione [MASK],"[CLS] , [MASK] , ion , ##e , [MASK] , [SEP]",morphemic,10.228723759037576
733,ione,ione,sing,2,default,3.1038296128826914e-06,plural,grandes,s,[MASK] ione [MASK],"[CLS] , [MASK] , ion , ##e , [MASK] , [SEP]",morphemic,12.682873849906828
734,ione,iwnes,plur,3,default,5.4845404520165175e-06,singular,grande,s,[MASK] iwnes [MASK],"[CLS] , [MASK] , i , ##w , ##nes , [MASK] , [SEP]",morphemic,12.11357725042407
735,ione,iwnes,plur,3,default,2.123812555510085e-05,plural,grandes,s,[MASK] iwnes [MASK],"[CLS] , [MASK] , i , ##w , ##nes , [MASK] , [SEP]",morphemic,10.759712616186325
736,ione,ione##s,plur,3,artificial,4.2035855585709214e-05,singular,grande,s,[MASK] ione##s [MASK],"[CLS] , El , ion , ##e , ##s , [MASK] , [SEP]",morphemic,10.076987599457613
737,ione,ione##s,plur,3,artificial,3.970925718022045e-06,plural,grandes,s,[MASK] ione##s [MASK],"[CLS] , El , ion , ##e , ##s , [MASK] , [SEP]",morphemic,12.436511312103935
738,espesore,espesore,sing,2,default,7.386509969364852e-05,singular,grande,s,[MASK] espesore [MASK],"[CLS] , [MASK] , espesor , ##e , [MASK] , [SEP]",morphemic,9.513270105517904
739,espesore,espesore,sing,2,default,2.240805042674765e-05,plural,grandes,s,[MASK] espesore [MASK],"[CLS] , [MASK] , espesor , ##e , [MASK] , [SEP]",morphemic,10.706090269618619
740,espesore,esperores,plur,2,default,4.097924829693511e-05,singular,grande,s,[MASK] esperores [MASK],"[CLS] , [MASK] , espero , ##res , [MASK] , [SEP]",morphemic,10.10244475849074
741,espesore,esperores,plur,2,default,0.0008586978074163198,plural,grandes,s,[MASK] esperores [MASK],"[CLS] , [MASK] , espero , ##res , [MASK] , [SEP]",morphemic,7.060093493664756
742,espesore,espesore##s,plur,3,artificial,8.798822818789631e-06,singular,grande,s,[MASK] espesore##s [MASK],"[CLS] , El , espesor , ##e , ##s , [MASK] , [SEP]",morphemic,11.640892616020285
743,espesore,espesore##s,plur,3,artificial,8.211790373024996e-06,plural,grandes,s,[MASK] espesore##s [MASK],"[CLS] , El , espesor , ##e , ##s , [MASK] , [SEP]",morphemic,11.709939586042196
744,orbitale,orbitale,sing,2,default,2.469787978043314e-05,singular,grande,s,[MASK] orbitale [MASK],"[CLS] , [MASK] , orbital , ##e , [MASK] , [SEP]",morphemic,10.608793156863568
745,orbitale,orbitale,sing,2,default,2.3264834453584626e-05,plural,grandes,s,[MASK] orbitale [MASK],"[CLS] , [MASK] , orbital , ##e , [MASK] , [SEP]",morphemic,10.668567588378144
746,orbitale,orbftales,plur,4,default,4.811346116184723e-06,singular,grande,s,[MASK] orbftales [MASK],"[CLS] , [MASK] , or , ##b , ##ft , ##ales , [MASK] , [SEP]",morphemic,12.244533655164842
747,orbitale,orbftales,plur,4,default,0.00025356310652568936,plural,grandes,s,[MASK] orbftales [MASK],"[CLS] , [MASK] , or , ##b , ##ft , ##ales , [MASK] , [SEP]",morphemic,8.279897824983946
748,orbitale,orbitale##s,plur,3,artificial,7.341614400502294e-05,singular,grande,s,[MASK] orbitale##s [MASK],"[CLS] , El , orbital , ##e , ##s , [MASK] , [SEP]",morphemic,9.519366700955766
749,orbitale,orbitale##s,plur,3,artificial,1.5193396393442526e-05,plural,grandes,s,[MASK] orbitale##s [MASK],"[CLS] , El , orbital , ##e , ##s , [MASK] , [SEP]",morphemic,11.094649672311665
750,carbono,carbono,sing,1,default,7.88959368946962e-06,singular,grande,s,[MASK] carbono [MASK],"[CLS] , [MASK] , carbono , [MASK] , [SEP]",morphemic,11.749965921331157
751,carbono,carbono,sing,1,default,1.1592402415772085e-06,plural,grandes,s,[MASK] carbono [MASK],"[CLS] , [MASK] , carbono , [MASK] , [SEP]",morphemic,13.667745731586304
752,carbono,ckrbonos,plur,5,default,1.3369960470299702e-05,singular,grande,s,[MASK] ckrbonos [MASK],"[CLS] , [MASK] , c , ##k , ##r , ##bon , ##os , [MASK] , [SEP]",morphemic,11.222500123451674
753,carbono,ckrbonos,plur,5,default,3.384599040145986e-05,plural,grandes,s,[MASK] ckrbonos [MASK],"[CLS] , [MASK] , c , ##k , ##r , ##bon , ##os , [MASK] , [SEP]",morphemic,10.29369001757294
754,carbono,carbono##s,plur,2,artificial,3.1543263503408525e-06,singular,grande,s,[MASK] carbono##s [MASK],"[CLS] , El , carbono , ##s , [MASK] , [SEP]",morphemic,12.66673560288634
755,carbono,carbono##s,plur,2,artificial,9.177109313895926e-05,plural,grandes,s,[MASK] carbono##s [MASK],"[CLS] , El , carbono , ##s , [MASK] , [SEP]",morphemic,9.296213199479777
756,film,film,sing,1,default,2.09913505386794e-05,singular,grande,s,[MASK] film [MASK],"[CLS] , [MASK] , film , [MASK] , [SEP]",morphemic,10.771400084196856
757,film,film,sing,1,default,2.0223458250256954e-06,plural,grandes,s,[MASK] film [MASK],"[CLS] , [MASK] , film , [MASK] , [SEP]",morphemic,13.111252420820179
758,film,filmk,plur,2,default,3.6612309486372396e-05,singular,grande,s,[MASK] filmk [MASK],"[CLS] , [MASK] , film , ##k , [MASK] , [SEP]",morphemic,10.215126049337176
759,film,filmk,plur,2,default,3.047060772587429e-06,plural,grandes,s,[MASK] filmk [MASK],"[CLS] , [MASK] , film , ##k , [MASK] , [SEP]",morphemic,12.701333113103013
760,film,film##s,plur,2,artificial,1.749712464516051e-05,singular,grande,s,[MASK] film##s [MASK],"[CLS] , El , film , ##s , [MASK] , [SEP]",morphemic,10.953473996525341
761,film,film##s,plur,2,artificial,1.738950959406793e-05,plural,grandes,s,[MASK] film##s [MASK],"[CLS] , El , film , ##s , [MASK] , [SEP]",morphemic,10.959643430451852
762,advertencia,advertencia,sing,1,default,0.00011876923963427544,singular,grande,s,[MASK] advertencia [MASK],"[CLS] , [MASK] , advertencia , [MASK] , [SEP]",morphemic,9.038328110200172
763,advertencia,advertencia,sing,1,default,6.779304385418072e-06,plural,grandes,s,[MASK] advertencia [MASK],"[CLS] , [MASK] , advertencia , [MASK] , [SEP]",morphemic,11.90163605929644
764,advertencia,advertenoias,plur,4,default,9.532421245239675e-06,singular,grande,s,[MASK] advertenoias [MASK],"[CLS] , [MASK] , adver , ##ten , ##o , ##ias , [MASK] , [SEP]",morphemic,11.560811806959844
765,advertencia,advertenoias,plur,4,default,0.00021912300144322217,plural,grandes,s,[MASK] advertenoias [MASK],"[CLS] , [MASK] , adver , ##ten , ##o , ##ias , [MASK] , [SEP]",morphemic,8.42587733538867
766,advertencia,advertencia##s,plur,2,artificial,3.356528850417817e-07,singular,grande,s,[MASK] advertencia##s [MASK],"[CLS] , La , advertencia , ##s , [MASK] , [SEP]",morphemic,14.907188291211188
767,advertencia,advertencia##s,plur,2,artificial,9.621974641049746e-06,plural,grandes,s,[MASK] advertencia##s [MASK],"[CLS] , La , advertencia , ##s , [MASK] , [SEP]",morphemic,11.551461050208076
768,molino,molino,sing,1,default,0.0004928119597025216,singular,grande,s,[MASK] molino [MASK],"[CLS] , [MASK] , molino , [MASK] , [SEP]",morphemic,7.6153828771625784
769,molino,molino,sing,1,default,1.5754047126392834e-05,plural,grandes,s,[MASK] molino [MASK],"[CLS] , [MASK] , molino , [MASK] , [SEP]",morphemic,11.058413265295409
770,molino,eolinos,plur,3,default,3.2042150905908784e-06,singular,grande,s,[MASK] eolinos [MASK],"[CLS] , [MASK] , e , ##oli , ##nos , [MASK] , [SEP]",morphemic,12.651043399116626
771,molino,eolinos,plur,3,default,0.0008332057041116059,plural,grandes,s,[MASK] eolinos [MASK],"[CLS] , [MASK] , e , ##oli , ##nos , [MASK] , [SEP]",morphemic,7.090230002571599
772,molino,molino##s,plur,2,artificial,1.4054437542654341e-06,singular,grande,s,[MASK] molino##s [MASK],"[CLS] , El , molino , ##s , [MASK] , [SEP]",morphemic,13.47515746571048
773,molino,molino##s,plur,2,artificial,3.9321224903687835e-05,plural,grandes,s,[MASK] molino##s [MASK],"[CLS] , El , molino , ##s , [MASK] , [SEP]",morphemic,10.143746110991284
774,doncella,doncella,sing,1,default,0.000287190661765635,singular,grande,s,[MASK] doncella [MASK],"[CLS] , [MASK] , doncella , [MASK] , [SEP]",morphemic,8.15536423606243
775,doncella,doncella,sing,1,default,3.0515723210555734e-06,plural,grandes,s,[MASK] doncella [MASK],"[CLS] , [MASK] , doncella , [MASK] , [SEP]",morphemic,12.699853585077026
776,doncella,poncellas,plur,3,default,2.3793347281753086e-05,singular,grande,s,[MASK] poncellas [MASK],"[CLS] , [MASK] , pon , ##cella , ##s , [MASK] , [SEP]",morphemic,10.646104542338273
777,doncella,poncellas,plur,3,default,0.001264288672246039,plural,grandes,s,[MASK] poncellas [MASK],"[CLS] , [MASK] , pon , ##cella , ##s , [MASK] , [SEP]",morphemic,6.673245629390713
778,doncella,doncella##s,plur,2,artificial,3.6252661175240064e-06,singular,grande,s,[MASK] doncella##s [MASK],"[CLS] , La , doncella , ##s , [MASK] , [SEP]",morphemic,12.527582860621385
779,doncella,doncella##s,plur,2,artificial,4.873054058407433e-05,plural,grandes,s,[MASK] doncella##s [MASK],"[CLS] , La , doncella , ##s , [MASK] , [SEP]",morphemic,9.92920460771514
780,tragedia,tragedia,sing,1,default,0.000215807362110354,singular,grande,s,[MASK] tragedia [MASK],"[CLS] , [MASK] , tragedia , [MASK] , [SEP]",morphemic,8.441124390289563
781,tragedia,tragedia,sing,1,default,1.5722067473689094e-05,plural,grandes,s,[MASK] tragedia [MASK],"[CLS] , [MASK] , tragedia , [MASK] , [SEP]",morphemic,11.060445260928525
782,tragedia,dragedias,plur,3,default,1.3333102288015652e-05,singular,grande,s,[MASK] dragedias [MASK],"[CLS] , [MASK] , dra , ##ged , ##ias , [MASK] , [SEP]",morphemic,11.225260721067412
783,tragedia,dragedias,plur,3,default,0.0028238820377737284,plural,grandes,s,[MASK] dragedias [MASK],"[CLS] , [MASK] , dra , ##ged , ##ias , [MASK] , [SEP]",morphemic,5.869642731550171
784,tragedia,tragedia##s,plur,2,artificial,1.8358445004196255e-06,singular,grande,s,[MASK] tragedia##s [MASK],"[CLS] , La , tragedia , ##s , [MASK] , [SEP]",morphemic,13.208005964113331
785,tragedia,tragedia##s,plur,2,artificial,0.00025185479898937047,plural,grandes,s,[MASK] tragedia##s [MASK],"[CLS] , La , tragedia , ##s , [MASK] , [SEP]",morphemic,8.286657831003312
786,paliza,paliza,sing,1,default,0.00023293067351914942,singular,grande,s,[MASK] paliza [MASK],"[CLS] , [MASK] , paliza , [MASK] , [SEP]",morphemic,8.364769687216372
787,paliza,paliza,sing,1,default,1.278633590118261e-05,plural,grandes,s,[MASK] paliza [MASK],"[CLS] , [MASK] , paliza , [MASK] , [SEP]",morphemic,11.267133464951003
788,paliza,palbzas,plur,3,default,1.5140643881750293e-05,singular,grande,s,[MASK] palbzas [MASK],"[CLS] , [MASK] , pal , ##b , ##zas , [MASK] , [SEP]",morphemic,11.098127782342091
789,paliza,palbzas,plur,3,default,0.0008306059171445668,plural,grandes,s,[MASK] palbzas [MASK],"[CLS] , [MASK] , pal , ##b , ##zas , [MASK] , [SEP]",morphemic,7.093355102852993
790,paliza,paliza##s,plur,2,artificial,2.437590183035354e-06,singular,grande,s,[MASK] paliza##s [MASK],"[CLS] , La , paliza , ##s , [MASK] , [SEP]",morphemic,12.924500636590475
791,paliza,paliza##s,plur,2,artificial,1.726692426018417e-05,plural,grandes,s,[MASK] paliza##s [MASK],"[CLS] , La , paliza , ##s , [MASK] , [SEP]",morphemic,10.966717778934742
792,guarda,guarda,sing,1,default,7.732188532827422e-05,singular,grande,s,[MASK] guarda [MASK],"[CLS] , [MASK] , guarda , [MASK] , [SEP]",morphemic,9.467533520472447
793,guarda,guarda,sing,1,default,4.635982804757077e-06,plural,grandes,s,[MASK] guarda [MASK],"[CLS] , [MASK] , guarda , [MASK] , [SEP]",morphemic,12.28166234156244
794,guarda,ñuardas,plur,3,default,3.894594726716605e-07,singular,grande,s,[MASK] ñuardas [MASK],"[CLS] , [MASK] , ñ , ##uar , ##das , [MASK] , [SEP]",morphemic,14.758506026672611
795,guarda,ñuardas,plur,3,default,6.955355638638139e-05,plural,grandes,s,[MASK] ñuardas [MASK],"[CLS] , [MASK] , ñ , ##uar , ##das , [MASK] , [SEP]",morphemic,9.573413506662286
796,guarda,guarda##s,plur,2,artificial,1.3020635378779843e-05,singular,grande,s,[MASK] guarda##s [MASK],"[CLS] , El , guarda , ##s , [MASK] , [SEP]",morphemic,11.248975122161037
797,guarda,guarda##s,plur,2,artificial,7.447676466654229e-07,plural,grandes,s,[MASK] guarda##s [MASK],"[CLS] , El , guarda , ##s , [MASK] , [SEP]",morphemic,14.110193550883253
798,filósofo,filósofo,sing,1,default,2.321239844604861e-05,singular,grande,s,[MASK] filósofo [MASK],"[CLS] , [MASK] , filósofo , [MASK] , [SEP]",morphemic,10.670824006263308
799,filósofo,filósofo,sing,1,default,1.1215735185032827e-06,plural,grandes,s,[MASK] filósofo [MASK],"[CLS] , [MASK] , filósofo , [MASK] , [SEP]",morphemic,13.70077793140908
800,filósofo,filósogos,plur,2,default,6.540729373227805e-06,singular,grande,s,[MASK] filósogos [MASK],"[CLS] , [MASK] , filóso , ##gos , [MASK] , [SEP]",morphemic,11.937461873755232
801,filósofo,filósogos,plur,2,default,0.002167803468182683,plural,grandes,s,[MASK] filósogos [MASK],"[CLS] , [MASK] , filóso , ##gos , [MASK] , [SEP]",morphemic,6.134040850721056
802,filósofo,filósofo##s,plur,2,artificial,4.506619859512284e-07,singular,grande,s,[MASK] filósofo##s [MASK],"[CLS] , El , filósofo , ##s , [MASK] , [SEP]",morphemic,14.612548255268443
803,filósofo,filósofo##s,plur,2,artificial,0.00013998401118442416,plural,grandes,s,[MASK] filósofo##s [MASK],"[CLS] , El , filósofo , ##s , [MASK] , [SEP]",morphemic,8.873982347702494
804,estadio,estadio,sing,1,default,2.8193735488457605e-05,singular,grande,s,[MASK] estadio [MASK],"[CLS] , [MASK] , estadio , [MASK] , [SEP]",morphemic,10.476410750497616
805,estadio,estadio,sing,1,default,3.1566557936457684e-06,plural,grandes,s,[MASK] estadio [MASK],"[CLS] , [MASK] , estadio , [MASK] , [SEP]",morphemic,12.665997383903127
806,estadio,estadiot,plur,2,default,5.703036003978923e-05,singular,grande,s,[MASK] estadiot [MASK],"[CLS] , [MASK] , estadio , ##t , [MASK] , [SEP]",morphemic,9.771926799650943
807,estadio,estadiot,plur,2,default,1.3610463611257728e-05,plural,grandes,s,[MASK] estadiot [MASK],"[CLS] , [MASK] , estadio , ##t , [MASK] , [SEP]",morphemic,11.204671677865067
808,estadio,estadio##s,plur,2,artificial,8.534144399163779e-06,singular,grande,s,[MASK] estadio##s [MASK],"[CLS] , El , estadio , ##s , [MASK] , [SEP]",morphemic,11.67143545288652
809,estadio,estadio##s,plur,2,artificial,0.0005598857533186674,plural,grandes,s,[MASK] estadio##s [MASK],"[CLS] , El , estadio , ##s , [MASK] , [SEP]",morphemic,7.487777806979295
810,imperio,imperio,sing,1,default,9.240637155016884e-05,singular,grande,s,[MASK] imperio [MASK],"[CLS] , [MASK] , imperio , [MASK] , [SEP]",morphemic,9.289314625523344
811,imperio,imperio,sing,1,default,1.095026163966395e-05,plural,grandes,s,[MASK] imperio [MASK],"[CLS] , [MASK] , imperio , [MASK] , [SEP]",morphemic,11.422147207953985
812,imperio,imperkos,plur,3,default,4.714178203357733e-07,singular,grande,s,[MASK] imperkos [MASK],"[CLS] , [MASK] , imper , ##k , ##os , [MASK] , [SEP]",morphemic,14.567521044155558
813,imperio,imperkos,plur,3,default,0.00012622540816664696,plural,grandes,s,[MASK] imperkos [MASK],"[CLS] , [MASK] , imper , ##k , ##os , [MASK] , [SEP]",morphemic,8.977441295581054
814,imperio,imperio##s,plur,2,artificial,6.450625846809999e-07,singular,grande,s,[MASK] imperio##s [MASK],"[CLS] , El , imperio , ##s , [MASK] , [SEP]",morphemic,14.253918494344616
815,imperio,imperio##s,plur,2,artificial,0.0002044912544079125,plural,grandes,s,[MASK] imperio##s [MASK],"[CLS] , El , imperio , ##s , [MASK] , [SEP]",morphemic,8.494985349127377
816,astro,astro,sing,1,default,0.00012894310930278152,singular,grande,s,[MASK] astro [MASK],"[CLS] , [MASK] , astro , [MASK] , [SEP]",morphemic,8.956139264034237
817,astro,astro,sing,1,default,6.800486517022364e-06,plural,grandes,s,[MASK] astro [MASK],"[CLS] , [MASK] , astro , [MASK] , [SEP]",morphemic,11.898516401720615
818,astro,asgros,plur,2,default,8.020421773835551e-06,singular,grande,s,[MASK] asgros [MASK],"[CLS] , [MASK] , as , ##gros , [MASK] , [SEP]",morphemic,11.733519547214861
819,astro,asgros,plur,2,default,9.785962174646556e-05,plural,grandes,s,[MASK] asgros [MASK],"[CLS] , [MASK] , as , ##gros , [MASK] , [SEP]",morphemic,9.231976537362499
820,astro,astro##s,plur,2,artificial,2.0706706891360227e-06,singular,grande,s,[MASK] astro##s [MASK],"[CLS] , El , astro , ##s , [MASK] , [SEP]",morphemic,13.087637998751553
821,astro,astro##s,plur,2,artificial,0.00013485578529071063,plural,grandes,s,[MASK] astro##s [MASK],"[CLS] , El , astro , ##s , [MASK] , [SEP]",morphemic,8.911304607624995
822,sonrisa,sonrisa,sing,1,default,0.00023016176419332623,singular,grande,s,[MASK] sonrisa [MASK],"[CLS] , [MASK] , sonrisa , [MASK] , [SEP]",morphemic,8.376728173676817
823,sonrisa,sonrisa,sing,1,default,7.5683792601921596e-06,plural,grandes,s,[MASK] sonrisa [MASK],"[CLS] , [MASK] , sonrisa , [MASK] , [SEP]",morphemic,11.79153161380859
824,sonrisa,synrisas,plur,3,default,5.5454805988119915e-05,singular,grande,s,[MASK] synrisas [MASK],"[CLS] , [MASK] , s , ##yn , ##risas , [MASK] , [SEP]",morphemic,9.799942175459899
