,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
1127,quinona,quinona##s,plur,3,artificial,6.558620953001082e-06,plural,grandes,s,[MASK] quinona##s [MASK],"[CLS] , La , quin , ##ona , ##s , [MASK] , [SEP]",nonmorphemic,11.934730197686823
1128,trazo,trazo,sing,2,default,9.116900764638558e-05,singular,grande,s,[MASK] trazo [MASK],"[CLS] , [MASK] , tra , ##zo , [MASK] , [SEP]",nonmorphemic,9.302795547077512
1129,trazo,trazo,sing,2,default,7.037289378786227e-06,plural,grandes,s,[MASK] trazo [MASK],"[CLS] , [MASK] , tra , ##zo , [MASK] , [SEP]",nonmorphemic,11.864287493360365
1130,trazo,tralos,plur,2,default,1.1669969353533816e-05,singular,grande,s,[MASK] tralos [MASK],"[CLS] , [MASK] , tra , ##los , [MASK] , [SEP]",nonmorphemic,11.358491737758905
1131,trazo,tralos,plur,2,default,0.000523273425642401,plural,grandes,s,[MASK] tralos [MASK],"[CLS] , [MASK] , tra , ##los , [MASK] , [SEP]",nonmorphemic,7.555406428137373
1132,trazo,trazo##s,plur,3,artificial,7.664186341571622e-06,singular,grande,s,[MASK] trazo##s [MASK],"[CLS] , El , tra , ##zo , ##s , [MASK] , [SEP]",nonmorphemic,11.778952203711905
1133,trazo,trazo##s,plur,3,artificial,0.00011335367889842018,plural,grandes,s,[MASK] trazo##s [MASK],"[CLS] , El , tra , ##zo , ##s , [MASK] , [SEP]",nonmorphemic,9.084997725441966
1134,similitude,similitude,sing,3,default,0.00012503721518442035,singular,grande,s,[MASK] similitude [MASK],"[CLS] , [MASK] , simili , ##tud , ##e , [MASK] , [SEP]",nonmorphemic,8.986899143496855
1135,similitude,similitude,sing,3,default,5.5619813792873174e-05,plural,grandes,s,[MASK] similitude [MASK],"[CLS] , [MASK] , simili , ##tud , ##e , [MASK] , [SEP]",nonmorphemic,9.796971057008843
1136,similitude,jimilitudes,plur,4,default,2.48855621975963e-06,singular,grande,s,[MASK] jimilitudes [MASK],"[CLS] , [MASK] , j , ##imi , ##li , ##tudes , [MASK] , [SEP]",nonmorphemic,12.903807847076742
1137,similitude,jimilitudes,plur,4,default,0.0008049500174820423,plural,grandes,s,[MASK] jimilitudes [MASK],"[CLS] , [MASK] , j , ##imi , ##li , ##tudes , [MASK] , [SEP]",nonmorphemic,7.124730372557799
1138,similitude,similitude##s,plur,4,artificial,7.828150046407245e-06,singular,grande,s,[MASK] similitude##s [MASK],"[CLS] , La , simili , ##tud , ##e , ##s , [MASK] , [SEP]",nonmorphemic,11.757784340703154
1139,similitude,similitude##s,plur,4,artificial,2.4353587377845543e-06,plural,grandes,s,[MASK] similitude##s [MASK],"[CLS] , La , simili , ##tud , ##e , ##s , [MASK] , [SEP]",nonmorphemic,12.925416486702195
1140,rebaño,rebaño,sing,2,default,0.00039339877548627555,singular,grande,s,[MASK] rebaño [MASK],"[CLS] , [MASK] , reba , ##ño , [MASK] , [SEP]",nonmorphemic,7.840686764657079
1141,rebaño,rebaño,sing,2,default,1.8592227206681855e-05,plural,grandes,s,[MASK] rebaño [MASK],"[CLS] , [MASK] , reba , ##ño , [MASK] , [SEP]",nonmorphemic,10.89276695670024
1142,rebaño,remaños,plur,2,default,1.6173888070625253e-05,singular,grande,s,[MASK] remaños [MASK],"[CLS] , [MASK] , rema , ##ños , [MASK] , [SEP]",nonmorphemic,11.032112463641951
1143,rebaño,remaños,plur,2,default,0.0028329521883279085,plural,grandes,s,[MASK] remaños [MASK],"[CLS] , [MASK] , rema , ##ños , [MASK] , [SEP]",nonmorphemic,5.866435934969461
1144,rebaño,rebaño##s,plur,3,artificial,5.829228939546738e-06,singular,grande,s,[MASK] rebaño##s [MASK],"[CLS] , El , reba , ##ño , ##s , [MASK] , [SEP]",nonmorphemic,12.052625823716276
1145,rebaño,rebaño##s,plur,3,artificial,5.907723243581131e-05,plural,grandes,s,[MASK] rebaño##s [MASK],"[CLS] , El , reba , ##ño , ##s , [MASK] , [SEP]",nonmorphemic,9.736664945748169
1146,moza,moza,sing,2,default,0.00039201907929964364,singular,grande,s,[MASK] moza [MASK],"[CLS] , [MASK] , mo , ##za , [MASK] , [SEP]",nonmorphemic,7.844200047675475
1147,moza,moza,sing,2,default,1.9248930129833752e-06,plural,grandes,s,[MASK] moza [MASK],"[CLS] , [MASK] , mo , ##za , [MASK] , [SEP]",nonmorphemic,13.160640169439997
1148,moza,moñas,plur,2,default,1.935750333359465e-05,singular,grande,s,[MASK] moñas [MASK],"[CLS] , [MASK] , mo , ##ñas , [MASK] , [SEP]",nonmorphemic,10.852430444473503
1149,moza,moñas,plur,2,default,0.0005305086961016059,plural,grandes,s,[MASK] moñas [MASK],"[CLS] , [MASK] , mo , ##ñas , [MASK] , [SEP]",nonmorphemic,7.541674207770119
1150,moza,moza##s,plur,3,artificial,3.890461357514141e-06,singular,grande,s,[MASK] moza##s [MASK],"[CLS] , La , mo , ##za , ##s , [MASK] , [SEP]",nonmorphemic,12.456982806463072
1151,moza,moza##s,plur,3,artificial,9.680352377472445e-06,plural,grandes,s,[MASK] moza##s [MASK],"[CLS] , La , mo , ##za , ##s , [MASK] , [SEP]",nonmorphemic,11.545412254706898
1152,andanza,andanza,sing,2,default,0.00012325214629527181,singular,grande,s,[MASK] andanza [MASK],"[CLS] , [MASK] , andan , ##za , [MASK] , [SEP]",nonmorphemic,9.00127833103268
1153,andanza,andanza,sing,2,default,3.984456270700321e-06,plural,grandes,s,[MASK] andanza [MASK],"[CLS] , [MASK] , andan , ##za , [MASK] , [SEP]",nonmorphemic,12.433109699021305
1154,andanza,agdanzas,plur,3,default,2.2045483092369977e-06,singular,grande,s,[MASK] agdanzas [MASK],"[CLS] , [MASK] , ag , ##dan , ##zas , [MASK] , [SEP]",nonmorphemic,13.024987918468362
1155,andanza,agdanzas,plur,3,default,0.00020898057846352458,plural,grandes,s,[MASK] agdanzas [MASK],"[CLS] , [MASK] , ag , ##dan , ##zas , [MASK] , [SEP]",nonmorphemic,8.473269236329196
1156,andanza,andanza##s,plur,3,artificial,2.9485797767847544e-06,singular,grande,s,[MASK] andanza##s [MASK],"[CLS] , La , andan , ##za , ##s , [MASK] , [SEP]",nonmorphemic,12.734186935136334
1157,andanza,andanza##s,plur,3,artificial,4.572421312332153e-05,plural,grandes,s,[MASK] andanza##s [MASK],"[CLS] , La , andan , ##za , ##s , [MASK] , [SEP]",nonmorphemic,9.992882572729426
1158,falseamiento,falseamiento,sing,2,default,1.6941075955401175e-05,singular,grande,s,[MASK] falseamiento [MASK],"[CLS] , [MASK] , false , ##amiento , [MASK] , [SEP]",nonmorphemic,10.985769355090271
1159,falseamiento,falseamiento,sing,2,default,4.639809958462138e-06,plural,grandes,s,[MASK] falseamiento [MASK],"[CLS] , [MASK] , false , ##amiento , [MASK] , [SEP]",nonmorphemic,12.280837149792868
1160,falseamiento,falseamientñs,plur,6,default,7.72363637224771e-06,singular,grande,s,[MASK] falseamientñs [MASK],"[CLS] , [MASK] , false , ##amie , ##n , ##t , ##ñ , ##s , [MASK] , [SEP]",nonmorphemic,11.771225272154082
1161,falseamiento,falseamientñs,plur,6,default,0.0003100823669228703,plural,grandes,s,[MASK] falseamientñs [MASK],"[CLS] , [MASK] , false , ##amie , ##n , ##t , ##ñ , ##s , [MASK] , [SEP]",nonmorphemic,8.078672596025815
1162,falseamiento,falseamiento##s,plur,3,artificial,1.3220591199569753e-06,singular,grande,s,[MASK] falseamiento##s [MASK],"[CLS] , El , false , ##amiento , ##s , [MASK] , [SEP]",nonmorphemic,13.53632009744621
1163,falseamiento,falseamiento##s,plur,3,artificial,2.0493065676419064e-05,plural,grandes,s,[MASK] falseamiento##s [MASK],"[CLS] , El , false , ##amiento , ##s , [MASK] , [SEP]",nonmorphemic,10.7954239887295
1164,minucia,minucia,sing,2,default,4.297977648093365e-05,singular,grande,s,[MASK] minucia [MASK],"[CLS] , [MASK] , minu , ##cia , [MASK] , [SEP]",nonmorphemic,10.054780867300108
1165,minucia,minucia,sing,2,default,2.04731804842595e-06,plural,grandes,s,[MASK] minucia [MASK],"[CLS] , [MASK] , minu , ##cia , [MASK] , [SEP]",nonmorphemic,13.098979890405568
1166,minucia,minucizs,plur,4,default,1.4065039067645557e-05,singular,grande,s,[MASK] minucizs [MASK],"[CLS] , [MASK] , minu , ##ci , ##z , ##s , [MASK] , [SEP]",nonmorphemic,11.171818338376433
1167,minucia,minucizs,plur,4,default,0.0006033632671460509,plural,grandes,s,[MASK] minucizs [MASK],"[CLS] , [MASK] , minu , ##ci , ##z , ##s , [MASK] , [SEP]",nonmorphemic,7.41299110954902
1168,minucia,minucia##s,plur,3,artificial,5.744819304709381e-07,singular,grande,s,[MASK] minucia##s [MASK],"[CLS] , La , minu , ##cia , ##s , [MASK] , [SEP]",nonmorphemic,14.369797192770282
1169,minucia,minucia##s,plur,3,artificial,7.842594641260803e-06,plural,grandes,s,[MASK] minucia##s [MASK],"[CLS] , La , minu , ##cia , ##s , [MASK] , [SEP]",nonmorphemic,11.755940829213136
1170,puya,puya,sing,2,default,0.0001332163519691676,singular,grande,s,[MASK] puya [MASK],"[CLS] , [MASK] , pu , ##ya , [MASK] , [SEP]",nonmorphemic,8.9235360448614
1171,puya,puya,sing,2,default,1.3535066500480752e-05,plural,grandes,s,[MASK] puya [MASK],"[CLS] , [MASK] , pu , ##ya , [MASK] , [SEP]",nonmorphemic,11.21022672168653
1172,puya,puyks,plur,4,default,2.2528922272613272e-05,singular,grande,s,[MASK] puyks [MASK],"[CLS] , [MASK] , pu , ##y , ##k , ##s , [MASK] , [SEP]",nonmorphemic,10.70071063987894
1173,puya,puyks,plur,4,default,4.757765418617055e-05,plural,grandes,s,[MASK] puyks [MASK],"[CLS] , [MASK] , pu , ##y , ##k , ##s , [MASK] , [SEP]",nonmorphemic,9.953147356823354
1174,puya,puya##s,plur,3,artificial,1.8203969375463203e-05,singular,grande,s,[MASK] puya##s [MASK],"[CLS] , La , pu , ##ya , ##s , [MASK] , [SEP]",nonmorphemic,10.913870890108415
1175,puya,puya##s,plur,3,artificial,4.932998308504466e-06,plural,grandes,s,[MASK] puya##s [MASK],"[CLS] , La , pu , ##ya , ##s , [MASK] , [SEP]",nonmorphemic,12.219563578606616
1176,parodia,parodia,sing,2,default,7.312845991691574e-05,singular,grande,s,[MASK] parodia [MASK],"[CLS] , [MASK] , paro , ##dia , [MASK] , [SEP]",nonmorphemic,9.523292938428456
1177,parodia,parodia,sing,2,default,6.8932349677197635e-06,plural,grandes,s,[MASK] parodia [MASK],"[CLS] , [MASK] , paro , ##dia , [MASK] , [SEP]",nonmorphemic,11.884970066767117
1178,parodia,pazodias,plur,3,default,9.43692521104822e-06,singular,grande,s,[MASK] pazodias [MASK],"[CLS] , [MASK] , paz , ##odi , ##as , [MASK] , [SEP]",nonmorphemic,11.570880350033496
1179,parodia,pazodias,plur,3,default,0.0003992851998191327,plural,grandes,s,[MASK] pazodias [MASK],"[CLS] , [MASK] , paz , ##odi , ##as , [MASK] , [SEP]",nonmorphemic,7.825834609898506
1180,parodia,parodia##s,plur,3,artificial,2.3163199784903554e-06,singular,grande,s,[MASK] parodia##s [MASK],"[CLS] , La , paro , ##dia , ##s , [MASK] , [SEP]",nonmorphemic,12.975530847826805
1181,parodia,parodia##s,plur,3,artificial,5.826247070217505e-05,plural,grandes,s,[MASK] parodia##s [MASK],"[CLS] , La , paro , ##dia , ##s , [MASK] , [SEP]",nonmorphemic,9.750552399124583
1182,puñetazo,puñetazo,sing,2,default,0.00020266171486582607,singular,grande,s,[MASK] puñetazo [MASK],"[CLS] , [MASK] , puñeta , ##zo , [MASK] , [SEP]",nonmorphemic,8.503972398192545
1183,puñetazo,puñetazo,sing,2,default,9.03413092601113e-06,plural,grandes,s,[MASK] puñetazo [MASK],"[CLS] , [MASK] , puñeta , ##zo , [MASK] , [SEP]",nonmorphemic,11.614500828252073
1184,puñetazo,puñetawos,plur,3,default,7.1942349677556194e-06,singular,grande,s,[MASK] puñetawos [MASK],"[CLS] , [MASK] , puñeta , ##w , ##os , [MASK] , [SEP]",nonmorphemic,11.842230551595694
1185,puñetazo,puñetawos,plur,3,default,0.00010235997615382075,plural,grandes,s,[MASK] puñetawos [MASK],"[CLS] , [MASK] , puñeta , ##w , ##os , [MASK] , [SEP]",nonmorphemic,9.18701477963656
1186,puñetazo,puñetazo##s,plur,3,artificial,1.1038122465834022e-05,singular,grande,s,[MASK] puñetazo##s [MASK],"[CLS] , El , puñeta , ##zo , ##s , [MASK] , [SEP]",nonmorphemic,11.414155598078814
1187,puñetazo,puñetazo##s,plur,3,artificial,0.0001606365985935554,plural,grandes,s,[MASK] puñetazo##s [MASK],"[CLS] , El , puñeta , ##zo , ##s , [MASK] , [SEP]",nonmorphemic,8.736365895778988
1188,reo,reo,sing,2,default,1.6480740669067018e-05,singular,grande,s,[MASK] reo [MASK],"[CLS] , [MASK] , re , ##o , [MASK] , [SEP]",nonmorphemic,11.01331809098153
1189,reo,reo,sing,2,default,5.751684852839389e-07,plural,grandes,s,[MASK] reo [MASK],"[CLS] , [MASK] , re , ##o , [MASK] , [SEP]",nonmorphemic,14.368602821185306
1190,reo,reoe,plur,2,default,0.00014163993182592094,singular,grande,s,[MASK] reoe [MASK],"[CLS] , [MASK] , re , ##oe , [MASK] , [SEP]",nonmorphemic,8.862222412040081
1191,reo,reoe,plur,2,default,1.7152360669570044e-05,plural,grandes,s,[MASK] reoe [MASK],"[CLS] , [MASK] , re , ##oe , [MASK] , [SEP]",nonmorphemic,10.973374745453562
1192,reo,reo##s,plur,3,artificial,7.689319318160415e-06,singular,grande,s,[MASK] reo##s [MASK],"[CLS] , El , re , ##o , ##s , [MASK] , [SEP]",nonmorphemic,11.775678293558126
1193,reo,reo##s,plur,3,artificial,4.677048127632588e-05,plural,grandes,s,[MASK] reo##s [MASK],"[CLS] , El , re , ##o , ##s , [MASK] , [SEP]",nonmorphemic,9.970258296000914
1194,cantore,cantore,sing,2,default,0.00029836338944733143,singular,grande,s,[MASK] cantore [MASK],"[CLS] , [MASK] , canto , ##re , [MASK] , [SEP]",nonmorphemic,8.11719838668131
1195,cantore,cantore,sing,2,default,8.776679351285566e-06,plural,grandes,s,[MASK] cantore [MASK],"[CLS] , [MASK] , canto , ##re , [MASK] , [SEP]",nonmorphemic,11.643412427859099
1196,cantore,cfntores,plur,3,default,4.309138603275642e-06,singular,grande,s,[MASK] cfntores [MASK],"[CLS] , [MASK] , cf , ##nto , ##res , [MASK] , [SEP]",nonmorphemic,12.354772533852149
1197,cantore,cfntores,plur,3,default,2.3042015527607873e-05,plural,grandes,s,[MASK] cfntores [MASK],"[CLS] , [MASK] , cf , ##nto , ##res , [MASK] , [SEP]",nonmorphemic,10.678191246465822
1198,cantore,cantore##s,plur,3,artificial,1.2731034075841308e-05,singular,grande,s,[MASK] cantore##s [MASK],"[CLS] , El , canto , ##re , ##s , [MASK] , [SEP]",nonmorphemic,11.27146791728468
1199,cantore,cantore##s,plur,3,artificial,6.556810694746673e-05,plural,grandes,s,[MASK] cantore##s [MASK],"[CLS] , El , canto , ##re , ##s , [MASK] , [SEP]",nonmorphemic,9.632421154816711
1200,galera,galera,sing,2,default,0.00023426619009114802,singular,grande,s,[MASK] galera [MASK],"[CLS] , [MASK] , gal , ##era , [MASK] , [SEP]",nonmorphemic,8.359052524650703
1201,galera,galera,sing,2,default,3.880639269482344e-06,plural,grandes,s,[MASK] galera [MASK],"[CLS] , [MASK] , gal , ##era , [MASK] , [SEP]",nonmorphemic,12.459510657724698
1202,galera,gkleras,plur,4,default,9.278212928620633e-06,singular,grande,s,[MASK] gkleras [MASK],"[CLS] , [MASK] , g , ##k , ##lera , ##s , [MASK] , [SEP]",nonmorphemic,11.587841602057514
1203,galera,gkleras,plur,4,default,4.017205719719641e-05,plural,grandes,s,[MASK] gkleras [MASK],"[CLS] , [MASK] , g , ##k , ##lera , ##s , [MASK] , [SEP]",nonmorphemic,10.122338898626657
1204,galera,galera##s,plur,3,artificial,1.6087157064248458e-06,singular,grande,s,[MASK] galera##s [MASK],"[CLS] , La , gal , ##era , ##s , [MASK] , [SEP]",nonmorphemic,13.340074395170916
1205,galera,galera##s,plur,3,artificial,3.326529258629307e-05,plural,grandes,s,[MASK] galera##s [MASK],"[CLS] , La , gal , ##era , ##s , [MASK] , [SEP]",nonmorphemic,10.310995969189293
1206,pensadore,pensadore,sing,2,default,0.00023320195032283664,singular,grande,s,[MASK] pensadore [MASK],"[CLS] , [MASK] , pensado , ##re , [MASK] , [SEP]",nonmorphemic,8.363605740217434
1207,pensadore,pensadore,sing,2,default,3.5067787393927574e-06,plural,grandes,s,[MASK] pensadore [MASK],"[CLS] , [MASK] , pensado , ##re , [MASK] , [SEP]",nonmorphemic,12.560812679930649
1208,pensadore,pensadopes,plur,2,default,1.6759549907874316e-05,singular,grande,s,[MASK] pensadopes [MASK],"[CLS] , [MASK] , pensado , ##pes , [MASK] , [SEP]",nonmorphemic,10.996542318409707
1209,pensadore,pensadopes,plur,2,default,0.0005598050192929804,plural,grandes,s,[MASK] pensadopes [MASK],"[CLS] , [MASK] , pensado , ##pes , [MASK] , [SEP]",nonmorphemic,7.487922014697714
1210,pensadore,pensadore##s,plur,3,artificial,6.5259150687779766e-06,singular,grande,s,[MASK] pensadore##s [MASK],"[CLS] , El , pensado , ##re , ##s , [MASK] , [SEP]",nonmorphemic,11.939729374162543
1211,pensadore,pensadore##s,plur,3,artificial,6.4025167375803e-05,plural,grandes,s,[MASK] pensadore##s [MASK],"[CLS] , El , pensado , ##re , ##s , [MASK] , [SEP]",nonmorphemic,9.656234311656362
1212,teólogo,teólogo,sing,2,default,2.7367308575776406e-05,singular,grande,s,[MASK] teólogo [MASK],"[CLS] , [MASK] , te , ##ólogo , [MASK] , [SEP]",nonmorphemic,10.506161374574187
1213,teólogo,teólogo,sing,2,default,7.674509561184095e-07,plural,grandes,s,[MASK] teólogo [MASK],"[CLS] , [MASK] , te , ##ólogo , [MASK] , [SEP]",nonmorphemic,14.080191260349723
1214,teólogo,teólocos,plur,3,default,3.5404293157625943e-05,singular,grande,s,[MASK] teólocos [MASK],"[CLS] , [MASK] , te , ##ólo , ##cos , [MASK] , [SEP]",nonmorphemic,10.24867746953869
1215,teólogo,teólocos,plur,3,default,0.00044994428753852844,plural,grandes,s,[MASK] teólocos [MASK],"[CLS] , [MASK] , te , ##ólo , ##cos , [MASK] , [SEP]",nonmorphemic,7.706386788334375
1216,teólogo,teólogo##s,plur,3,artificial,3.5695554743142566e-06,singular,grande,s,[MASK] teólogo##s [MASK],"[CLS] , El , te , ##ólogo , ##s , [MASK] , [SEP]",nonmorphemic,12.54306948692442
1217,teólogo,teólogo##s,plur,3,artificial,5.127672557136975e-05,plural,grandes,s,[MASK] teólogo##s [MASK],"[CLS] , El , te , ##ólogo , ##s , [MASK] , [SEP]",nonmorphemic,9.878273601303054
1218,moralista,moralista,sing,2,default,3.723490590346046e-05,singular,grande,s,[MASK] moralista [MASK],"[CLS] , [MASK] , moral , ##ista , [MASK] , [SEP]",nonmorphemic,10.198263905904081
1219,moralista,moralista,sing,2,default,6.296728543020436e-07,plural,grandes,s,[MASK] moralista [MASK],"[CLS] , [MASK] , moral , ##ista , [MASK] , [SEP]",nonmorphemic,14.278065431318451
1220,moralista,moralistay,plur,3,default,1.0415390534035396e-05,singular,grande,s,[MASK] moralistay [MASK],"[CLS] , [MASK] , moral , ##ista , ##y , [MASK] , [SEP]",nonmorphemic,11.472225986687382
1221,moralista,moralistay,plur,3,default,1.0327410564059392e-05,plural,grandes,s,[MASK] moralistay [MASK],"[CLS] , [MASK] , moral , ##ista , ##y , [MASK] , [SEP]",nonmorphemic,11.480708977692714
1222,moralista,moralista##s,plur,3,artificial,1.7933743947651237e-06,singular,grande,s,[MASK] moralista##s [MASK],"[CLS] , El , moral , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,13.23141157601164
1223,moralista,moralista##s,plur,3,artificial,1.3615698662761133e-05,plural,grandes,s,[MASK] moralista##s [MASK],"[CLS] , El , moral , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,11.204287117491464
1224,cultivadore,cultivadore,sing,3,default,0.00012031647202093154,singular,grande,s,[MASK] cultivadore [MASK],"[CLS] , [MASK] , cultiv , ##ador , ##e , [MASK] , [SEP]",nonmorphemic,9.025385019827176
1225,cultivadore,cultivadore,sing,3,default,2.160199983336497e-05,plural,grandes,s,[MASK] cultivadore [MASK],"[CLS] , [MASK] , cultiv , ##ador , ##e , [MASK] , [SEP]",nonmorphemic,10.742724662681862
1226,cultivadore,cultivddores,plur,3,default,7.298614036699291e-06,singular,grande,s,[MASK] cultivddores [MASK],"[CLS] , [MASK] , cultiv , ##dd , ##ores , [MASK] , [SEP]",nonmorphemic,11.827826085821636
1227,cultivadore,cultivddores,plur,3,default,0.0006382447900250554,plural,grandes,s,[MASK] cultivddores [MASK],"[CLS] , [MASK] , cultiv , ##dd , ##ores , [MASK] , [SEP]",nonmorphemic,7.356788664782296
1228,cultivadore,cultivadore##s,plur,4,artificial,1.811343099689111e-05,singular,grande,s,[MASK] cultivadore##s [MASK],"[CLS] , El , cultiv , ##ador , ##e , ##s , [MASK] , [SEP]",nonmorphemic,10.918856850843909
1229,cultivadore,cultivadore##s,plur,4,artificial,7.249578629853204e-06,plural,grandes,s,[MASK] cultivadore##s [MASK],"[CLS] , El , cultiv , ##ador , ##e , ##s , [MASK] , [SEP]",nonmorphemic,11.834567210806972
1230,antropólogo,antropólogo,sing,2,default,9.795872756512836e-06,singular,grande,s,[MASK] antropólogo [MASK],"[CLS] , [MASK] , antrop , ##ólogo , [MASK] , [SEP]",nonmorphemic,11.533549408289785
1231,antropólogo,antropólogo,sing,2,default,3.915995137049322e-07,plural,grandes,s,[MASK] antropólogo [MASK],"[CLS] , [MASK] , antrop , ##ólogo , [MASK] , [SEP]",nonmorphemic,14.753026168106627
1232,antropólogo,ñntropólogos,plur,4,default,6.494571493931289e-07,singular,grande,s,[MASK] ñntropólogos [MASK],"[CLS] , [MASK] , ñ , ##n , ##trop , ##ólogos , [MASK] , [SEP]",nonmorphemic,14.247128977772574
1233,antropólogo,ñntropólogos,plur,4,default,0.00012433728261385113,plural,grandes,s,[MASK] ñntropólogos [MASK],"[CLS] , [MASK] , ñ , ##n , ##trop , ##ólogos , [MASK] , [SEP]",nonmorphemic,8.992512663842746
1234,antropólogo,antropólogo##s,plur,3,artificial,8.711281225259881e-07,singular,grande,s,[MASK] antropólogo##s [MASK],"[CLS] , El , antrop , ##ólogo , ##s , [MASK] , [SEP]",nonmorphemic,13.953476772718918
1235,antropólogo,antropólogo##s,plur,3,artificial,3.351069608470425e-05,plural,grandes,s,[MASK] antropólogo##s [MASK],"[CLS] , El , antrop , ##ólogo , ##s , [MASK] , [SEP]",nonmorphemic,10.303645883983641
1236,sociólogo,sociólogo,sing,2,default,7.108878435246879e-06,singular,grande,s,[MASK] sociólogo [MASK],"[CLS] , [MASK] , soci , ##ólogo , [MASK] , [SEP]",nonmorphemic,11.854166071283142
1237,sociólogo,sociólogo,sing,2,default,1.9697736775015073e-07,plural,grandes,s,[MASK] sociólogo [MASK],"[CLS] , [MASK] , soci , ##ólogo , [MASK] , [SEP]",nonmorphemic,15.440176999325155
1238,sociólogo,sociólogos,plur,2,default,2.578777866801829e-07,singular,grande,s,[MASK] sociólogos [MASK],"[CLS] , [MASK] , soci , ##ólogos , [MASK] , [SEP]",nonmorphemic,15.170780059291783
1239,sociólogo,sociólogos,plur,2,default,0.00024824359570629895,plural,grandes,s,[MASK] sociólogos [MASK],"[CLS] , [MASK] , soci , ##ólogos , [MASK] , [SEP]",nonmorphemic,8.301100053130877
1240,sociólogo,sociólogo##s,plur,3,artificial,6.604922191399965e-07,singular,grande,s,[MASK] sociólogo##s [MASK],"[CLS] , El , soci , ##ólogo , ##s , [MASK] , [SEP]",nonmorphemic,14.230280493310804
1241,sociólogo,sociólogo##s,plur,3,artificial,2.3394239178742282e-05,plural,grandes,s,[MASK] sociólogo##s [MASK],"[CLS] , El , soci , ##ólogo , ##s , [MASK] , [SEP]",nonmorphemic,10.66302075485273
1242,pluralidade,pluralidade,sing,3,default,5.2159644837956876e-05,singular,grande,s,[MASK] pluralidade [MASK],"[CLS] , [MASK] , plural , ##idad , ##e , [MASK] , [SEP]",nonmorphemic,9.861201449457308
1243,pluralidade,pluralidade,sing,3,default,4.289430580683984e-05,plural,grandes,s,[MASK] pluralidade [MASK],"[CLS] , [MASK] , plural , ##idad , ##e , [MASK] , [SEP]",nonmorphemic,10.056771472615239
1244,pluralidade,pluralfdades,plur,3,default,2.1177240796532715e-06,singular,grande,s,[MASK] pluralfdades [MASK],"[CLS] , [MASK] , plural , ##f , ##dades , [MASK] , [SEP]",nonmorphemic,13.06516859327841
1245,pluralidade,pluralfdades,plur,3,default,0.0001918848865898326,plural,grandes,s,[MASK] pluralfdades [MASK],"[CLS] , [MASK] , plural , ##f , ##dades , [MASK] , [SEP]",nonmorphemic,8.55861491474916
1246,pluralidade,pluralidade##s,plur,4,artificial,2.1825333078595577e-06,singular,grande,s,[MASK] pluralidade##s [MASK],"[CLS] , La , plural , ##idad , ##e , ##s , [MASK] , [SEP]",nonmorphemic,13.035024288015975
1247,pluralidade,pluralidade##s,plur,4,artificial,1.8598307178763207e-06,plural,grandes,s,[MASK] pluralidade##s [MASK],"[CLS] , La , plural , ##idad , ##e , ##s , [MASK] , [SEP]",nonmorphemic,13.195025086275448
1248,hilera,hilera,sing,2,default,6.277263310039416e-05,singular,grande,s,[MASK] hilera [MASK],"[CLS] , [MASK] , hil , ##era , [MASK] , [SEP]",nonmorphemic,9.675991358125378
1249,hilera,hilera,sing,2,default,4.2132642192882486e-06,plural,grandes,s,[MASK] hilera [MASK],"[CLS] , [MASK] , hil , ##era , [MASK] , [SEP]",nonmorphemic,12.377272861698154
1250,hilera,hileñas,plur,3,default,5.710126970370766e-06,singular,grande,s,[MASK] hileñas [MASK],"[CLS] , [MASK] , hil , ##eña , ##s , [MASK] , [SEP]",nonmorphemic,12.07326929805133
1251,hilera,hileñas,plur,3,default,0.0006610790733247995,plural,grandes,s,[MASK] hileñas [MASK],"[CLS] , [MASK] , hil , ##eña , ##s , [MASK] , [SEP]",nonmorphemic,7.321637098452177
1252,hilera,hilera##s,plur,3,artificial,4.437379743649217e-07,singular,grande,s,[MASK] hilera##s [MASK],"[CLS] , La , hil , ##era , ##s , [MASK] , [SEP]",nonmorphemic,14.628031596546709
1253,hilera,hilera##s,plur,3,artificial,9.039352335094009e-06,plural,grandes,s,[MASK] hilera##s [MASK],"[CLS] , La , hil , ##era , ##s , [MASK] , [SEP]",nonmorphemic,11.613923030474776
1254,sindicalista,sindicalista,sing,2,default,1.1231389180466067e-05,singular,grande,s,[MASK] sindicalista [MASK],"[CLS] , [MASK] , sindical , ##ista , [MASK] , [SEP]",nonmorphemic,11.39679809424059
1255,sindicalista,sindicalista,sing,2,default,3.170225326698528e-08,plural,grandes,s,[MASK] sindicalista [MASK],"[CLS] , [MASK] , sindical , ##ista , [MASK] , [SEP]",nonmorphemic,17.266878077611857
1256,sindicalista,sindicalistss,plur,4,default,7.616651146236109e-06,singular,grande,s,[MASK] sindicalistss [MASK],"[CLS] , [MASK] , sindical , ##ist , ##s , ##s , [MASK] , [SEP]",nonmorphemic,11.785173766987537
1257,sindicalista,sindicalistss,plur,4,default,0.0001460605999454856,plural,grandes,s,[MASK] sindicalistss [MASK],"[CLS] , [MASK] , sindical , ##ist , ##s , ##s , [MASK] , [SEP]",nonmorphemic,8.831488954253116
